symbol,gics8,kmeans.text_157
VIRT,40203020,10
WHG,40203010,10
ABAX,35101010,11
ALR,35101020,11
AXDX,35203010,11
CBMX,35203010,11
CEMI,35101020,11
CERS,35101020,11
DGX,35102015,11
EXAS,35201010,11
FMI,35201010,11
GNMK,35101010,11
HAE,35101020,11
HOLX,35101010,11
LH,35102015,11
MGCD,35101010,11
MYGN,35201010,11
NEO,35203010,11
NVTA,35201010,11
OPGN,35201010,11
OSUR,35101020,11
PMD,35102015,11
QDEL,35101020,11
ROKA,35101010,11
SRDX,35101010,11
TEAR,35101020,11
TROV,35201010,11
TTOO,35201010,11
VCYT,35201010,11
VIVO,35101020,11
VRML,35101010,11
ALSK,50101020,12
ARRS,45201020,12
ATNI,50101020,12
BBOX,45201020,12
BSFT,45103010,12
CBB,50101020,12
CHTR,25401025,12
CNSL,50101020,12
CSCO,45201020,12
CTL,50101020,12
DISH,25401025,12
FRP,50101020,12
FTR,50101020,12
GNCMA,50101020,12
HCHC,20103010,12
HCOM,50101020,12
IDT,50101020,12
LBRDK,25401025,12
LMOS,50101010,12
LVLT,50101010,12
OTEL,50101020,12
SHEN,50102010,12
SHOR,45201020,12
T,50101020,12
TDS,50102010,12
VZ,50101020,12
WIN,50101020,12
WSTC,20201060,12
AHP,60101030,13
AHT,60101030,13
CHH,25301020,13
CHSP,60101030,13
CLDT,60101030,13
DRH,60101030,13
FCH,60101030,13
H,25301020,13
HLT,25301020,13
HPT,60101030,13
HST,60101030,13
HT,60101030,13
INN,60101030,13
LHO,60101030,13
LQ,25301020,13
MAR,25301020,13
MCS,25301020,13
MTN,25301030,13
PEB,60101030,13
RHP,60101030,13
RLH,25301020,13
RLJ,60101030,13
SHO,60101030,13
SOHO,60101030,13
STAY,25301020,13
WYN,25301020,13
XHR,60101030,13
ABG,25504050,14
ABTL,45101010,14
ALLY,40202010,14
AN,25504050,14
CPRT,20201070,14
CPS,25101010,14
CTB,25101020,14
CVGI,20106010,14
DAN,25101010,14
FENX,25501010,14
GM,25102010,14
GPI,25504050,14
KAR,20201070,14
LKQ,25501010,14
PAG,25504050,14
SAH,25504050,14
SC,40202010,14
TEN,25101010,14
TOWR,25101010,14
ALB,15101050,15
ARTX,20101010,15
AVAV,20101010,15
ENR,30301010,15
ENS,20104010,15
ULBI,20104010,15
VOXX,25101010,15
WATT,20104010,15
ATW,10101010,16
BHI,10101020,16
BRN,10102020,16
CAR,20304020,16
CTAS,20201070,16
DNOW,20107010,16
DO,10101010,16
HP,10101010,16
HTZ,20304020,16
ICD,10101010,16
NR,10101020,16
PES,10101010,16
PKD,10101010,16
RDC,10101010,16
SAEX,10101020,16
SDPI,10101020,16
SLB,10101020,16
TESO,10101020,16
UNF,20201070,16
PTEN,10101010,16
AMZN,25502020,17
BKS,25504040,17
CTHR,25203010,17
EVLV,25502020,17
EXPE,25502020,17
FL,25504010,17
FLWS,25502020,17
GNC,25504040,17
OSTK,25502020,17
PCLN,25502020,17
PRSS,25502020,17
TRIP,25502020,17
ARCX,10102040,18
BKEP,10102040,18
BPL,10102040,18
CVRR,10102030,18
CVX,10102010,18
DK,10102030,18
DKL,10102040,18
GEL,10102040,18
HEP,10102040,18
KMI,10102040,18
MMLP,10102040,18
MMP,10102040,18
MPC,10102030,18
NGL,10102040,18
NS,10102030,18
NSH,10102040,18
PBFX,10102040,18
PSXP,10102040,18
SEMG,10102040,18
SHLX,10102040,18
TLLP,10102040,18
TLP,10102040,18
VLP,10102040,18
VTNR,10102030,18
WNRL,10102040,18
WPT,10102040,18
BDN,60101040,19
DLR,60101080,19
DOC,60101050,19
FR,60101020,19
HR,60101050,19
KRC,60101040,19
REXR,60101020,19
TRNO,60101020,19
CG,40203010,20
CODI,40201030,20
CSWC,40203010,20
NEWT,40203010,20
OFS,40203010,20
RAND,40203010,20
SFE,40203010,20
SVVC,40203010,20
TPVG,40203010,20
AAOI,45201020,21
ADTN,45201020,21
CLFD,45201020,21
EMKR,45201020,21
FNSR,45201020,21
IIVI,45203015,21
INFN,45201020,21
IPGP,45203020,21
LPTH,45203010,21
LUNA,45203010,21
NPTN,45301020,21
OCLR,45201020,21
AMH,60101060,22
AVHI,25201030,22
BZH,25201030,22
CCS,25201030,22
CHCI,25201030,22
CVCO,25201030,22
DHI,25201030,22
GRBK,25201030,22
HOV,25201030,22
KBH,25201030,22
LEN,25201030,22
LGIH,25201030,22
MDC,25201030,22
MHO,25201030,22
MTH,25201030,22
NVR,25201030,22
NWHM,25201030,22
PHM,25201030,22
TMHC,25201030,22
TOL,25201030,22
TPH,25201030,22
UCP,25201030,22
WLH,25201030,22
ARE,60101040,23
FRT,60101070,23
AMRB,40101015,24
BDGE,40101015,24
BFIN,40102010,24
BOCH,40101015,24
CNOB,40101015,24
CSFL,40101015,24
CUBI,40101015,24
CUNB,40101015,24
CVBF,40101015,24
CVCY,40101015,24
EGBN,40101015,24
ESXB,40101015,24
EVBS,40101015,24
EWBC,40101015,24
FBIZ,40101015,24
FBNC,40101015,24
FCCO,40101015,24
FMBI,40101015,24
GNBC,40101015,24
HBMD,40101015,24
HOMB,40101015,24
HTBK,40101015,24
IBCP,40101015,24
IBOC,40101015,24
ICBK,40101015,24
MBWM,40101015,24
MCBC,40101015,24
MSL,40101015,24
NWFL,40101015,24
OLBK,40101015,24
OPB,40101015,24
OPOF,40101015,24
OZRK,40101015,24
PACW,40101015,24
PB,40101015,24
PCBK,40101015,24
PFBC,40101015,24
PFBI,40101015,24
PNFP,40101015,24
PPBI,40101015,24
RBPAA,40101015,24
SFBS,40101015,24
SFST,40101015,24
SGBK,40101015,24
SHBI,40101015,24
SSBI,40101015,24
STBZ,40101015,24
TCBK,40101015,24
TRCB,40101015,24
UBSH,40101015,24
UNB,40101015,24
VBTX,40101015,24
WFBI,40101015,24
WTBA,40101015,24
XBKS,40101015,24
ACSF,40203010,25
FSFR,40203010,25
GBDC,40203010,25
MCC,40203010,25
SCM,40203010,25
WHF,40203010,25
AKRX,35202010,26
ANTM,35102030,26
ATHN,35103010,26
CERN,35103010,26
CNXR,35103010,26
CSLT,35103010,26
DLHC,20202010,26
EHTH,40301010,26
HMSY,35103010,26
HQY,35102030,26
HSIC,35102010,26
HUM,35102030,26
MDRX,35103010,26
MOH,35102030,26
MTBC,35103010,26
PDCO,35102010,26
QSII,35103010,26
UNH,35102030,26
WAGE,20202010,26
WBMD,45101010,26
WCG,35102030,26
XRAY,35101020,26
BAX,35101010,27
BIOS,35102015,27
CPSI,35103010,27
DVA,35102015,27
ICUI,35101020,27
INGN,35101010,27
IRMD,35101010,27
MASI,35101010,27
NRCIA,35102015,27
NXTM,35101010,27
PETS,25502020,27
INFU,35102015,27
AEO,25504010,28
ANF,25504010,28
ASNA,25504010,28
BKE,25504010,28
BOOT,25504010,28
BURL,25504010,28
CBK,25504010,28
CHKE,25203010,28
COLM,25203010,28
CROX,25203020,28
CTRN,25504010,28
DECK,25203020,28
DLA,25203010,28
DSW,25504010,28
EXPR,25504010,28
GCO,25504010,28
GES,25504010,28
GIII,25203010,28
GPS,25504010,28
HBI,25203010,28
ICON,25203010,28
LE,25502020,28
MAT,25202010,28
NLS,25202010,28
OXM,25203010,28
PERY,25203010,28
PVH,25203010,28
RCKY,25203020,28
SCVL,25504010,28
SKX,25203020,28
SQBG,25203010,28
TJX,25504010,28
TLYS,25504010,28
VFC,25203010,28
WEYS,25501010,28
WWW,25203020,28
ZUMZ,25504010,28
BDE,25202010,28
AMBR,45101010,29
AMSWA,45103010,29
CDK,45103010,29
CTLT,35202010,29
DXPE,20107010,29
INT,10102030,29
IT,45102010,29
MANH,45103010,29
MLNK,45102020,29
OMI,35102010,29
PCYG,45103010,29
PINC,35102015,29
R,20304020,29
RECN,20202020,29
SP,20201050,29
STMP,45101010,29
VSEC,20201070,29
BRKS,45301010,30
COHR,45203010,30
DYSL,45203010,30
FARO,45203010,30
GHM,20106020,30
MKSI,45301010,30
REFR,45203010,30
ROK,20104010,30
AGX,20103010,31
AMRC,20103010,31
AZZ,20104020,31
BOOM,20106020,31
CORR,60101080,31
CPN,55105010,31
DY,20103010,31
EME,20103010,31
GV,20103010,31
GVA,20103010,31
IESC,20103010,31
MTRX,10101020,31
MTZ,20103010,31
MYRG,20103010,31
ORA,55105020,31
ORN,20103010,31
POWL,20104010,31
PRIM,20103010,31
PWR,20103010,31
TWIN,20106010,31
WG,10101020,31
WPCS,45102010,31
NYLD,55105010,31
AMNB,40101015,32
AROW,40101015,32
BHLB,40101015,32
BMTC,40101015,32
CART,40101015,32
CBU,40101015,32
CHMG,40101015,32
CTBI,40101015,32
FCBC,40101015,32
FDEF,40102010,32
FFKT,40101015,32
FIBK,40101015,32
FMNB,40101015,32
FRME,40101015,32
GABC,40101015,32
HBHC,40101015,32
HBNC,40101015,32
LKFN,40101015,32
NWBI,40102010,32
ORRF,40101015,32
PRK,40101015,32
QCRH,40101015,32
SASR,40101015,32
SBFG,40101015,32
SMMF,40101015,32
SSB,40101015,32
STBA,40101015,32
SYBT,40101015,32
THFF,40101015,32
TMP,40101015,32
TRST,40102010,32
UBCP,40101015,32
UVSP,40101015,32
WSBC,40101015,32
WSFS,40102010,32
ALCO,30202010,33
FOR,60102030,33
FPI,60101080,33
FRPH,60102020,33
LAND,60101080,33
LMNR,30202010,33
MLP,60102030,33
SNOW,25301030,33
TPL,40201030,33
TRC,60102010,33
ACXM,45102010,34
ADS,45102020,34
AIZ,40301030,34
BAH,45102010,34
CLGX,45102020,34
DNB,20202020,34
DWSN,10101020,34
ECOM,45101010,34
EFX,20202020,34
EIGI,45101010,34
EXLS,45102020,34
FDS,40203040,34
FORR,45102010,34
GDDY,45101010,34
GSB,45103020,34
HMNY,45102010,34
INOV,35103010,34
INTX,20201070,34
INWK,20201010,34
IPG,25401010,34
IRM,60101080,34
ISDR,45101010,34
JCOM,45101010,34
LPSN,45101010,34
MATR,45102010,34
MCO,40203040,34
MDCA,25401010,34
MHH,20202010,34
MSTR,45103010,34
NAME,45101010,34
NSR,45102020,34
OMC,25401010,34
ONDK,40201040,34
ONVI,45101010,34
PFMT,20201070,34
PRGX,45102020,34
QNST,45101010,34
QTWO,45101010,34
RP,45103010,34
SRT,45102020,34
TCS,25504040,34
TRUE,45101010,34
TTGT,45101010,34
VEEV,35103010,34
VRSK,20202020,34
VRSN,45101010,34
ABDC,40203010,35
AINV,40203010,35
ARCC,40203010,35
BKCC,40203010,35
CMFN,40203010,35
CPTA,40203010,35
FDUS,40203010,35
FSAM,40203010,35
FSC,40203010,35
FSIC,40203010,35
GAIN,40203010,35
GLAD,40203010,35
GSBD,40203010,35
GSVC,40203010,35
HCAP,40203010,35
HRZN,40203010,35
HTGC,40203010,35
KCAP,40203010,35
MAIN,40203010,35
MRCC,40203010,35
MVC,40203010,35
NEWS,40201040,35
NMFC,40203010,35
OHAI,40203010,35
PFLT,40203010,35
PNNT,40203010,35
PSEC,40203010,35
SAR,40203010,35
SLRC,40203010,35
SUNS,40203010,35
TCAP,40203010,35
TCPC,40203010,35
TCRD,40203010,35
TICC,40203010,35
TSLX,40203010,35
AXGN,35101010,36
CSII,35101010,36
ETRM,35101010,36
IART,35101010,36
NURO,35101010,36
IMH,40102010,37
MTG,40102010,37
NMIH,40102010,37
NSM,40102010,37
OCN,40102010,37
PFSI,40102010,37
PHH,40102010,37
RDN,40102010,37
RMAX,60102040,37
SGM,40102010,37
WAC,40102010,37
ABMD,35101010,38
ABT,35101010,38
ANIP,35202010,38
ATRS,35101020,38
BSX,35101010,38
CBM,35203010,38
CTSO,35101010,38
DXCM,35101010,38
ELGX,35101020,38
EW,35101010,38
MYOS,30302010,38
NAII,30302010,38
NUS,30302010,38
RMD,35101010,38
RMTI,35101010,38
WST,35101020,38
ACIW,45103010,39
AXP,40202010,39
BCO,20201080,39
CASS,45102020,39
CATM,45102020,39
DLX,20201010,39
DST,45102020,39
EEFT,45102020,39
EPAY,45103010,39
EVTC,45102020,39
FIS,45102020,39
FISV,45102020,39
FLT,45102020,39
GDOT,40202010,39
GPN,45102020,39
HAWK,45102020,39
JKHY,45102020,39
JTPY,45102020,39
MA,45102020,39
MGI,45102020,39
NETE,45101010,39
NNI,40202010,39
PAY,45203010,39
PLPM,45102020,39
TSS,45102020,39
USAT,45202030,39
V,45102020,39
VNTV,45102020,39
WEX,45102020,39
WPG,60101070,39
WU,45102020,39
AAON,20102010,40
AOS,20102010,40
EVI,20107010,40
FTEK,20201050,40
POOL,25501010,40
TGEN,20102010,40
ANDE,30101020,41
CLF,15104050,41
CSX,20304010,41
FSTR,20106020,41
FTAI,20107010,41
GFN,20107010,41
GWR,20304010,41
HSC,20106020,41
KSU,20304010,41
MINI,20201070,41
NSC,20304010,41
PANL,20303010,41
RLOG,20303010,41
SLGN,15103010,41
UNP,20304010,41
WAB,20106010,41
WNC,20106010,41
CPB,30202030,42
HSY,30202030,42
JBSS,30202030,42
LNCE,30202030,42
MDLZ,30202030,42
PEP,30201030,42
RMCF,30202030,42
SNAK,30202030,42
ARKR,25301040,43
BBRG,25301040,43
BDL,25301040,43
BH,25301040,43
BJRI,25301040,43
BLMN,25301040,43
BOJA,25301040,43
BWLD,25301040,43
CAKE,25301040,43
CBRL,25301040,43
CHUY,25301040,43
CMG,25301040,43
DAVE,25301040,43
DENN,25301040,43
DIN,25301040,43
DNKN,25301040,43
DRI,25301040,43
EAT,25301040,43
FRGI,25301040,43
GRUB,45101010,43
GTIM,25301040,43
HABT,25301040,43
JACK,25301040,43
KONA,25301040,43
LOCO,25301040,43
LUB,25301040,43
MCD,25301040,43
NDLS,25301040,43
PZZA,25301040,43
RAVE,25301040,43
RICK,25301030,43
RRGB,25301040,43
RT,25301040,43
RUTH,25301040,43
SONC,25301040,43
STKS,25301040,43
TACO,25301040,43
TAST,25301040,43
TXRH,25301040,43
WEN,25301040,43
YUM,25301040,43
ZOES,25301040,43
AME,20104010,44
AMOT,20104010,44
AVX,45203015,44
CECE,20201050,44
CGNX,45203010,44
CTS,45203020,44
CUI,45203010,44
EMR,20104010,44
FLIR,45203010,44
FLS,20106020,44
IEX,20106020,44
ITT,20106020,44
KN,45203015,44
LGL,45203015,44
MLAB,45203010,44
MOCO,45203010,44
MSA,20201060,44
NNBR,20106020,44
NVEC,45301020,44
PDEX,35101010,44
RBC,20104010,44
RELL,45203030,44
ROP,20105010,44
SCX,20106020,44
SEV,45301020,44
SRI,25101010,44
VPG,45203010,44
AMWD,20102010,45
AWI,20102010,45
BECN,20107010,45
BLDR,20102010,45
BXC,20107010,45
CMT,15101010,45
DOOR,20102010,45
GFF,20102010,45
HBP,20107010,45
IBP,25201030,45
LL,25504030,45
LPX,15105010,45
MAS,20102010,45
MHK,25201020,45
NCS,20102010,45
NX,20102010,45
PATK,20102010,45
PGEM,20102010,45
PGTI,20102010,45
SKY,25201030,45
USG,20102010,45
AGNC,40204010,46
AI,40203010,46
ANH,40204010,46
ARR,40204010,46
CMO,40204010,46
DX,40204010,46
MFA,40204010,46
MTGE,40204010,46
ZAIS,40203010,46
ABCD,25302010,47
ABCO,20202020,47
APEI,25302010,47
BPI,25302010,47
CECO,25302010,47
CHGG,25302010,47
CPLA,25302010,47
CRAI,20202020,47
CSOD,45101010,47
DV,25302010,47
FC,20202020,47
FCN,20202020,47
GPX,20202010,47
GUID,45103010,47
GVP,45103010,47
HSTM,35103010,47
HURN,20202020,47
LINC,25302010,47
LOPE,25302010,47
LRN,25302010,47
NAUH,25302010,47
NAVI,40202010,47
NCI,20202020,47
PRXL,35203010,47
RST,45103030,47
SLM,40202010,47
SOFO,45103020,47
STRA,25302010,47
UTI,25302010,47
GHC,25302010,47
CFI,25203030,48
DXYN,25201020,48
JASN,20106020,48
LEA,25101010,48
LEG,25201020,48
OFLX,20106020,48
SCSS,25504060,48
SPAN,35101020,48
TILE,20201060,48
TPX,25201020,48
AIN,20106020,49
B,20106020,49
CBPX,20102010,49
SNHY,20106020,49
SXI,20106020,49
XON,35201010,49
AEIS,45301010,50
AETI,20104010,50
AOSL,45301020,50
BELFB,45201020,50
CPST,20104020,50
DIOD,45301020,50
DPW,20104010,50
ESP,20104010,50
IPWR,20104010,50
IXYS,45301020,50
MPWR,45301020,50
MXWL,45203020,50
POWI,45301020,50
QBAK,45202030,50
STRT,25101010,50
SWKS,45301020,50
VICR,20104010,50
VSH,45203015,50
AEY,45203030,51
AMCX,25401020,51
CMCSA,25401025,51
DIS,25401030,51
DISCA,25401020,51
FOXA,25401030,51
FUN,25301030,51
HAS,25202010,51
HLIT,45201020,51
HMTV,25401020,51
LOV,45101010,51
RLJE,25401030,51
SEAS,25301030,51
SIX,25301030,51
SNI,25401020,51
TWX,25401030,51
VIAB,25401030,51
WWE,25401030,51
APDN,45203010,52
ASCMA,25302020,52
CACI,45102010,52
CAVM,45301020,52
CDW,45203030,52
CUDA,45103020,52
DBD,45202030,52
DSS,45103020,52
EML,20106020,52
FBHS,20102010,52
FEYE,45103020,52
FNJN,45103020,52
FTNT,45103020,52
IDN,45203010,52
IMPV,45103020,52
INVE,45203010,52
KTOS,20101010,52
LRAD,45203010,52
MANT,45102010,52
MOC,20201080,52
NSSC,45203010,52
NTCT,45201020,52
NXTD,45103020,52
OSIS,45203010,52
PANW,45201020,52
PFPT,45103020,52
QLYS,45103020,52
SPLK,45103010,52
SYMC,45103020,52
UUU,45203010,52
VDSI,45103020,52
VII,45203010,52
VRNT,45103010,52
WYY,45102010,52
ZIXI,45103010,52
AAT,60101010,53
AHH,60101010,53
BFS,60101070,53
CBL,60101070,53
CXW,60101080,53
PEI,60101070,53
RPT,60101070,53
SKT,60101070,53
SPG,60101070,53
UE,60101070,53
CALX,45201020,54
CAMP,45201020,54
CCOI,50101010,54
CLRO,45201020,54
CMTL,45201020,54
DSPG,45301020,54
GOGO,45101010,54
GSAT,50101010,54
GTT,45101010,54
IRDM,50101010,54
KVHI,45201020,54
LORL,25401025,54
MRVC,45201020,54
ORBC,50101010,54
PDVW,50101010,54
RNET,10101020,54
RNG,45103010,54
SATS,45201020,54
SCSC,45203030,54
SIRI,25401025,54
SNCR,45103010,54
SONS,45201020,54
SPOK,50102010,54
TCCO,45201020,54
TMUS,50102010,54
VCRA,35103010,54
VG,50101010,54
VHC,45103010,54
VSAT,45201020,54
AWX,20201050,55
CLH,20201050,55
CVA,20201050,55
CWST,20201050,55
ECOL,20201050,55
EEI,20201050,55
HCCI,20201050,55
HII,20101010,55
LTBR,20202020,55
MNGA,20201050,55
PESI,20201050,55
QRHC,20201050,55
RSG,20201050,55
SMED,35102015,55
SRCL,20201050,55
WM,20201050,55
AAP,25504050,56
AZO,25504050,56
BLBD,20106010,56
FORD,25203010,56
GPC,25501010,56
GT,25101020,56
HURC,20106020,56
LDL,20106020,56
LFUS,45203015,56
MPAA,25101010,56
MTOR,20106010,56
NAV,20106010,56
ORLY,25504050,56
PCAR,20106010,56
PFIN,25201040,56
PRTS,25502020,56
RGR,25202010,56
ROLL,20106020,56
SMP,25101010,56
SSYS,45202030,56
THRM,25101010,56
TKR,20106020,56
WAIR,20101010,56
DORM,25101010,56
BOBE,25301040,57
CAG,30202030,57
FLO,30202030,57
GIS,30202030,57
HRL,30202030,57
LANC,30202030,57
LCUT,25201050,57
MKC,30202030,57
NATH,25301040,57
PF,30202030,57
POST,30202030,57
PPC,30202030,57
SFS,30101030,57
SJM,30202030,57
SYY,30101020,57
THS,30202030,57
WTW,25302020,57
AAN,25504060,58
BSET,25201020,58
CONN,25504020,58
ETH,25201020,58
FLXS,25201020,58
HNI,20201060,58
HOFT,25201020,58
HVT,25504060,58
KBAL,20201060,58
KBAL,20201060,58
KEQU,35101010,58
KNL,20201060,58
LZB,25201020,58
MLHR,20201060,58
NVFY,25201020,58
PIR,25504060,58
RH,25504060,58
SCS,20201060,58
STLY,25201020,58
TUES,25503020,58
VIRC,20201060,58
W,25502020,58
AAPL,45202030,59
AMBA,45301020,59
APPS,45103010,59
BCOV,45101010,59
BLIN,45101010,59
BOX,45101010,59
BV,45101010,59
CCO,25401010,59
CCUR,45202030,59
CIDM,25401030,59
DGLY,45203010,59
DLB,45203015,59
DMRC,45103010,59
EBAY,45101010,59
ENT,25401030,59
FB,45101010,59
FUEL,45101010,59
GAIA,25502020,59
GPRO,25201010,59
IMMR,45202030,59
INUV,45101010,59
IPAS,45101010,59
LAMR,60101080,59
LLNW,45101010,59
LYV,25401030,59
MCHX,45101010,59
MITK,45103010,59
MOBL,45103010,59
MRIN,45101010,59
MXPT,45101010,59
NCMI,25401010,59
P,45101010,59
QUMU,45101010,59
RATE,45101010,59
RESN,45201020,59
RMGN,45203010,59
RUBI,45103020,59
SALE,45101010,59
SEAC,45103010,59
SSTK,45101010,59
SYNC,45101010,59
TIVO,45103020,59
TNAV,45103010,59
TRMR,45101010,59
TWTR,45101010,59
TYPE,45103010,59
YHOO,45101010,59
YUME,45101010,59
AERI,35202010,60
AGEN,35201010,60
