symbol,gics8,text_157
EGP,60101020,28
EPR,60101080,28
EQC,60101040,28
ESBA,60101010,28
ESRT,60101010,28
EXR,60101080,28
FPI,60101080,28
FR,60101020,28
FRT,60101070,28
FSP,60101040,28
GGP,60101070,28
GLPI,60101080,28
GOOD,60101010,28
GOV,60101040,28
GPT,60101010,28
GTY,60101070,28
HIW,60101040,28
HPP,60101040,28
HR,60101050,28
HTA,60101050,28
IRET,60101010,28
IRT,60101060,28
KRC,60101040,28
LAND,60101080,28
LPT,60101010,28
LXP,60101010,28
MNR,60101020,28
NNN,60101070,28
NSA,60101080,28
NXRT,60101060,28
NYRT,60101040,28
OFC,60101040,28
OLP,60101010,28
ORM,40204010,28
PDM,60101040,28
PEI,60101070,28
PGRE,60101040,28
PKY,60101040,28
PLD,60101020,28
RESI,40204010,28
REXR,60101020,28
SLG,60101040,28
SPG,60101070,28
STAG,60101020,28
STAR,60101010,28
STOR,60101010,28
TRNO,60101020,28
VNO,60101040,28
WPC,60101010,28
WRE,60101010,28
WSR,60101070,28
ANET,45201020,29
ATEN,45103020,29
BRCD,45201020,29
CARB,45101010,29
CAVM,45301020,29
CIEN,45201020,29
CTXS,45103010,29
EGHT,45103010,29
EXTR,45201020,29
FALC,45103020,29
FFIV,45201020,29
GIMO,45103020,29
HIVE,45201020,29
INFN,45201020,29
JNPR,45201020,29
MSI,45201020,29
NEWR,45101010,29
NSIT,45203030,29
NTCT,45201020,29
ORCL,45103020,29
RSYS,45203020,29
SMCI,45202030,29
SNCR,45103010,29
SSNI,45103010,29
VCRA,35103010,29
VHC,45103010,29
VMW,45103020,29
WSTG,45203030,29
AMWD,20102010,30
AWI,20102010,30
BCC,15105010,30
BECN,20107010,30
BLDR,20102010,30
BXC,20107010,30
CBPX,20102010,30
CCF,15101050,30
DOOR,20102010,30
HBP,20107010,30
HNH,15104050,30
IBP,25201030,30
KAI,20106020,30
KOP,15101010,30
LL,25504030,30
LOW,25504030,30
LPX,15105010,30
MHK,25201020,30
OC,20102010,30
PATK,20102010,30
PCH,60101080,30
PGEM,20102010,30
RTK,15105010,30
SSD,20102010,30
UFPI,20102010,30
USG,20102010,30
WY,60101080,30
ACET,35102010,31
ADM,30202010,31
AMTX,10102030,31
BCPC,15101050,31
BG,30202010,31
CDXS,15101050,31
DAR,30202010,31
FMC,15101030,31
GPRE,10102030,31
IFF,15101050,31
INGR,30202010,31
IPI,15101030,31
MGPI,30201020,31
MON,15101030,31
MOS,15101030,31
OME,30202030,31
PEIX,10102030,31
REX,10102030,31
RIBT,30202030,31
RKDA,30202010,31
SANW,30202010,31
SEB,30202030,31
SNMX,15101050,31
SXT,15101050,31
ABC,35102010,32
ADMP,35202010,32
AHPI,35101010,32
AKRX,35202010,32
ALQA,35101020,32
AMPH,35202010,32
AMRI,35203010,32
ANIP,35202010,32
ATRS,35101020,32
AXGN,35101010,32
BEAT,35102015,32
BVX,35101010,32
CAH,35102010,32
CBM,35203010,32
CNMD,35101010,32
COO,35101020,32
CTLT,35202010,32
DPLO,35102015,32
DXCM,35101010,32
ESRX,35102015,32
HRC,35101010,32
HSIC,35102010,32
HYH,35101020,32
INGN,35101010,32
ISRG,35101010,32
JNP,35202010,32
JYNT,35102020,32
LCI,35202010,32
LH,35102015,32
MASI,35101010,32
MCK,35102010,32
MGCD,35101010,32
MGLN,35102030,32
NRCIA,35102015,32
OMCL,35103010,32
OMI,35102010,32
OPK,35201010,32
PCRX,35202010,32
PFE,35202010,32
PODD,35101010,32
RMTI,35101010,32
RVP,35101020,32
SLP,35103010,32
SPAN,35101020,32
SSY,35102020,32
TFX,35101010,32
TNDM,35101010,32
TRXC,35101010,32
TXMD,35202010,32
UTMD,35101020,32
WST,35101020,32
IMH,40102010,33
MTG,40102010,33
NMIH,40102010,33
NSM,40102010,33
OCN,40102010,33
PFSI,40102010,33
PHH,40102010,33
RDN,40102010,33
SGM,40102010,33
WAC,40102010,33
ADI,45301020,34
BDR,45201020,34
CEVA,45301020,34
CRUS,45301020,34
CY,45301020,34
IDTI,45301020,34
IPHI,45301020,34
LGL,45203015,34
LSCC,45301020,34
MCHP,45301020,34
MOSY,45301020,34
MRCY,20101010,34
MSCC,45301020,34
MTSI,45301020,34
MXIM,45301020,34
MXL,45301020,34
NLST,45203020,34
ON,45301020,34
QRVO,45301020,34
RESN,45201020,34
SLAB,45301020,34
SMTC,45301020,34
SWKS,45301020,34
TXN,45301020,34
VC,25101010,34
AHC,25401040,35
ARC,20201060,35
CVO,20201010,35
EBF,20201010,35
EDUC,25501010,35
EFII,45202030,35
GCI,25401040,35
HMHC,25302010,35
HPQ,45202030,35
INWK,20201010,35
LABL,20201010,35
LEE,25401040,35
MNI,25401040,35
NEWM,25401040,35
NYT,25401040,35
QUAD,20201010,35
RRD,20201010,35
SCHL,25401040,35
SFLY,25502020,35
SPLS,25504040,35
TACT,45202030,35
VRTV,20107010,35
XONE,20106020,35
AE,10102030,36
BRS,10101020,36
BSM,10102020,36
CIE,10102020,36
CRK,10102020,36
EGY,10102020,36
EPM,10102020,36
ERN,10102020,36
EXXI,10102020,36
FPP,10102020,36
GBR,10102020,36
HUSA,10102020,36
JONE,10102020,36
MCF,10102020,36
MXC,10102020,36
PQ,10102020,36
PXD,10102020,36
REI,10102020,36
SN,10102020,36
TAT,10102020,36
TRCH,10102020,36
USEG,10102020,36
USLM,15102010,36
WTI,10102020,36
XCO,10102020,36
YUMA,10102020,36
ZN,10102020,36
MPO,10102020,36
AVHI,25201030,37
BZH,25201030,37
CCS,25201030,37
CHCI,25201030,37
CVCO,25201030,37
DHI,25201030,37
GRBK,25201030,37
HOV,25201030,37
KBH,25201030,37
LEN,25201030,37
LGIH,25201030,37
MDC,25201030,37
MHO,25201030,37
MTH,25201030,37
NVR,25201030,37
NWHM,25201030,37
PHM,25201030,37
TMHC,25201030,37
TOL,25201030,37
TPH,25201030,37
UCP,25201030,37
WLH,25201030,37
ATW,10101010,38
BHI,10101020,38
DNOW,20107010,38
DO,10101010,38
DRQ,10101020,38
FET,10101020,38
HAL,10101020,38
HP,10101010,38
NOV,10101020,38
NR,10101020,38
OIS,10101020,38
PES,10101010,38
PKD,10101010,38
RDC,10101010,38
RES,10101020,38
SDPI,10101020,38
SLB,10101020,38
SPN,10101020,38
TESO,10101020,38
TTI,10101020,38
AVD,15101030,39
CRS,15104050,39
FF,15101050,39
GEVO,10102030,39
HSC,20106020,39
IEP,20105010,39
KMG,15101050,39
SYNL,15104050,39
TREC,15101010,39
KWR,15101050,39
AGNC,40204010,40
AI,40203010,40
ANH,40204010,40
ARR,40204010,40
CHMI,40204010,40
CIM,40204010,40
CMO,40204010,40
DX,40204010,40
EARN,40204010,40
EFC,40203010,40
IVR,40204010,40
LOAN,40204010,40
MFA,40204010,40
MITT,40204010,40
MTGE,40204010,40
NLY,40204010,40
NRZ,40204010,40
NYMT,40204010,40
OAKS,40204010,40
PMT,40204010,40
RWT,40204010,40
TWO,40204010,40
WMC,40204010,40
ZAIS,40203010,40
ABCB,40101015,41
AF,40102010,41
AGM,40102010,41
ATLO,40101015,41
BCBP,40101015,41
BKMU,40102010,41
BLMT,40102010,41
BNCL,40102010,41
CBAN,40101015,41
CFBK,40102010,41
CFFN,40102010,41
CHFN,40102010,41
CSBK,40102010,41
CVLY,40101015,41
DCOM,40102010,41
EBSB,40102010,41
ESSA,40102010,41
FFNW,40101015,41
FRBA,40101015,41
FRBK,40101015,41
HBCP,40102010,41
HMNF,40102010,41
HTLF,40101015,41
ISBC,40101015,41
KRNY,40102010,41
LTXB,40101015,41
MLVF,40102010,41
MSBF,40102010,41
NFBK,40102010,41
NRIM,40101015,41
NYCB,40102010,41
OCFC,40102010,41
ORIT,40102010,41
PBHC,40102010,41
PBIP,40102010,41
PFS,40102010,41
PWOD,40101015,41
RBCAA,40101015,41
SBCP,40101015,41
TBNK,40102010,41
TFSL,40102010,41
TSBK,40102010,41
UCFC,40102010,41
ACRX,35202010,42
AGRX,35202010,42
BDSI,35202010,42
CARA,35201010,42
COLL,35202010,42
DEPO,35202010,42
DRRX,35202010,42
EGLT,35202010,42
IGC,35202010,42
INSY,35201010,42
KMPH,35202010,42
MDVX,35101010,42
NURO,35101010,42
NVRO,35101010,42
PMD,35102015,42
PTIE,35202010,42
PTX,35202010,42
REPH,35201010,42
STDY,35202010,42
HRTX,35201010,42
HIG,40301030,43
ADXS,35201010,44
AMGN,35201010,44
AST,35201010,44
ATHX,35201010,44
ATRA,35201010,44
BCLI,35201010,44
BIOC,35201010,44
BLCM,35201010,44
BLFS,35101020,44
BLUE,35201010,44
BTX,35201010,44
CBLI,35201010,44
CBMG,35201010,44
CELG,35201010,44
CLDX,35201010,44
CLRB,35201010,44
CLSN,35201010,44
CUR,35201010,44
CYTX,35201010,44
ECYT,35202010,44
FATE,35201010,44
FBIO,35201010,44
GNCA,35201010,44
GTXI,35201010,44
HALO,35201010,44
HSGX,35201010,44
HTBX,35201010,44
IMGN,35201010,44
IMMU,35201010,44
IMUC,35201010,44
INO,35201010,44
JUNO,35201010,44
KITE,35201010,44
KOOL,35101010,44
LBIO,35201010,44
MGNX,35201010,44
OGXI,35201010,44
OMED,35201010,44
OPXA,35201010,44
PETX,35202010,44
PLUG,20104010,44
PPHM,35201010,44
SGMO,35201010,44
SRNE,35201010,44
TGTX,35201010,44
VSTM,35201010,44
ZIOP,35201010,44
IMDZ,35201010,44
ABCD,25302010,45
CTG,45102010,45
ELLI,45103010,45
GSB,45103020,45
SPRT,45101010,45
STRM,35103010,45
CHRW,20301010,46
CSX,20304010,46
GWR,20304010,46
HUBG,20301010,46
JBHT,20304020,46
NSC,20304010,46
RAIL,20106010,46
RLGT,20301010,46
UNP,20304010,46
WNC,20106010,46
AAPL,45202030,47
AMBA,45301020,47
APPS,45103010,47
ATVI,45103030,47
AVID,45202030,47
BCOV,45101010,47
BKS,25504040,47
BLIN,45101010,47
BOX,45101010,47
BV,45101010,47
CCUR,45202030,47
CIDM,25401030,47
DGLY,45203010,47
DMRC,45103010,47
EA,45103030,47
ENT,25401030,47
EQIX,60101080,47
FB,45101010,47
GAIA,25502020,47
GLUU,45103010,47
GME,25504020,47
GPRO,25201010,47
HUBS,45103010,47
IMMR,45202030,47
INUV,45101010,47
LLNW,45101010,47
NFLX,25502020,47
PXLW,45301020,47
QUMU,45101010,47
RATE,45101010,47
RMGN,45203010,47
RNWK,45101010,47
SEAC,45103010,47
SOFO,45103020,47
SSTK,45101010,47
SYNC,45101010,47
TIVO,45103020,47
TRMR,45101010,47
TST,40203040,47
TTGT,45101010,47
TTWO,45103030,47
TWOU,45101010,47
TWTR,45101010,47
TYPE,45103010,47
VII,45203010,47
VUZI,25201010,47
YHOO,45101010,47
YUME,45101010,47
ZNGA,45103030,47
ACIW,45103010,48
EEFT,45102020,48
EPAY,45103010,48
EVTC,45102020,48
FISV,45102020,48
FLT,45102020,48
GPN,45102020,48
MA,45102020,48
NCR,45202030,48
NETE,45101010,48
NNI,40202010,48
PAY,45203010,48
PLPM,45102020,48
TSS,45102020,48
USAT,45202030,48
V,45102020,48
VNTV,45102020,48
WEX,45102020,48
WPG,60101070,48
AMC,25401030,49
AMCX,25401020,49
CBS,25401020,49
CMCSA,25401025,49
DAIO,45203020,49
DIS,25401030,49
DISCA,25401020,49
DLB,45203015,49
DVD,25301030,49
EVLV,25502020,49
FOXA,25401030,49
GTN,25401020,49
HAS,25202010,49
HMTV,25401020,49
HSNI,25502020,49
ISCA,25301030,49
MSG,25401030,49
NTN,25401030,49
NWSA,25401040,49
PNK,25301010,49
RGC,25401030,49
RLJE,25401030,49
SBGI,25401020,49
SIRI,25401025,49
SNI,25401020,49
TRCO,25401020,49
TWX,25401030,49
VIAB,25401030,49
WWE,25401030,49
AYI,20104010,50
CREE,45301020,50
EFOI,20104010,50
ELON,45203020,50
ENR,30301010,50
LYTS,20104010,50
OESX,20104010,50
OLED,45203015,50
RMBS,45301020,50
RVLT,20104010,50
TREX,20102010,50
AMT,60101080,51
ARCW,20106020,51
AVNW,45201020,51
CAMP,45201020,51
CCI,60101080,51
CMTL,45201020,51
COMM,45201020,51
DGII,45201020,51
DRAM,45202030,51
DSPG,45301020,51
HEAR,25201010,51
IDCC,45201020,51
IDSY,45203010,51
IFON,45201020,51
INTC,45301020,51
JCS,45201020,51
KOSS,25201010,51
KVHI,45201020,51
LMRK,60102020,51
MITK,45103010,51
NTGR,45201020,51
ORBC,50101010,51
PCTI,45201020,51
PDVW,50101010,51
PLT,45201020,51
PRKR,45201020,51
QCOM,45301020,51
RWC,45201020,51
SBAC,60101080,51
SCON,45203015,51
SIGM,45301020,51
SMSI,45103010,51
STRP,50101010,51
SYNA,45301020,51
TESS,45201020,51
TMUS,50102010,51
TNAV,45103010,51
UBNT,45201020,51
VOXX,25101010,51
VSAT,45201020,51
WIFI,50102010,51
WSTL,45201020,51
WTT,45203010,51
XGTI,45201020,51
XPLR,45202030,51
ZAGG,25201010,51
AJX,40204010,52
ALB,15101050,52
ASPN,10101020,52
AVY,15103020,52
BDC,45203015,52
BRC,20201010,52
BRKS,45301010,52
CECE,20201050,52
CLIR,45203010,52
CR,20106020,52
CSL,20105010,52
CTRL,45203010,52
DD,15101020,52
DJCO,25401040,52
DOW,15101020,52
EMR,20104010,52
ESL,20101010,52
FSS,20106010,52
GE,20105010,52
GENC,20106020,52
GNTX,25101010,52
GRA,15101050,52
GWW,20107010,52
HON,20105010,52
HXL,20101010,52
IMI,45301020,52
ITT,20106020,52
KLXI,20101010,52
LDL,20106020,52
MICT,20101010,52
MMM,20105010,52
MSA,20201060,52
MTX,15101050,52
NTIC,15101050,52
PAH,15101050,52
POL,15101050,52
RELL,45203030,52
ROG,45203015,52
ROK,20104010,52
SNA,20106020,52
THRM,25101010,52
TRMB,45203020,52
UFPT,15103020,52
UTX,20101010,52
ABDC,40203010,53
AINV,40203010,53
ARCC,40203010,53
BKCC,40203010,53
CG,40203010,53
CMFN,40203010,53
CODI,40201030,53
CPTA,40203010,53
CSWC,40203010,53
FDUS,40203010,53
FSC,40203010,53
GAIN,40203010,53
GLAD,40203010,53
GSBD,40203010,53
GSVC,40203010,53
HRZN,40203010,53
HTGC,40203010,53
KCAP,40203010,53
MAIN,40203010,53
MRCC,40203010,53
MVC,40203010,53
NMFC,40203010,53
OFS,40203010,53
OHAI,40203010,53
PFLT,40203010,53
PNNT,40203010,53
PSEC,40203010,53
RAND,40203010,53
SAR,40203010,53
SCM,40203010,53
SLRC,40203010,53
SUNS,40203010,53
SVVC,40203010,53
TCAP,40203010,53
TCPC,40203010,53
TCRD,40203010,53
TICC,40203010,53
TPVG,40203010,53
TSLX,40203010,53
WHF,40203010,53
BBBY,25504060,54
BIG,25503020,54
CENTA,30301010,54
CSS,25201050,54
DG,25503020,54
