symbol,gics8,hier.text_011
CCMP,45301010,4
CCNE,40101015,3
CCO,25401010,1
CCOI,50101010,7
CCRN,35102015,7
CCS,25201030,1
CCUR,45202030,1
CDE,15104045,4
CDI,20202010,7
CDK,45103010,1
CDNS,45103010,4
CDR,60101070,2
CDTI,25101010,4
CDTX,35201010,9
CDW,45203030,7
CDXS,15101050,1
CDZI,55104010,4
CE,15101050,1
CECE,20201050,4
CECO,25302010,1
CELG,35201010,9
CELP,20201050,4
CEMI,35101020,1
CEMP,35202010,9
CENTA,30301010,1
CENX,15104010,4
CEQP,10102040,0
CERN,35103010,1
CERS,35101020,1
CERU,35201010,9
CEVA,45301020,4
CF,15101030,1
CFBK,40102010,3
CFFI,40101015,3
CFFN,40102010,3
CFG,40101015,3
CFI,25203030,1
CFNB,40101015,3
CFR,40101015,6
CFRX,35201010,9
CFX,20106020,4
CG,40203010,8
CGI,20304020,4
CGNT,35101010,1
CGNX,45203010,1
CHCI,25201030,2
CHCO,40101015,3
CHD,30301010,1
CHDN,25301010,1
CHE,35102015,1
CHEF,30101020,1
CHFC,40101015,3
CHFN,40102010,3
CHGG,25302010,1
CHH,25301020,2
CHK,10102020,0
CHKE,25203010,1
CHKR,10102020,0
CHMG,40101015,3
CHMI,40204010,10
CHRS,35201010,9
CHRW,20301010,4
CHS,25504010,1
CHSP,60101030,2
CHTR,25401025,7
CHUY,25301040,1
CI,35102030,5
CIA,40301020,5
CIDM,25401030,1
CIE,10102020,0
CIEN,45201020,7
CIM,40204010,10
CINF,40301040,5
CIR,20106020,4
CIT,40101015,3
CIVB,40101015,3
CIVI,35102015,1
CIX,20201060,4
CKH,10101020,4
CL,30301010,1
CLCT,25302020,1
CLD,10102050,4
CLDT,60101030,2
CLDX,35201010,9
CLF,15104050,1
CLFD,45201020,4
CLGX,45102020,7
CLH,20201050,4
CLI,60101040,2
CLIR,45203010,4
CLMT,10102030,1
CLNE,10102030,0
CLR,10102020,0
CLRB,35201010,9
CLRO,45201020,4
CLSN,35201010,9
CLUB,25301030,1
CLVS,35201010,9
CLW,15105020,1
CLX,30301010,1
CMA,40101010,3
CMC,15104050,4
CMCO,20106020,4
CMCSA,25401025,1
CMCT,40204010,2
CME,40203040,6
CMFN,40203010,8
CMG,25301040,1
CMI,20106010,4
CMLS,25401020,1
CMO,40204010,10
CMP,15104020,1
CMRX,35201010,9
CMS,55103010,0
CMT,15101010,1
CMTL,45201020,7
CNA,40301040,5
CNAT,35201010,9
CNBKA,40101015,3
CNC,35102030,1
CNCE,35201010,9
CNK,25401030,1
CNMD,35101010,1
CNNX,10102040,4
CNO,40301020,5
CNOB,40101015,3
CNP,55103010,0
CNS,40203010,6
CNSL,50101020,7
CNTY,25301010,1
CNX,10102050,0
CNXR,35103010,1
COBZ,40101015,3
CODI,40201030,8
COF,40202010,3
COG,10102020,0
COH,25203010,1
COHR,45203010,4
COHU,45301010,4
COKE,30201030,1
COL,20101010,7
COLB,40101015,3
COLL,35202010,9
COLM,25203010,1
COMM,45201020,4
CONE,60101080,7
CONN,25504020,1
COO,35101020,1
COOL,45103030,1
COP,10102020,0
COR,60101080,7
CORE,25501010,1
CORI,35202010,9
CORR,60101080,2
CORT,35202010,9
COST,30101040,1
COT,30201030,1
COTY,30302010,1
COUP,45101010,7
COVS,45103020,7
COWN,40203020,6
CPB,30202030,1
CPE,10102020,0
CPF,40101015,3
CPHC,25301010,1
CPK,55102010,0
CPLA,25302010,1
CPN,55105010,4
CPRT,20201070,4
CPRX,35201010,9
CPS,25101010,4
CPSI,35103010,1
CPSS,40202010,1
CPST,20104020,4
CPT,60101060,2
CPTA,40203010,8
CQH,10102040,4
CQP,10102040,4
CR,20106020,4
CRAI,20202020,7
CRAY,45202030,7
CRBP,35201010,9
CRC,10102020,0
CRCM,45101010,1
CRDS,45202030,1
CREE,45301020,4
CRI,25203010,1
CRIS,35201010,9
CRK,10102020,0
CRL,35203010,1
CRM,45103010,7
CRMD,35201010,9
CRMT,25504050,4
CROX,25203020,1
CRR,10101020,4
CRS,15104050,4
CRT,10102020,0
CRTN,45102010,7
CRUS,45301020,4
CRVL,35102015,7
CRWS,25203030,1
CRY,35101010,1
CRZO,10102020,0
CSBK,40102010,3
CSCO,45201020,7
CSFL,40101015,3
CSGP,45101010,2
CSGS,45102020,7
CSII,35101010,1
CSL,20105010,1
CSLT,35103010,1
CSOD,45101010,7
CSPI,45102010,7
CSS,25201050,1
CST,25504050,1
CSU,35102020,1
CSV,25302020,1
CSWC,40203010,8
CSX,20304010,4
CTAS,20201070,4
CTB,25101020,4
CTBI,40101015,3
CTG,45102010,7
CTHR,25203010,1
CTIC,35201010,9
CTL,50101020,7
CTLT,35202010,1
CTO,60102010,2
CTRE,60101050,1
CTRL,45203010,4
CTRN,25504010,1
CTRV,35202010,9
CTS,45203020,4
CTSH,45102010,7
CTSO,35101010,1
CTT,60101080,2
CTWS,55104010,4
CTXS,45103010,7
CUB,20101010,7
CUBE,60101080,2
CUBI,40101015,3
CUDA,45103020,7
CUI,45203010,4
CUNB,40101015,3
CUO,20102010,4
CUR,35201010,9
CUTR,35101010,4
CUZ,60101040,2
CVA,20201050,4
CVBF,40101015,3
CVCO,25201030,1
CVCY,40101015,3
CVEO,20201070,4
CVG,45102020,7
CVGI,20106010,4
CVGW,30202030,1
CVI,10102030,1
CVLT,45103020,7
CVLY,40101015,3
CVO,20201010,4
CVRR,10102030,0
CVS,30101010,1
CVTI,20304020,4
CVU,20101010,4
CVV,45301010,4
CVX,10102010,0
CW,20101010,4
CWAY,40102010,3
CWST,20201050,4
CWT,55104010,4
CXO,10102020,0
CXP,60101040,2
CXW,60101080,4
CY,45301020,4
CYBE,45301010,4
CYCC,35201010,9
CYH,35102020,1
CYTK,35201010,9
CYTR,35201010,9
CYTX,35201010,9
CZNC,40101015,3
CZR,25301010,1
D,55103010,0
DAIO,45203020,7
DAKT,45203010,4
DAL,20302010,1
DAN,25101010,4
DAR,30202010,1
DATA,45103020,7
DAVE,25301040,1
DBD,45202030,7
DCI,20106020,4
DCO,20101010,4
DCOM,40102010,3
DCT,60101020,2
DD,15101020,1
DDD,45202030,4
DDE,25301010,1
DDR,60101070,2
DDS,25503010,1
DE,20106015,4
DEA,60101040,2
DECK,25203020,1
DEI,60101040,2
DEL,15105010,2
DENN,25301040,1
DEPO,35202010,9
DERM,35202010,9
DEST,25504010,1
DF,30202030,1
DFS,40202010,1
DFT,60101080,7
DG,25503020,1
DGAS,55102010,0
DGI,20101010,1
DGICA,40301040,5
DGII,45201020,4
DGLY,45203010,1
DGX,35102015,1
DHI,25201030,1
DHIL,40203010,6
DHR,35101010,1
DHX,45101010,7
DIN,25301040,1
DIOD,45301020,4
DIS,25401030,1
DISCA,25401020,1
DISH,25401025,7
DJCO,25401040,7
DK,10102030,0
DKL,10102040,0
DKS,25504040,1
DLA,25203010,1
DLB,45203015,1
DLHC,20202010,1
DLR,60101080,2
DLTR,25503020,1
DLX,20201010,4
DM,10102040,0
DMLP,10102020,0
DMRC,45103010,7
DNB,20202020,7
DNKN,25301040,1
DNOW,20107010,7
DNR,10102020,0
DO,10101010,4
DOC,60101050,2
DOOR,20102010,1
DOV,20106020,4
DOW,15101020,1
DPLO,35102015,1
DPS,30201030,1
DPW,20104010,4
DPZ,25301040,1
DRAD,35102015,1
DRAM,45202030,4
DRE,60101020,2
DRH,60101030,2
DRI,25301040,1
DRNA,35201010,9
DRQ,10101020,4
DRRX,35202010,9
DSPG,45301020,4
DSS,45103020,4
DST,45102020,7
DSW,25504010,1
DTE,55103010,0
DUK,55101010,0
DV,25302010,1
DVA,35102015,1
DVAX,35201010,9
DVCR,35102020,1
DVD,25301030,1
DVN,10102020,0
DWCH,45103010,7
DWSN,10101020,4
DX,40204010,10
DXCM,35101010,1
DXLG,25504010,1
DXPE,20107010,7
DXYN,25201020,1
DY,20103010,4
DYNT,35101010,1
DYSL,45203010,4
EA,45103030,1
EARN,40204010,10
EAT,25301040,1
EBAY,45101010,1
EBF,20201010,4
EBIO,35201010,9
EBIX,45103010,5
EBMT,40101015,3
EBS,35201010,9
EBSB,40102010,3
EBTC,40101015,3
ECHO,20301010,4
ECL,15101050,1
ECOL,20201050,4
ECOM,45101010,7
ECPG,40202010,1
ECR,10102020,0
ECT,10102020,0
ECYT,35202010,9
ED,55103010,0
EDGW,45102010,7
EDR,60101060,2
EDUC,25501010,1
EE,55101010,4
EEFT,45102020,7
EEI,20201050,4
EEP,10102040,0
EEQ,10102040,0
EFC,40203010,10
EFII,45202030,4
EFOI,20104010,4
EFSC,40101015,3
EFX,20202020,7
EGAN,45101010,1
EGAS,55102010,0
EGBN,40101015,3
EGHT,45103010,7
EGL,20101010,7
EGLT,35202010,9
EGN,10102020,0
EGOV,45101010,7
EGP,60101020,2
EGRX,35201010,9
EGY,10102020,0
EHTH,40301010,1
EIG,40301040,5
EIGI,45101010,1
EIX,55101010,0
EL,30302010,1
ELGX,35101020,1
ELLI,45103010,1
ELMD,35101010,1
ELON,45203020,4
ELS,60101060,2
ELY,25202010,1
EMAN,45203020,4
EMCI,40301040,5
EME,20103010,4
EMES,10102030,4
EMKR,45201020,4
EML,20106020,7
EMMS,25401020,1
EMN,15101020,1
EMR,20104010,4
ENBL,10102040,0
ENG,10101020,4
ENLC,10102040,0
ENLK,10102030,0
ENOC,45103010,7
ENPH,20104010,4
ENR,30301010,4
ENRJ,10102020,0
ENS,20104010,4
ENSG,35102020,1
ENSV,10101020,4
ENT,25401030,4
ENTA,35201010,9
ENTG,45301010,4
ENTL,35101010,1
ENV,45101010,6
ENZ,35203010,1
EOG,10102020,0
EPAM,45102010,7
EPAY,45103010,7
EPD,10102040,0
EPE,10102020,0
EPM,10102020,0
EPR,60101080,1
EPZM,35201010,9
EQC,60101040,2
EQGP,10102040,4
EQIX,60101080,7
EQM,10102040,4
EQR,60101060,2
EQT,10102020,4
ERA,10101020,4
ERI,25301010,1
ERIE,40301040,5
ERII,20106020,4
ERN,10102020,0
ES,55101010,0
ESBA,60101010,2
ESCA,25202010,1
ESE,20106020,4
ESIO,45203010,4
ESL,20101010,4
ESP,20104010,4
ESPR,35201010,9
ESRT,60101010,2
ESRX,35102015,1
ESS,60101060,2
ESSA,40102010,3
ESTE,10102020,0
ESXB,40101015,3
ETE,10102040,0
ETFC,40203020,6
ETH,25201020,1
ETM,25401020,1
ETR,55101010,4
ETRM,35101010,1
ETSY,25502020,1
EV,40203010,6
EVA,10102050,1
EVBS,40101015,3
EVC,25401020,1
EVEP,10102020,0
EVER,40102010,3
EVHC,35102015,1
EVI,20107010,4
EVLV,25502020,1
EVOK,35202010,9
EVOL,45103010,7
EVR,40203020,6
EVTC,45102020,7
EW,35101010,1
EWBC,40101015,3
EXA,45103010,4
EXAC,35101010,1
EXAS,35201010,1
EXC,55101010,0
EXEL,35201010,9
EXLS,45102020,7
EXP,15102010,1
EXPD,20301010,4
EXPE,25502020,1
EXPO,20202020,4
EXPR,25504010,1
EXR,60101080,2
EXTR,45201020,7
EXXI,10102020,0
EYES,35101010,1
EZPW,40202010,1
F,25102010,4
FAC,40301040,5
FAF,40301040,5
FALC,45103020,7
FANG,10102020,0
FARM,30202030,1
FARO,45203010,4
FAST,20107010,4
FATE,35201010,9
FB,45101010,1
FBC,40102010,3
FBHS,20102010,7
FBIO,35201010,9
FBIZ,40101015,3
FBMS,40101015,3
FBNC,40101015,3
FBNK,40101015,3
FBP,40101015,3
FBRC,40203020,6
FC,20202020,7
FCBC,40101015,3
FCCO,40101015,3
FCCY,40101015,3
FCEL,20104010,4
FCF,40101015,3
FCFS,40202010,1
FCH,60101030,2
FCN,20202020,7
FCNCA,40101015,3
FCSC,35201010,9
FCX,15104025,4
FDEF,40102010,3
FDP,30202010,1
FDS,40203040,7
FDUS,40203010,8
FDX,20301010,4
FE,55101010,0
FEIM,45203010,4
FELE,20106020,4
FELP,10102050,4
FENX,25501010,4
FET,10101020,4
FEYE,45103020,7
FF,15101050,1
FFBC,40101015,3
FFG,40301020,5
FFIC,40101015,3
FFIN,40101015,3
FFIV,45201020,7
FFKT,40101015,3
FFNW,40101015,3
FGEN,35201010,9
FGL,40301020,1
FGP,55102010,4
FHCO,30302010,9
FHN,40101015,3
FIBK,40101015,3
FICO,45103010,7
FIG,40203010,6
FII,40203010,6
FINL,25504010,1
FIS,45102020,7
FISI,40101015,3
FISV,45102020,7
FITB,40101015,3
FIVE,25504040,1
FIVN,45101010,7
FIX,20103010,4
FIZZ,30201030,1
FL,25504010,1
FLIC,40101015,3
FLIR,45203010,1
FLKS,35202010,9
FLL,25301010,1
FLO,30202030,1
FLR,20103010,4
FLS,20106020,4
FLT,45102020,4
FLWS,25502020,1
FLXN,35201010,9
FLXS,25201020,1
FMBI,40101015,3
FMC,15101030,1
FMI,35201010,1
FMNB,40101015,3
FMSA,10101020,4
FNB,40101015,3
FNF,40301040,5
FNFV,40201030,5
FNGN,40203010,6
FNHC,40301040,5
FNJN,45103020,7
FNLC,40101015,3
FNSR,45201020,4
FNWB,40101015,3
FOE,15101050,1
FOLD,35201010,9
FONR,35101010,1
FOR,60102030,2
FORD,25203010,4
FORM,45301010,4
FORR,45102010,7
FOSL,25203010,1
FOXA,25401030,1
FOXF,25101010,4
FPI,60101080,1
FPO,60101010,2
FPP,10102020,0
FPRX,35201010,9
FR,60101020,2
FRAN,25504010,1
FRBA,40101015,3
FRBK,40101015,3
FRC,40101015,3
FRD,15104050,4
FRED,25503020,1
FRGI,25301040,1
FRME,40101015,3
FRP,50101020,7
FRPH,60102020,2
FRPT,30202030,1
FRT,60101070,2
FSAM,40203010,6
FSB,40101015,3
FSBK,40101015,3
FSC,40203010,8
FSFR,40203010,8
FSIC,40203010,8
FSLR,45301020,4
FSNN,50101010,7
FSP,60101040,2
FSS,20106010,4
FSTR,20106020,4
FTAI,20107010,4
FTD,25502020,1
FTEK,20201050,4
FTK,15101050,4
FTNT,45103020,7
FTR,50101020,7
FUEL,45101010,1
FUL,15101050,1
FULT,40101015,3
FUN,25301030,1
FUNC,40101015,3
FVE,35102020,1
FWRD,20301010,4
GABC,40101015,3
GAIA,25502020,1
GAIN,40203010,8
GALE,35201010,9
GALT,35201010,9
GBCI,40101015,3
GBDC,40203010,8
GBL,40203010,6
GBNK,40101015,3
GBR,10102020,0
GBX,20106010,4
GCAP,40203020,6
GCI,25401040,1
GCO,25504010,1
GD,20101010,7
GDDY,45101010,1
GDOT,40202010,1
GE,20105010,4
GEF,15103010,1
GEL,10102040,0
GEN,35102020,1
GENC,20106020,4
GEO,60101080,4
GEOS,10101020,4
GERN,35201010,9
GES,25504010,1
GEVO,10102030,4
GFF,20102010,1
GFN,20107010,2
GGG,20106020,4
GGP,60101070,2
GHDX,35201010,9
GHL,40203020,1
GHM,20106020,4
GIFI,10101020,4
GIGA,45203010,4
GIII,25203010,1
GILD,35201010,9
GIMO,45103020,7
GIS,30202030,1
GLAD,40203010,8
GLDD,20103010,1
GLP,10102040,4
GLPI,60101080,1
GLT,15105020,1
GLUU,45103010,1
GLW,45203015,1
GM,25102010,9
GME,25504020,1
GMED,35101010,1
GMO,15104020,4
GNBC,40101015,3
GNC,25504040,1
GNCA,35201010,9
GNCMA,50101020,7
GNE,55101010,0
GNMK,35101010,1
GNRC,20104010,4
GNTX,25101010,4
GNVC,35201010,9
GNW,40301020,10
GOGO,45101010,4
GOOD,60101010,2
GOOGL,45101010,1
GORO,15104030,4
GOV,60101040,2
GPC,25501010,4
GPI,25504050,4
GPIC,25301010,1
GPK,15103020,1
GPN,45102020,7
GPOR,10102020,0
GPRE,10102030,1
GPRO,25201010,4
GPS,25504010,1
GPT,60101010,2
GPX,20202010,7
GRA,15101050,1
GRBK,25201030,1
GRC,20106020,4
GROW,40203010,6
GRPN,25502020,1
GRUB,45101010,1
GS,40203020,6
GSAT,50101010,7
GSB,45103020,7
GSBC,40101015,3
GSBD,40203010,8
GSIT,45301020,4
GST,10102020,0
GSVC,40203010,8
GT,25101020,4
GTIM,25301040,1
GTLS,20106020,4
GTN,25401020,1
GTS,35102030,5
GTT,45101010,7
GTXI,35201010,9
GTY,60101070,2
GUID,45103010,7
GV,20103010,4
GVA,20103010,4
GVP,45103010,4
GWB,40101015,3
GWGH,40201040,5
GWR,20304010,4
GWRE,45103010,7
GWW,20107010,4
GXP,55101010,0
H,25301020,2
HA,20302010,1
HABT,25301040,1
HAE,35101020,1
HAFC,40101015,3
HAIN,30202030,1
HAL,10101020,4
HALL,40301040,5
HALO,35201010,9
HAS,25202010,1
HASI,40204010,4
HAWK,45102020,1
HAYN,15104050,4
HBAN,40101015,3
HBCP,40102010,3
HBHC,40101015,3
HBI,25203010,1
HBIO,35203010,1
HBMD,40101015,3
HBNC,40101015,3
HBP,20107010,1
HCA,35102020,1
HCAP,40203010,8
HCC,15104050,4
HCCI,20201050,4
HCHC,20103010,1
HCI,40301040,5
