symbol,gics8,textgics_015
CSGP,45101010,7
CSII,35101010,7
CSLT,35103010,7
CSU,35102020,7
CSV,25302020,7
CSX,20304010,7
CTAS,20201070,7
CUTR,35101010,7
CVA,20201050,7
CVCO,25201030,7
CVO,20201010,7
CVS,30101010,7
CVTI,20304020,7
CWST,20201050,7
CXW,60101080,7
CYH,35102020,7
DAL,20302010,7
DEA,60101040,7
DEL,15105010,7
DGLY,45203010,7
DGX,35102015,7
DHI,25201030,7
DHX,45101010,7
DIS,25401030,7
DISCA,25401020,7
DISH,25401025,7
DJCO,25401040,7
DLB,45203015,7
DLHC,20202010,7
DMRC,45103010,7
DPLO,35102015,7
DRAD,35102015,7
DV,25302010,7
DVA,35102015,7
DVCR,35102020,7
DVD,25301030,7
DWSN,10101020,7
DXCM,35101010,7
DY,20103010,7
EA,45103030,7
EBAY,45101010,7
ECHO,20301010,7
ECOL,20201050,7
ECPG,40202010,7
EEI,20201050,7
EGAN,45101010,7
ELGX,35101020,7
ELLI,45103010,7
ELMD,35101010,7
EMES,10102030,7
EMMS,25401020,7
ENSG,35102020,7
ENTL,35101010,7
ERA,10101020,7
ESRX,35102015,7
ETM,25401020,7
ETRM,35101010,7
ETSY,25502020,7
EVA,10102050,7
EVC,25401020,7
EVHC,35102015,7
EW,35101010,7
EXAC,35101010,7
EXPD,20301010,7
EXPE,25502020,7
EYES,35101010,7
F,25102010,7
FB,45101010,7
FC,20202020,7
FDX,20301010,7
FELP,10102050,7
FGP,55102010,7
FLT,45102020,7
FNGN,40203010,7
FONR,35101010,7
FORR,45102010,7
FOXA,25401030,7
FTAI,20107010,7
FUEL,45101010,7
FUN,25301030,7
FVE,35102020,7
FWRD,20301010,7
GAIA,25502020,7
GBX,20106010,7
GCAP,40203020,7
GCI,25401040,7
GDOT,40202010,7
GEN,35102020,7
GEO,60101080,7
GEVO,10102030,7
GHL,40203020,7
GLDD,20103010,7
GLUU,45103010,7
GM,25102010,7
GMO,15104020,7
GNMK,35101010,7
GOGO,45101010,7
GOOGL,45101010,7
GORO,15104030,7
GPI,25504050,7
GPRE,10102030,7
GPRO,25201010,7
GRBK,25201030,7
GRUB,45101010,7
GTN,25401020,7
GWR,20304010,7
GWRE,45103010,7
HA,20302010,7
HAE,35101020,7
HAWK,45102020,7
HCA,35102020,7
HCC,15104050,7
HCCI,20201050,7
HCLP,10101020,7
HCSG,20201070,7
HE,55101010,7
HEAR,25201010,7
HII,20101010,7
HL,15104045,7
HLS,35102020,7
HLTH,35102015,7
HMHC,25302010,7
HMSY,35103010,7
HMTV,25401020,7
HNRG,10102050,7
HOG,25102020,7
HOV,25201030,7
HQY,35102030,7
HRB,25302020,7
HSIC,35102010,7
HSII,20202010,7
HSKA,35202010,7
HSON,20202010,7
HTGM,35103010,7
HTLD,20304020,7
HTM,55105020,7
HTZ,20304020,7
HUBG,20301010,7
HYH,35101020,7
IBKR,40203020,7
ICCC,35201010,7
ICE,40203040,7
IDXX,35101010,7
ILMN,35203010,7
INFN,45201020,7
INGN,35101010,7
INT,10102030,7
INTL,40203020,7
INTU,45103010,7
INUV,45101010,7
INVT,45201020,7
IPDN,45101010,7
IPG,25401010,7
IPI,15101030,7
IRBT,25201040,7
IRIX,35101010,7
IRMD,35101010,7
ISCA,25301030,7
ISIG,25401010,7
ISRG,35101010,7
ITG,40203020,7
JBHT,20304020,7
JBLU,20302010,7
JOB,20202010,7
JTPY,45102020,7
JYNT,35102020,7
KAR,20201070,7
KBH,25201030,7
KCG,40203020,7
KFY,20202010,7
KMX,25504050,7
KND,35102020,7
KNX,20304020,7
KSU,20304010,7
KTWO,35101010,7
LABL,20201010,7
LAMR,60101080,7
LC,40202010,7
LCI,35202010,7
LDR,35102015,7
LEE,25401040,7
LEU,10102050,7
LGIH,25201030,7
LHCG,35102015,7
LINC,25302010,7
LMAT,35101010,7
LMRK,60102020,7
LNG,10102040,7
LOGM,45101010,7
LOPE,25302010,7
LOV,45101010,7
LPG,10102040,7
LPLA,40203020,7
LPNT,35102020,7
LQDT,45101010,7
LRAD,45203010,7
LRN,25302010,7
LSTR,20304020,7
LTBR,20202020,7
LTRPA,25502020,7
LUK,40201030,7
LUV,20302010,7
LVNTA,25502020,7
LYV,25401030,7
MARA,20202020,7
MARK,45101010,7
MASI,35101010,7
MATR,45102010,7
MATX,20303010,7
MC,40203020,7
MCHX,45101010,7
MCO,40203040,7
MD,35102015,7
MDC,25201030,7
MDP,25401040,7
MDVX,35101010,7
MDXG,35201010,7
MEET,45101010,7
MGI,45102020,7
MGLN,35102030,7
MHO,25201030,7
MKTX,40203040,7
MLP,60102030,7
MNI,25401040,7
MNRO,25504050,7
MOC,20201080,7
MOH,35102030,7
MORN,40203040,7
MOS,15101030,7
MRLN,40201040,7
MRTN,20304020,7
MSB,15104050,7
MSCI,40203040,7
MSG,25401030,7
MSON,35101010,7
MTH,25201030,7
MYOS,30302010,7
NAME,45101010,7
NAUH,25302010,7
NAVI,40202010,7
NBY,35202010,7
NCMI,25401010,7
NEM,15104030,7
NEO,35203010,7
NEU,15101050,7
NEWM,25401040,7
NFLX,25502020,7
NHC,35102020,7
NICK,40202010,7
NRCIA,35102015,7
NSC,20304010,7
NSH,10102040,7
NSTG,35203010,7
NTIP,45201020,7
NTN,25401030,7
NURO,35101010,7
NUVA,35101010,7
NVDA,45301020,7
NVR,25201030,7
NVTA,35201010,7
NWHM,25201030,7
NWSA,25401040,7
NXST,25401020,7
NXTM,35101010,7
NYT,25401040,7
OCIP,15101010,7
ODFL,20304020,7
OMCL,35103010,7
OMEX,20201070,7
ONDK,40201040,7
ONVI,45101010,7
OPGN,35201010,7
ORN,20103010,7
OUT,60101080,7
P,45101010,7
PACB,35203010,7
PAHC,35202010,7
PANL,20303010,7
PCLN,25502020,7
PCO,20202020,7
PDCO,35102010,7
PDLI,35201010,7
PEGI,55105020,7
PEIX,10102030,7
PESI,20201050,7
PFMT,20201070,7
PHM,25201030,7
PHMD,35101010,7
PINC,35102015,7
PLPM,45102020,7
PMC,35102010,7
PMD,35102015,7
PODD,35101010,7
PRAA,40202010,7
PRGX,45102020,7
PRSC,35102015,7
PTSI,20304020,7
QCOM,45301020,7
QDEL,35101020,7
QNST,45101010,7
QRHC,20201050,7
QUAD,20201010,7
RAIL,20106010,7
RATE,45101010,7
RDNT,35102015,7
REGI,10102030,7
RESN,45201020,7
REX,10102030,7
RGC,25401030,7
RGLD,15104030,7
RGSE,20104010,7
RHI,20202010,7
RKDA,30202010,7
RLGT,20301010,7
RLJE,25401030,7
RLOG,20303010,7
RMAX,60102040,7
RNG,45103010,7
ROKA,35101010,7
ROL,20201050,7
RRD,20201010,7
RRTS,20304020,7
RSG,20201050,7
RTIX,35101020,7
RTK,15105010,7
RUBI,45103020,7
RUSHA,20107010,7
RVP,35101020,7
SAH,25504050,7
SAIA,20304020,7
SALE,45101010,7
SALM,25401020,7
SANW,30202010,7
SAVE,20302010,7
SBGI,25401020,7
SC,40202010,7
SCCO,15104025,7
SCHL,25401040,7
SCI,25302020,7
SEAC,45103010,7
SEAS,25301030,7
SEM,35102020,7
SERV,25302020,7
SFLY,25502020,7
SGA,25401020,7
SGMS,25301010,7
SGU,55102010,7
SIEB,40203020,7
SIEN,35101020,7
SINO,20305030,7
SIRI,25401025,7
SIX,25301030,7
SKY,25201030,7
SKYW,20302010,7
SLM,40202010,7
SLP,35103010,7
SMED,35102015,7
SNI,25401020,7
SOFO,45103020,7
SP,20201050,7
SPEX,20202020,7
SRCL,20201050,7
SSP,25401020,7
SSTK,45101010,7
SSY,35102020,7
STAA,35101020,7
STC,40301040,7
STMP,45101010,7
STON,25302020,7
STRA,25302010,7
STRP,50101010,7
SUM,15102010,7
SWFT,20304020,7
SXC,15104050,7
SXCP,15104050,7
SYF,40202010,7
TAHO,15104030,7
TAX,25302020,7
TBI,20202010,7
TEAR,35101020,7
TERP,55105020,7
THC,35102020,7
THO,25102010,7
TIME,25401040,7
TISI,20201050,7
TMHC,25201030,7
TNAV,45103010,7
TNDM,35101010,7
TNH,15101030,7
TOL,25201030,7
TPH,25201030,7
TRCO,25401020,7
TREX,20102010,7
TRK,25301030,7
TRMR,45101010,7
TRNS,20107010,7
TRUE,45101010,7
TRUP,40301020,7
TRXC,35101010,7
TSQ,25401020,7
TST,40203040,7
TTOO,35201010,7
TTWO,45103030,7
TWTR,45101010,7
TWX,25401030,7
TYPE,45103010,7
TZOO,45101010,7
UAL,20302010,7
UAMY,15104020,7
UAN,15101030,7
UCP,25201030,7
UEC,10102050,7
UFI,25203030,7
UHS,35102020,7
UNF,20201070,7
UNH,35102030,7
UNP,20304010,7
UPS,20301010,7
URG,10102050,7
URRE,10102050,7
USAK,20304020,7
USCR,15102010,7
USDP,10102040,7
USPH,35102020,7
UTI,25302010,7
UTMD,35101020,7
UUU,45203010,7
UVV,30203010,7
V,45102020,7
VALU,40203040,7
VGZ,15104030,7
VIAB,25401030,7
VIRT,40203020,7
VIVO,35101020,7
VLO,10102030,7
VMC,15102010,7
VSLR,55105020,7
VUZI,25201010,7
VVI,20201070,7
WAGE,20202010,7
WATT,20104010,7
WBMD,45101010,7
WCG,35102030,7
WERN,20304020,7
WHG,40203010,7
WLB,10102050,7
WLH,25201030,7
WLKP,15101010,7
WM,20201050,7
WMLP,10102050,7
WOOF,35102020,7
WPG,60101070,7
WRLD,40202010,7
WU,45102020,7
WWE,25401030,7
XOXO,45101010,7
XPL,15104040,7
XPO,20301010,7
XXII,30203010,7
YHOO,45101010,7
YRCW,20304020,7
YUME,45101010,7
Z,45101010,7
ZEN,45103010,7
ZIXI,45103010,7
ZNGA,45103030,7
ZTS,35202010,7
AFAM,35102015,7
GHC,25302010,7
INFU,35102015,7
LIVE,25201020,7
NYLD,55105010,7
AGM,40102010,8
AGNC,40204010,8
AI,40203010,8
ANH,40204010,8
ARI,40204010,8
ARR,40204010,8
BXMT,40204010,8
CHMI,40204010,8
CIM,40204010,8
CMO,40204010,8
DX,40204010,8
EARN,40204010,8
EFC,40203010,8
IMH,40102010,8
IVR,40204010,8
LADR,40204010,8
LOAN,40204010,8
MFA,40204010,8
MITT,40204010,8
MTG,40102010,8
MTGE,40204010,8
NLY,40204010,8
NMIH,40102010,8
NRZ,40204010,8
NSM,40102010,8
NYMT,40204010,8
OAKS,40204010,8
OCN,40102010,8
PFSI,40102010,8
PHH,40102010,8
PMT,40204010,8
RDN,40102010,8
RSO,40204010,8
RWT,40204010,8
SGM,40102010,8
TWO,40204010,8
WAC,40102010,8
WMC,40204010,8
ZAIS,40203010,8
AAT,60101010,9
ABR,40204010,9
ACC,60101060,9
ACRE,40204010,9
ADC,60101070,9
AHH,60101010,9
AIV,60101060,9
AJX,40204010,9
AKR,60101070,9
ALEX,60102010,9
ALX,60101070,9
AMH,60101060,9
APTS,60101060,9
ARE,60101040,9
AVB,60101060,9
BDN,60101040,9
BFS,60101070,9
BRG,60101060,9
BRT,60101060,9
BRX,60101070,9
BXP,60101040,9
CBG,60102040,9
CBL,60101070,9
CDR,60101070,9
CHCI,25201030,9
CLI,60101040,9
CMCT,40204010,9
CONE,60101080,9
CORR,60101080,9
CPT,60101060,9
CTO,60102010,9
CTRE,60101050,9
CTT,60101080,9
CUBE,60101080,9
CUZ,60101040,9
CXP,60101040,9
DCT,60101020,9
DDR,60101070,9
DEI,60101040,9
DFT,60101080,9
DLR,60101080,9
DOC,60101050,9
DRE,60101020,9
EDR,60101060,9
EGP,60101020,9
ELS,60101060,9
EPR,60101080,9
EQC,60101040,9
EQR,60101060,9
ESBA,60101010,9
ESRT,60101010,9
ESS,60101060,9
EXR,60101080,9
FOR,60102030,9
FPI,60101080,9
FPO,60101010,9
FR,60101020,9
FRPH,60102020,9
FRT,60101070,9
FSP,60101040,9
GGP,60101070,9
GLPI,60101080,9
GOOD,60101010,9
GOV,60101040,9
GPT,60101010,9
GTY,60101070,9
HCN,60101050,9
HCP,60101050,9
HF,60102040,9
HHC,60102030,9
HIFR,60101080,9
HIW,60101040,9
HPP,60101040,9
HR,60101050,9
HTA,60101050,9
IRET,60101010,9
IRT,60101060,9
JCAP,60101080,9
JLL,60102040,9
JOE,60102010,9
KIM,60101070,9
KRC,60101040,9
KRG,60101070,9
LAND,60101080,9
LEN,25201030,9
LMNR,30202010,9
LODE,15104030,9
LPT,60101010,9
LTC,60101050,9
LXP,60101010,9
MAA,60101060,9
MAC,60101070,9
MMI,60102040,9
MNR,60101020,9
MORE,60101060,9
MPW,60101050,9
NHI,60101050,9
NNN,60101070,9
NSA,60101080,9
NXRT,60101060,9
NYRT,60101040,9
O,60101070,9
OFC,60101040,9
OHI,60101050,9
OLP,60101010,9
ORM,40204010,9
PCH,60101080,9
PDM,60101040,9
PEI,60101070,9
PGRE,60101040,9
PKY,60101040,9
PLD,60101020,9
PSA,60101080,9
PSB,60101010,9
PW,60101080,9
RAS,60101010,9
RDI,25401030,9
REG,60101070,9
REIS,45101010,9
RESI,40204010,9
REXR,60101020,9
RLGY,60102040,9
ROIC,60101070,9
RPT,60101070,9
RYN,60101080,9
SBAC,60101080,9
SBRA,60101050,9
SIR,60101010,9
SKT,60101070,9
SLG,60101040,9
SNH,60101050,9
SNR,60101050,9
SPG,60101070,9
SRC,60101010,9
STAG,60101020,9
STAR,60101010,9
STOR,60101010,9
STRS,60102030,9
STWD,40204010,9
SUI,60101060,9
TCI,60102020,9
TCO,60101070,9
TRC,60102010,9
TRNO,60101020,9
UBA,60101070,9
UDR,60101060,9
UE,60101070,9
UHT,60101050,9
UMH,60101060,9
VGR,30203010,9
VNO,60101040,9
VTR,60101050,9
WD,40102010,9
WHLR,60101070,9
WPC,60101010,9
WRE,60101010,9
WRI,60101070,9
WSR,60101070,9
AAN,25504060,10
AAP,25504050,10
ACCO,20201060,10
ACU,20201060,10
ADM,30202010,10
AEO,25504010,10
AKRX,35202010,10
AMWD,20102010,10
ANDE,30101020,10
ANF,25504010,10
AOI,30203010,10
ARCI,25504040,10
ARKR,25301040,10
ASNA,25504010,10
ATR,15103010,10
AZO,25504050,10
BBBY,25504060,10
BBRG,25301040,10
BBW,25504040,10
BBY,25504020,10
BC,25202010,10
BDL,25301040,10
BEBE,25504010,10
BG,30202010,10
BGFV,25504040,10
BGS,30202030,10
BH,25301040,10
BIG,25503020,10
BJRI,25301040,10
BKE,25504010,10
BLMN,25301040,10
BOBE,25301040,10
BOJA,25301040,10
BONT,25503010,10
BOOT,25504010,10
BREW,30201010,10
BSET,25201020,10
BURL,25504010,10
BWLD,25301040,10
CAB,25504040,10
CAG,30202030,10
CAKE,25301040,10
CALM,30202030,10
CAPL,10102040,10
CASY,30101030,10
CATO,25504010,10
CAW,30302010,10
CBK,25504010,10
CBRL,25301040,10
CENTA,30301010,10
CFI,25203030,10
CHD,30301010,10
CHEF,30101020,10
CHKE,25203010,10
CHS,25504010,10
CHUY,25301040,10
CL,30301010,10
CLUB,25301030,10
CLX,30301010,10
CMG,25301040,10
COH,25203010,10
COKE,30201030,10
COLM,25203010,10
CONN,25504020,10
CORE,25501010,10
COST,30101040,10
COT,30201030,10
COTY,30302010,10
CPB,30202030,10
CRI,25203010,10
CROX,25203020,10
CRWS,25203030,10
CSS,25201050,10
CST,25504050,10
CTB,25101020,10
CTHR,25203010,10
CTRN,25504010,10
CVGW,30202030,10
DAR,30202010,10
DAVE,25301040,10
DDS,25503010,10
DECK,25203020,10
DENN,25301040,10
DEST,25504010,10
DF,30202030,10
DG,25503020,10
DIN,25301040,10
DKS,25504040,10
DLA,25203010,10
DLTR,25503020,10
DNKN,25301040,10
DPS,30201030,10
DPZ,25301040,10
DRI,25301040,10
DSW,25504010,10
DXLG,25504010,10
DXYN,25201020,10
EAT,25301040,10
EBF,20201010,10
EDUC,25501010,10
EL,30302010,10
ELY,25202010,10
ENR,30301010,10
ESCA,25202010,10
ETH,25201020,10
EVLV,25502020,10
EXPR,25504010,10
EZPW,40202010,10
FARM,30202030,10
FCFS,40202010,10
FDP,30202010,10
FINL,25504010,10
FIVE,25504040,10
FIZZ,30201030,10
FL,25504010,10
FLO,30202030,10
FLWS,25502020,10
FLXS,25201020,10
FOSL,25203010,10
FRAN,25504010,10
FRED,25503020,10
FRGI,25301040,10
FRPT,30202030,10
FTD,25502020,10
GCO,25504010,10
GES,25504010,10
GIII,25203010,10
GIS,30202030,10
GME,25504020,10
GNC,25504040,10
GPS,25504010,10
GRPN,25502020,10
GTIM,25301040,10
HABT,25301040,10
HAIN,30202030,10
HAS,25202010,10
HBI,25203010,10
HD,25504030,10
HELE,25201040,10
HIBB,25504040,10
HNI,20201060,10
HOFT,25201020,10
HRL,30202030,10
HSNI,25502020,10
HSY,30202030,10
HVT,25504060,10
HZO,25504040,10
ICON,25203010,10
IFF,15101050,10
IFON,45201020,10
IMKTA,30101030,10
INGR,30202010,10
IPAR,30302010,10
IPHS,15101050,10
JACK,25301040,10
JAKK,25202010,10
JBSS,30202030,10
JCP,25503010,10
JJSF,30202030,10
JMBA,25301040,10
JNJ,35202010,10
JOUT,25202010,10
JVA,30202030,10
JWN,25503010,10
K,30202030,10
KATE,25203010,10
KBAL,20201060,10
KBAL,20201060,10
KIRK,25504060,10
KMB,30301010,10
KNL,20201060,10
KO,30201030,10
KONA,25301040,10
KOSS,25201010,10
KR,30101030,10
KSS,25503010,10
LAD,25504050,10
LANC,30202030,10
LB,25504010,10
LBY,25201050,10
LCUT,25201050,10
LE,25502020,10
LFVN,30302010,10
LL,25504030,10
LNCE,30202030,10
LNDC,30202030,10
LOCO,25301040,10
LOW,25504030,10
LUB,25301040,10
LWAY,30202030,10
LZB,25201020,10
M,25503010,10
MAT,25202010,10
MBUU,25202010,10
MCD,25301040,10
MDLZ,30202030,10
MED,30302010,10
MGPI,30201020,10
MHK,25201020,10
MIK,25504040,10
MJN,30202030,10
MKC,30202030,10
MLHR,20201060,10
MNST,30201030,10
MO,30203010,10
MON,15101030,10
MOV,25203010,10
MPX,25202010,10
MSN,25201010,10
MTEX,30302010,10
MUSA,25504050,10
MYCC,25301030,10
NAII,30302010,10
NATH,25301040,10
NC,25201040,10
NCLH,25301020,10
NDLS,25301040,10
NGVC,30101030,10
NHTC,30302010,10
NKE,25203020,10
NLS,25202010,10
NTRI,25502020,10
NUS,30302010,10
NUTR,30302010,10
NVFY,25201020,10
NWL,25201050,10
NWY,25504010,10
ODC,30301010,10
ODP,25504040,10
OI,15103010,10
OME,30202030,10
ORLY,25504050,10
OSTK,25502020,10
OXM,25203010,10
PARR,10102030,10
PBH,35202010,10
PBPB,25301040,10
PEP,30201030,10
PERF,25504040,10
PERY,25203010,10
PETS,25502020,10
PF,30202030,10
PG,30301010,10
PIR,25504060,10
PLCE,25504010,10
PM,30203010,10
PNRA,25301040,10
POST,30202030,10
PPC,30202030,10
PRPH,35202010,10
PRSS,25502020,10
PRTS,25502020,10
PSMT,30101040,10
PVH,25203010,10
PZZA,25301040,10
QVCA,25502020,10
RAD,30101010,10
RAI,30203010,10
RAVE,25301040,10
RCII,25504020,10
RCKY,25203020,10
RCL,25301020,10
REED,30201030,10
RELV,30302010,10
REV,30302010,10
RGR,25202010,10
RGS,25302020,10
RH,25504060,10
RIBT,30202030,10
RICK,25301030,10
RL,25203010,10
RMCF,30202030,10
ROST,25504010,10
ROX,30201020,10
RRGB,25301040,10
RT,25301040,10
RUTH,25301040,10
SAFM,30202030,10
SAM,30201010,10
SBH,25504040,10
SBUX,25301040,10
SCS,20201060,10
SCSS,25504060,10
SCVL,25504010,10
SEB,30202030,10
SENEA,30202030,10
SFM,30101030,10
SFS,30101030,10
SGC,25203010,10
SGRP,25401010,10
SHAK,25301040,10
SHLD,25503010,10
SHOO,25203020,10
SHOS,25504030,10
SHW,15101050,10
SJM,30202030,10
SKX,25203020,10
SMG,15101030,10
SMRT,25504010,10
SNAK,30202030,10
SNMX,15101050,10
SONC,25301040,10
SPB,30301010,10
SPLS,25504040,10
SPTN,30101020,10
SPWH,25504040,10
SQBG,25203010,10
SSI,25504010,10
STLY,25201020,10
STZ,30201020,10
SUMR,25202010,10
SUN,10102040,10
SVU,30101030,10
SYY,30101020,10
TA,25504050,10
TACO,25301040,10
TAP,30201010,10
TAST,25301040,10
TGT,25503020,10
THS,30202030,10
THST,30201020,10
TIF,25504040,10
TILE,20201060,10
TIS,30301010,10
TJX,25504010,10
TLF,25504010,10
TLYS,25504010,10
TMUS,50102010,10
TPX,25201020,10
TR,30202030,10
TSCO,25504040,10
TSN,30202030,10
TTS,25504030,10
TUES,25503020,10
TUP,25201050,10
TWMC,25504040,10
TXRH,25301040,10
ULTA,25504040,10
UNFI,30101020,10
URBN,25504010,10
USNA,30302010,10
VFC,25203010,10
VIRC,20201060,10
VLGEA,30101030,10
VNCE,25203010,10
VRA,25203010,10
VSI,25504040,10
VSTO,25202010,10
W,25502020,10
WBA,30101010,10
WDFC,30301010,10
WEN,25301040,10
WEYS,25501010,10
WFM,30101030,10
WHR,25201040,10
WINA,25504040,10
WMAR,25504040,10
WMK,30101030,10
WMT,30101040,10
WNR,10102030,10
WSM,25504060,10
WTW,25302020,10
WVVI,30201020,10
WWW,25203020,10
YUM,25301040,10
ZAGG,25201010,10
ZOES,25301040,10
ZUMZ,25504010,10
BDE,25202010,10
FRSH,25301040,10
A,35203010,11
AA,15104010,11
AAOI,45201020,11
AAON,20102010,11
ABT,35101010,11
ACET,35102010,11
ACLS,45301010,11
ADI,45301020,11
AEGN,20103010,11
AEHR,45301010,11
AEIS,45301010,11
AETI,20104010,11
AEY,45203030,11
AGCO,20106015,11
AGX,20103010,11
AHPI,35101010,11
AIMC,20106020,11
AIN,20106020,11
AIRI,20101010,11
AIT,20107010,11
AJRD,20101010,11
AKS,15104050,11
ALB,15101050,11
ALG,20106010,11
ALOG,35101010,11
ALOT,45202030,11
ALSN,20106010,11
AMAT,45301010,11
AMBA,45301020,11
AME,20104010,11
AMKR,45301010,11
AMOT,20104010,11
AMRC,20103010,11
AMRS,10102030,11
AMSC,20104010,11
ANGO,35101010,11
ANSS,45103010,11
AOSL,45301020,11
AP,15104050,11
APD,15101040,11
APH,45203015,11
APOG,20102010,11
ARCW,20106020,11
ARTW,20106015,11
ARTX,20101010,11
ASH,15101050,11
ASH,15101050,11
ASPN,10101020,11
ASTC,20101010,11
ASTE,20106010,11
ASYS,45301010,11
ATI,15104050,11
ATRI,35101020,11
ATRO,20101010,11
AVAV,20101010,11
AVX,45203015,11
AVY,15103020,11
AWI,20102010,11
AXE,45203030,11
AXL,25101010,11
AXTA,15101050,11
AXTI,45301010,11
AYI,20104010,11
AZZ,20104020,11
B,20106020,11
BA,20101010,11
BASI,35203010,11
BCC,15105010,11
BCPC,15101050,11
BCR,35101010,11
BDX,35101010,11
BECN,20107010,11
BELFB,45201020,11
BERY,15103010,11
BGC,20104010,11
BGG,20106020,11
BHE,45203020,11
BIO,35203010,11
BIOL,35101010,11
BLBD,20106010,11
BLDR,20102010,11
BLL,15103010,11
BMS,15103020,11
BOOM,20106020,11
BRC,20201010,11
BRKR,35203010,11
BRSS,20106020,11
BSX,35101010,11
BVX,35101010,11
BWA,25101010,11
BWEN,20104020,11
BXC,20107010,11
CASM,35101010,11
CAT,20106010,11
CBPX,20102010,11
CBT,15101010,11
CCC,15101010,11
CCF,15101050,11
CCK,15103010,11
CCMP,45301010,11
CDNS,45103010,11
CDTI,25101010,11
CDXS,15101050,11
CE,15101050,11
CECE,20201050,11
CEVA,45301020,11
CFX,20106020,11
CGNX,45203010,11
CIR,20106020,11
CIX,20201060,11
CLFD,45201020,11
CLIR,45203010,11
CLMT,10102030,11
CLRO,45201020,11
CLW,15105020,11
CMC,15104050,11
CMCO,20106020,11
CMI,20106010,11
CMP,15104020,11
CMT,15101010,11
CNMD,35101010,11
COHR,45203010,11
COHU,45301010,11
COL,20101010,11
CPS,25101010,11
CPST,20104020,11
CR,20106020,11
CREE,45301020,11
CRR,10101020,11
CRS,15104050,11
CRUS,45301020,11
CSL,20105010,11
CTS,45203020,11
CUI,45203010,11
CUO,20102010,11
CVGI,20106010,11
CVU,20101010,11
CVV,45301010,11
CW,20101010,11
CY,45301020,11
CYBE,45301010,11
DAIO,45203020,11
DAKT,45203010,11
DAN,25101010,11
DCI,20106020,11
DCO,20101010,11
DD,15101020,11
DDD,45202030,11
DE,20106015,11
DHR,35101010,11
DIOD,45301020,11
DNOW,20107010,11
DOOR,20102010,11
DOV,20106020,11
DOW,15101020,11
DPW,20104010,11
DRAM,45202030,11
DSS,45103020,11
DXPE,20107010,11
DYNT,35101010,11
DYSL,45203010,11
EFII,45202030,11
EFOI,20104010,11
ELON,45203020,11
EMAN,45203020,11
EME,20103010,11
EMKR,45201020,11
EML,20106020,11
EMN,15101020,11
EMR,20104010,11
ENPH,20104010,11
ENS,20104010,11
ENTG,45301010,11
ESE,20106020,11
ESIO,45203010,11
ESL,20101010,11
ESP,20104010,11
EVI,20107010,11
EXA,45103010,11
EXP,15102010,11
EXPO,20202020,11
FARO,45203010,11
FAST,20107010,11
FBHS,20102010,11
FCEL,20104010,11
FEIM,45203010,11
FENX,25501010,11
FF,15101050,11
FIX,20103010,11
FLIR,45203010,11
FLS,20106020,11
FMC,15101030,11
FMSA,10101020,11
FNSR,45201020,11
FOE,15101050,11
FORD,25203010,11
FORM,45301010,11
FOXF,25101010,11
FRD,15104050,11
FSLR,45301020,11
FSS,20106010,11
FSTR,20106020,11
FTEK,20201050,11
FTK,15101050,11
FUL,15101050,11
GD,20101010,11
GEF,15103010,11
GENC,20106020,11
GEOS,10101020,11
GFF,20102010,11
GFN,20107010,11
GGG,20106020,11
GHM,20106020,11
GIGA,45203010,11
GLT,15105020,11
GLW,45203015,11
GNRC,20104010,11
GNTX,25101010,11
GPC,25501010,11
GPK,15103020,11
GRA,15101050,11
GRC,20106020,11
GSIT,45301020,11
GT,25101020,11
GTLS,20106020,11
GV,20103010,11
GVA,20103010,11
GVP,45103010,11
GWW,20107010,11
HASI,40204010,11
HAYN,15104050,11
HBIO,35203010,11
HBP,20107010,11
HDNG,20106020,11
HDS,20107010,11
HDSN,20201050,11
HEES,20107010,11
HEI,20101010,11
HI,20106020,11
HNH,15104050,11
HOLX,35101010,11
HON,20105010,11
HRC,35101010,11
HSC,20106020,11
HUN,15101020,11
HURC,20106020,11
HWCC,20107010,11
HXL,20101010,11
IART,35101010,11
IBP,25201030,11
ICUI,35101020,11
IDSA,20201050,11
IDTI,45301020,11
IEC,45203020,11
IEP,20105010,11
IESC,20103010,11
IEX,20106020,11
IIIN,20102010,11
IIN,45203015,11
IIVI,45203015,11
IMI,45301020,11
INTT,45301010,11
IOSP,15101050,11
IP,15103020,11
IPGP,45203020,11
IPHI,45301020,11
IPWR,20104010,11
ISNS,45203010,11
ISSC,20101010,11
ITT,20106020,11
ITW,20106020,11
IVAC,45202030,11
IVC,35101010,11
IXYS,45301020,11
JASN,20106020,11
JBT,20106020,11
KAI,20106020,11
KALU,15104010,11
KAMN,20107010,11
KE,45203020,11
KEM,45203020,11
KEQU,35101010,11
KEX,20303010,11
KEYS,45203010,11
KLAC,45301010,11
KLXI,20101010,11
KMG,15101050,11
KMT,20106020,11
KN,45203015,11
KOP,15101010,11
KOPN,45301020,11
KRA,15101050,11
KRO,15101010,11
KS,15105020,11
KTCC,45203020,11
KVHI,45201020,11
LAKE,25203010,11
LAWS,20107010,11
LDL,20106020,11
LEA,25101010,11
LECO,20106020,11
LEG,25201020,11
LFUS,45203015,11
LGL,45203015,11
LII,20102010,11
LKQ,25501010,11
LLL,20101010,11
LMIA,20101010,11
LMNX,35203010,11
LMT,20101010,11
LNN,20106015,11
LPTH,45203010,11
LPX,15105010,11
LRCX,45301010,11
LSCC,45301020,11
LUNA,45203010,11
LXU,15101020,11
