symbol,gics8,hier.text_068
HCAP,40203010,35
HCC,15104050,64
HCCI,20201050,47
HCHC,20103010,7
HCI,40301040,15
HCKT,45102010,8
HCLP,10101020,11
HCN,60101050,58
HCOM,50101020,31
HCP,60101050,58
HCSG,20201070,11
HD,25504030,43
HDNG,20106020,11
HDP,45101010,8
HDS,20107010,11
HDSN,20201050,11
HE,55101010,11
HEAR,25201010,3
HEB,35201010,4
HEES,20107010,11
HEI,20101010,26
HELE,25201040,6
HEP,10102040,55
HES,10102020,25
HF,60102040,22
HFBC,40102010,44
HFC,10102030,55
HFWA,40101015,44
HGT,10102020,53
HHC,60102030,22
HHS,25401010,8
HI,20106020,11
HIBB,25504040,30
HIFR,60101080,22
HIFS,40102010,28
HIG,40301030,15
HII,20101010,11
HIIQ,40301010,0
HIL,20202020,23
HIVE,45201020,56
HIW,60101040,24
HL,15104045,59
HLIT,45201020,63
HLS,35102020,36
HLT,25301020,37
HLTH,35102015,36
HLX,10101020,29
HMHC,25302010,46
HMN,40301030,15
HMNF,40102010,44
HMNY,45102010,8
HMSY,35103010,0
HMTV,25401020,52
HNH,15104050,11
HNI,20201060,42
HNNA,40203010,21
HNRG,10102050,6
HOFT,25201020,42
HOG,25102020,6
HOLX,35101010,2
HOMB,40101015,28
HON,20105010,26
HOS,10101020,29
HOV,25201030,41
HP,10101010,3
HPP,60101040,24
HPQ,45202030,3
HPT,60101030,37
HQY,35102030,0
HR,60101050,24
HRB,25302020,7
HRC,35101010,2
HRG,30301010,43
HRL,30202030,34
HRS,45201020,18
HRTG,40301040,15
HRZN,40203010,35
HSC,20106020,11
HSGX,35201010,2
HSIC,35102010,1
HSII,20202010,5
HSKA,35202010,1
HSNI,25502020,7
HSON,20202010,5
HST,60101030,37
HSTM,35103010,0
HSY,30202030,43
HT,60101030,37
HTA,60101050,24
HTBI,40101015,44
HTBK,40101015,28
HTBX,35201010,9
HTGC,40203010,35
HTGM,35103010,20
HTH,40101015,39
HTLD,20304020,33
HTLF,40101015,39
HTM,55105020,54
HTZ,20304020,17
HUBG,20301010,33
HUBS,45103010,7
HUM,35102030,0
HUN,15101020,16
HURC,20106020,11
HURN,20202020,8
HUSA,10102020,19
HVT,25504060,6
HWCC,20107010,12
HWKN,15101010,16
HXL,20101010,16
HYH,35101020,4
HZO,25504040,6
IART,35101010,2
IBCP,40101015,28
IBIO,35201010,4
IBKC,40101015,15
IBKR,40203020,48
IBM,45102010,8
IBOC,40101015,28
IBP,25201030,16
IBTX,40101015,28
ICAD,35103010,2
ICBK,40101015,28
ICCC,35201010,6
ICD,10101010,29
ICE,40203040,48
ICFI,20202020,8
ICON,25203010,6
ICPT,35201010,4
ICUI,35101020,2
IDA,55101010,54
IDCC,45201020,3
IDN,45203010,18
IDRA,35201010,4
IDSA,20201050,61
IDSY,45203010,3
IDT,50101020,7
IDTI,45301020,40
IDXX,35101010,1
IEC,45203020,13
IEP,20105010,22
IESC,20103010,23
IEX,20106020,26
IFF,15101050,1
IFMI,40203030,21
IFON,45201020,3
IGC,35202010,4
IHC,40301020,45
III,45102020,8
IIIN,20102010,16
IIN,45203015,3
IIVI,45203015,12
ILMN,35203010,20
IMGN,35201010,4
IMH,40102010,67
IMI,45301020,6
IMKTA,30101030,34
IMMR,45202030,3
IMMU,35201010,4
IMMY,35202010,4
IMNP,35201010,9
IMPV,45103020,18
IMUC,35201010,9
INAP,45101010,56
INBK,40101015,44
INCR,35203010,20
INCY,35201010,9
INDB,40101015,44
INFI,35201010,9
INFN,45201020,56
INGN,35101010,11
INGR,30202010,1
INN,60101030,37
INO,35201010,9
INOD,45102020,46
INOV,35103010,8
INSM,35201010,4
INSY,35201010,4
INT,10102030,11
INTC,45301020,3
INTL,40203020,48
INTT,45301010,13
INTU,45103010,5
INTX,20201070,8
INUV,45101010,46
INVE,45203010,18
INVT,45201020,6
INWK,20201010,8
IO,10101020,3
IOSP,15101050,16
IP,15103020,57
IPAR,30302010,6
IPAS,45101010,3
IPCC,40301040,15
IPDN,45101010,5
IPG,25401010,8
IPGP,45203020,12
IPHI,45301020,40
IPHS,15101050,1
IPI,15101030,1
IPWR,20104010,40
IRBT,25201040,6
IRDM,50101010,31
IRET,60101010,24
IRIX,35101010,3
IRM,60101080,8
IRMD,35101010,2
IRT,60101060,24
IRWD,35201010,4
ISBC,40101015,44
ISCA,25301030,6
ISDR,45101010,8
ISIG,25401010,7
ISNS,45203010,18
ISR,35201010,9
ISRG,35101010,2
ISSC,20101010,3
ISTR,40101015,44
IT,45102010,8
ITCI,35202010,4
ITEK,35201010,4
ITG,40203020,48
ITI,45203010,18
ITRI,45203010,49
ITT,20106020,26
ITW,20106020,11
IVAC,45202030,13
IVC,35101010,2
IVR,40204010,10
IVZ,40203010,21
IXYS,45301020,40
JACK,25301040,51
JAGX,35202010,1
JAKK,25202010,6
JASN,20106020,11
JBHT,20304020,33
JBL,45203020,13
JBLU,20302010,32
JBSS,30202030,34
JBT,20106020,11
JCAP,60101080,22
JCOM,45101010,56
JCP,25503010,30
JCS,45201020,56
JEC,20103010,23
JIVE,45103010,7
JJSF,30202030,34
JKHY,45102020,8
JLL,60102040,22
JMBA,25301040,43
JMP,40203030,21
JNJ,35202010,2
JNP,35202010,4
JNPR,45201020,56
JNS,40203010,21
JOB,20202010,5
JOE,60102010,22
JONE,10102020,19
JOUT,25202010,30
JPM,40101010,39
JTPY,45102020,5
JUNO,35201010,9
JVA,30202030,6
JWN,25503010,43
JYNT,35102020,2
K,30202030,34
KAI,20106020,6
KALU,15104010,11
KAMN,20107010,26
KAR,20201070,17
KATE,25203010,43
KBAL,20201060,42
KBAL,20201060,42
KBH,25201030,41
KBR,20103010,23
KCAP,40203010,35
KCG,40203020,48
KE,45203020,13
KELYA,20202010,5
KEM,45203020,11
KEQU,35101010,20
KERX,35201010,4
KEX,20303010,11
KEY,40101015,39
KEYS,45203010,3
KEYW,20101010,18
KFRC,20202010,5
KFY,20202010,5
KIM,60101070,60
KIN,35201010,4
KINS,40301040,15
KIRK,25504060,43
KITE,35201010,9
KLAC,45301010,13
KLXI,20101010,29
KMB,30301010,6
KMG,15101050,16
KMI,10102040,55
KMPH,35202010,4
KMPR,40301030,15
KMT,20106020,11
KMX,25504050,17
KN,45203015,3
KND,35102020,36
KNL,20201060,42
KNX,20304020,33
KO,30201030,6
KONA,25301040,51
KOOL,35101010,9
KOP,15101010,16
KOPN,45301020,3
KOSS,25201010,3
KPTI,35201010,9
KR,30101030,43
KRA,15101050,16
KRC,60101040,24
KRG,60101070,60
KRNY,40102010,44
KRO,15101010,11
KS,15105020,57
KSS,25503010,30
KSU,20304010,11
KTCC,45203020,13
KTOS,20101010,18
KTWO,35101010,2
KVHI,45201020,3
L,40301030,15
LABL,20201010,3
LAD,25504050,17
LADR,40204010,10
LAKE,25203010,11
LAMR,60101080,46
LANC,30202030,34
LAND,60101080,6
LARK,40101015,44
LAWS,20107010,11
LAYN,20103010,49
LB,25504010,43
LBAI,40101015,28
LBIO,35201010,9
LBRDK,25401025,31
LBY,25201050,16
LC,40202010,7
LCI,35202010,1
LCNB,40101015,28
LCUT,25201050,16
LDL,20106020,11
LDOS,45102010,18
LDR,35102015,2
LE,25502020,43
LEA,25101010,17
LECO,20106020,11
LEE,25401040,46
LEG,25201020,6
LEN,25201030,41
LEU,10102050,11
LFUS,45203015,12
LFVN,30302010,6
LGCY,10102020,19
LGIH,25201030,41
LGL,45203015,3
LGND,35201010,4
LH,35102015,20
LHCG,35102015,36
LHO,60101030,37
LIFE,35201010,4
LII,20102010,11
LINC,25302010,50
LION,40101015,44
LJPC,35201010,4
LKFN,40101015,28
LKQ,25501010,17
LL,25504030,16
LLL,20101010,18
LLNW,45101010,46
LLY,35202010,1
LM,40203010,21
LMAT,35101010,2
LMIA,20101010,26
LMNR,30202010,22
LMNX,35203010,20
LMOS,50101010,31
LMRK,60102020,22
LMT,20101010,18
LNC,40301020,45
LNCE,30202030,34
LNDC,30202030,34
LNG,10102040,14
LNN,20106015,11
LNT,55101010,27
LOAN,40204010,10
LOCO,25301040,51
LODE,15104030,59
LOGM,45101010,7
LOPE,25302010,50
LORL,25401025,31
LOV,45101010,7
LOW,25504030,43
LOXO,35201010,9
LPCN,35202010,4
LPG,10102040,6
LPI,10102020,19
LPLA,40203020,21
LPNT,35102020,36
LPSN,45101010,7
LPT,60101010,24
LPTH,45203010,12
LPX,15105010,16
LQ,25301020,37
LQDT,45101010,7
LRAD,45203010,6
LRCX,45301010,13
LRN,25302010,50
LSCC,45301020,3
LSTR,20304020,33
LTBR,20202020,11
LTC,60101050,58
LTRPA,25502020,7
LTRX,45201020,3
LTS,40203020,21
LTXB,40101015,39
LUB,25301040,51
LUK,40201030,6
LUNA,45203010,12
LUV,20302010,32
LVLT,50101010,56
LVNTA,25502020,7
LVS,25301010,66
LWAY,30202030,6
LXP,60101010,24
LXRX,35201010,4
LXU,15101020,1
LYTS,20104010,65
LYV,25401030,46
LZB,25201020,42
M,25503010,30
MA,45102020,38
MAA,60101060,62
MAC,60101070,46
MAIN,40203010,35
MAN,20202010,5
MANH,45103010,8
MANT,45102010,18
MAR,25301020,37
MARA,20202020,6
MARK,45101010,7
MARPS,10102020,53
MAS,20102010,18
MASI,35101010,2
MAT,25202010,6
MATR,45102010,8
MATW,20201070,11
MATX,20303010,33
MBFI,40101015,39
MBI,40301040,15
MBII,15101030,6
MBTF,40101015,28
MBUU,25202010,6
MBWM,40101015,44
MC,40203020,6
MCBC,40101015,28
MCC,40203010,35
MCD,25301040,51
MCEP,10102020,19
MCF,10102020,19
MCHP,45301020,40
MCHX,45101010,7
MCK,35102010,0
MCO,40203040,8
MCRI,25301010,66
MCS,25301020,37
MCY,40301040,15
MD,35102015,2
MDC,25201030,41
MDCA,25401010,8
MDCO,35202010,4
MDLY,40203010,21
MDLZ,30202030,34
MDP,25401040,46
MDR,10101020,29
MDRX,35103010,0
MDSO,35103010,8
MDU,55103010,27
MDVX,35101010,4
MDXG,35201010,2
MED,30302010,6
MEET,45101010,7
MEI,45203020,12
MEIP,35201010,9
MET,40301020,45
MFA,40204010,10
MFNC,40101015,28
MFSF,40101015,28
MG,20202020,11
MGCD,35101010,20
MGEE,55101010,27
MGI,45102020,7
MGLN,35102030,0
MGM,25301010,66
MGNX,35201010,4
MGPI,30201020,1
MGRC,20201070,22
MHH,20202010,46
MHK,25201020,16
MHO,25201030,41
MIC,20305010,27
MICT,20101010,26
MIDD,20106020,11
MIK,25504040,6
MIND,10101020,3
MINI,20201070,22
MITK,45103010,3
MITT,40204010,10
MJN,30202030,6
MKC,30202030,34
MKL,40301040,15
MKSI,45301010,11
MKTX,40203040,48
MLAB,45203010,11
MLHR,20201060,42
MLI,20106020,11
MLM,15102010,16
MLNK,45102020,8
MLP,60102030,22
MLR,20106010,17
MLVF,40102010,44
MMC,40301010,8
MMI,60102040,22
MMLP,10102040,55
MMM,20105010,16
MMP,10102040,55
MMS,45102020,0
MMSI,35101020,2
MN,40203010,21
MNGA,20201050,2
MNI,25401040,46
MNKD,35201010,4
MNOV,35201010,4
MNR,60101020,24
MNRO,25504050,11
MNST,30201030,6
MNTA,35201010,4
MNTX,20106010,11
MO,30203010,6
MOBL,45103010,8
MOC,20201080,18
MOCO,45203010,11
MOD,25101010,11
MODN,45103010,8
MOFG,40101015,28
MOH,35102030,0
MON,15101030,6
MORE,60101060,62
MORN,40203040,21
MOS,15101030,1
MOSY,45301020,3
MOV,25203010,43
MPAA,25101010,17
MPC,10102030,55
MPLX,10102040,25
MPW,60101050,24
MPWR,45301020,40
MPX,25202010,6
MRCC,40203010,35
MRCY,20101010,3
MRIN,45101010,46
MRK,35202010,1
MRLN,40201040,28
MRNS,35202010,4
MRO,10102020,25
MRTN,20304020,33
MRTX,35201010,9
MRVC,45201020,56
MS,40203020,21
MSA,20201060,11
MSB,15104050,6
MSBF,40102010,44
MSCC,45301020,40
MSCI,40203040,8
MSEX,55104010,49
MSFG,40101015,28
MSFT,45103020,3
MSG,25401030,6
MSI,45201020,8
MSL,40101015,28
MSM,20107010,11
MSN,25201010,3
MSON,35101010,2
MSTR,45103010,8
MTB,40101015,39
MTBC,35103010,0
MTD,35203010,11
MTDR,10102020,25
MTEX,30302010,6
MTG,40102010,67
MTGE,40204010,10
MTH,25201030,41
MTN,25301030,22
MTOR,20106010,17
MTR,10102020,53
MTRN,15104020,11
MTRX,10101020,23
MTSC,45203010,26
MTSI,45301020,3
MTW,20106010,11
MTX,15101050,6
MTZ,20103010,23
MU,45301020,3
MUR,10102020,43
MUSA,25504050,43
MVC,40203010,35
MVIS,45203010,3
MVO,10102020,53
MWA,20106020,49
MXC,10102020,19
MXIM,45301020,40
MXL,45301020,3
MXPT,45101010,7
MXWL,45203020,11
MYCC,25301030,6
MYE,15103010,11
MYGN,35201010,20
MYOS,30302010,4
MYRG,20103010,23
NAII,30302010,6
NAME,45101010,7
NANO,45301010,13
NATH,25301040,6
NATI,45203010,8
NAUH,25302010,50
NAV,20106010,17
NAVB,35201010,6
NAVG,40301040,15
NAVI,40202010,50
NBHC,40101015,28
NBIX,35201010,4
NBL,10102020,19
NBN,40101015,28
NBTB,40101015,28
NBY,35202010,6
NC,25201040,43
NCI,20202020,8
NCIT,45102010,18
NCLH,25301020,7
NCMI,25401010,46
NCOM,40101015,28
NCR,45202030,8
NCS,20102010,11
NDAQ,40203040,48
NDLS,25301040,51
NDRO,10102020,53
NDSN,20106020,11
NEE,55101010,54
NEM,15104030,59
NEO,35203010,20
NEOG,35101020,1
NEOT,35201010,4
NEP,55105020,54
NETE,45101010,38
NEU,15101050,16
NEWM,25401040,46
NEWR,45101010,8
NEWS,40201040,35
NEWT,40203010,7
NFBK,40102010,44
NFG,55102010,25
NFLX,25502020,52
NFX,10102020,19
NGHC,40301030,15
NGL,10102040,55
NGS,10101020,27
NGVC,30101030,34
NHC,35102020,36
NHI,60101050,58
NHLD,40203020,21
NHTC,30302010,6
NI,55103010,27
NICK,40202010,7
NJR,55102010,27
NKE,25203020,30
NKSH,40101015,28
NKTR,35202010,9
NL,20201060,11
NLNK,35201010,9
NLS,25202010,43
NLST,45203020,3
NLY,40204010,10
NMFC,40203010,35
NMIH,40102010,67
NMRX,45101010,3
NNBR,20106020,26
NNI,40202010,50
NNN,60101070,24
NNVC,35201010,4
NOC,20101010,18
NOG,10102020,19
NOV,10101020,29
NOW,45103020,8
NP,15105020,57
NPK,20101010,43
NPO,20106020,11
NPTN,45301020,12
NR,10101020,29
NRCIA,35102015,0
NRG,55105010,54
NRIM,40101015,28
NRP,10102050,64
NRT,10102020,53
NRZ,40204010,10
NS,10102030,55
NSA,60101080,22
NSC,20304010,11
NSH,10102040,55
NSIT,45203030,8
NSM,40102010,67
NSP,20202010,5
NSR,45102020,8
NSSC,45203010,18
NSTG,35203010,20
NTAP,45202030,8
NTCT,45201020,56
NTGR,45201020,56
NTIC,15101050,6
NTIP,45201020,6
NTN,25401030,6
NTRI,25502020,6
NTRS,40203010,21
NTWK,45103010,7
NUAN,45103010,3
NUE,15104050,61
NURO,35101010,4
NUS,30302010,6
NUTR,30302010,34
NUVA,35101010,2
NVAX,35201010,4
NVDA,45301020,3
NVEC,45301020,3
NVFY,25201020,42
NVIV,35101010,4
NVR,25201030,41
NVRO,35101010,4
NVTA,35201010,20
NWBI,40102010,28
NWE,55103010,27
NWFL,40101015,28
NWHM,25201030,41
NWL,25201050,6
NWLI,40301020,45
NWN,55102010,27
NWPX,20103010,61
NWSA,25401040,46
NWY,25504010,30
NX,20102010,26
NXRT,60101060,24
NXST,25401020,52
NXTD,45103020,18
NXTM,35101010,2
NYCB,40102010,28
NYMT,40204010,10
NYNY,25301010,66
NYRT,60101040,24
NYT,25401040,46
O,60101070,24
OA,20101010,18
OAK,40203010,21
OAKS,40204010,10
OAS,10102020,25
OBCI,30301010,6
OC,20102010,16
OCC,45201020,12
OCFC,40102010,44
OCIP,15101010,54
OCLR,45201020,12
OCN,40102010,67
OCRX,35202010,4
OCUL,35202010,4
ODC,30301010,1
ODFL,20304020,33
ODP,25504040,7
OESX,20104010,65
OFC,60101040,24
OFG,40101015,39
OFLX,20106020,11
OFS,40203010,35
OGE,55101010,27
OGEN,35201010,4
OGS,55102010,27
OGXI,35201010,9
OHAI,40203010,35
OHI,60101050,58
OHRP,35201010,4
OI,15103010,16
OII,10101020,29
OIS,10101020,29
OKE,10102040,25
OKS,10102040,25
OKSB,40101015,28
OLBK,40101015,28
OLED,45203015,3
OLN,15101010,16
OLP,60101010,24
OMC,25401010,8
OMCL,35103010,8
OME,30202030,1
OMED,35201010,9
OMER,35202010,4
OMEX,20201070,6
OMI,35102010,0
OMN,15101050,16
ON,45301020,40
ONB,40101015,28
ONCE,35201010,4
ONDK,40201040,7
ONTX,35201010,9
ONVI,45101010,8
OPB,40101015,28
OPGN,35201010,20
OPHT,35201010,3
OPK,35201010,4
OPOF,40101015,28
OPTT,20104020,6
OPXA,35201010,4
OPY,40203020,21
ORA,55105020,54
ORBC,50101010,3
ORCL,45103020,8
OREX,35202010,4
ORI,40301040,15
ORIT,40102010,44
ORLY,25504050,17
ORM,40204010,10
ORN,20103010,23
ORRF,40101015,28
OSBC,40101015,28
OSIS,45203010,18
OSK,20106010,17
OSTK,25502020,7
OSUR,35101020,20
OTEL,50101020,31
OTIC,35201010,4
OTTR,55101010,11
OUT,60101080,46
OVAS,35201010,6
OVLY,40101015,28
OXM,25203010,30
OXY,10102010,25
OZRK,40101015,28
P,45101010,46
PAA,10102040,25
PACB,35203010,20
PACW,40101015,28
PAG,25504050,17
PAGP,10102040,25
PAH,15101050,16
PAHC,35202010,1
PANL,20303010,6
PANW,45201020,18
PAR,45203010,8
PARR,10102030,55
PATK,20102010,16
PAY,45203010,38
PAYC,45103010,5
PAYX,45102020,5
PB,40101015,28
PBCT,40101015,39
PBF,10102030,55
PBFX,10102040,55
PBH,35202010,2
PBHC,40102010,44
PBI,20201060,8
PBIP,40102010,44
PBPB,25301040,43
PBT,10102020,53
PBYI,35201010,9
PCAR,20106010,17
PCBK,40101015,28
PCG,55101010,27
PCH,60101080,22
PCLN,25502020,7
PCMI,45203030,8
PCO,20202020,46
PCRX,35202010,4
PCTI,45201020,3
PCTY,45103010,5
PCYG,45103010,8
PCYO,55104010,49
PDCE,10102020,25
PDCO,35102010,1
PDEX,35101010,11
PDFS,45301010,3
PDLI,35201010,6
PDM,60101040,24
PDVW,50101010,3
PE,10102020,19
PEB,60101030,37
PEBK,40101015,28
PEBO,40101015,28
PED,10102020,19
PEG,55103010,27
PEGA,45103010,8
PEGI,55105020,54
PEI,60101070,60
PEIX,10102030,1
PENN,25301010,66
PEP,30201030,34
PER,10102020,53
PERF,25504040,43
PERY,25203010,30
PES,10101010,29
PESI,20201050,47
PETS,25502020,6
PETX,35202010,6
PF,30202030,34
PFBC,40101015,28
PFBI,40101015,28
PFBX,40101015,28
PFE,35202010,4
PFG,40301020,45
PFIE,10101020,11
PFIN,25201040,11
PFIS,40101015,28
PFLT,40203010,35
PFMT,20201070,7
PFNX,35201010,4
PFPT,45103020,18
PFS,40102010,44
PFSI,40102010,67
PFSW,45102010,8
PG,30301010,6
PGC,40101015,39
PGEM,20102010,16
PGNX,35201010,9
PGR,40301040,15
PGRE,60101040,24
PGTI,20102010,16
PH,20106020,26
PHH,40102010,67
PHIIK,10101020,11
PHM,25201030,41
PHMD,35101010,4
PHX,10102020,19
PICO,40201030,49
PIH,40301040,15
PII,25202010,17
PINC,35102015,8
PIR,25504060,43
PJC,40203020,21
PKBK,40101015,44
PKD,10101010,29
PKE,45203020,16
PKG,15103020,57
PKI,35203010,20
PKOH,20301010,26
PKY,60101040,24
PLAB,45301010,3
PLBC,40101015,28
PLCE,25504010,6
PLD,60101020,24
PLOW,20106010,17
PLPC,20104010,12
PLPM,45102020,38
PLT,45201020,3
PLUG,20104010,11
PLUS,45203030,8
PLXS,45203020,13
PM,30203010,6
PMBC,40101015,44
PMC,35102010,0
PMD,35102015,20
PMT,40204010,67
PN,40301010,7
PNC,40101015,39
PNFP,40101015,28
PNK,25301010,6
PNM,55101010,27
PNNT,40203010,35
PNRA,25301040,34
PNW,55101010,27
PODD,35101010,2
POL,15101050,16
POOL,25501010,6
POR,55101010,54
POST,30202030,34
POWI,45301020,40
POWL,20104010,26
PPBI,40101015,28
PPC,30202030,34
PPG,15101050,16
PPHM,35201010,4
PPL,55101010,27
PQ,10102020,19
PRA,40301040,15
PRAA,40202010,7
PRAH,35203010,20
PRCP,45203010,3
PRFT,45102010,8
PRGS,45103020,8
PRGX,45102020,7
PRI,40301020,45
PRIM,20103010,23
PRK,40101015,28
PRKR,45201020,3
PRLB,20106020,3
PRMW,30201030,49
PRO,45103010,8
PROV,40102010,44
PRPH,35202010,6
PRSC,35102015,0
PRSS,25502020,7
PRTO,35201010,4
PRTS,25502020,17
PRU,40301020,45
PRXL,35203010,20
PSA,60101080,22
PSB,60101010,24
PSDV,35203010,4
PSEC,40203010,35
PSMT,30101040,6
PSTB,40101015,28
PSX,10102030,55
PSXP,10102040,55
PTC,45103010,8
PTIE,35202010,4
PTLA,35201010,9
PTN,35201010,4
PTSI,20304020,33
PTX,35202010,4
PVH,25203010,30
PVTB,40101015,39
PW,60101080,24
PWOD,40101015,28
PWR,20103010,23
PX,15101040,11
PXD,10102020,19
PXLW,45301020,63
PZN,40203010,21
PZZA,25301040,51
Q,35203010,0
QADA,45103010,8
QBAK,45202030,8
QCOM,45301020,3
QCRH,40101015,28
QDEL,35101020,20
QEP,10102020,19
QLYS,45103020,18
QNST,45101010,8
QRHC,20201050,11
QRVO,45301020,3
QSII,35103010,0
QTM,45202030,8
QTS,60101080,8
QTWO,45101010,8
QUAD,20201010,3
QUIK,45301020,3
QUMU,45101010,63
QVCA,25502020,7
R,20304020,8
RAD,30101010,0
RAI,30203010,6
RAIL,20106010,11
RAND,40203010,35
RARE,35201010,4
RAS,60101010,24
RATE,45101010,7
RAVE,25301040,51
RAVN,20105010,16
RBC,20104010,26
RBCAA,40101015,28
RBCN,45301010,13
RBPAA,40101015,28
RCII,25504020,22
RCKY,25203020,43
RCL,25301020,7
RCMT,20202020,23
RDC,10101010,29
RDI,25401030,46
RDN,40102010,67
RDNT,35102015,2
RECN,20202020,8
REED,30201030,6
REFR,45203010,3
REG,60101070,60
REGI,10102030,54
REGN,35201010,4
REI,10102020,19
REIS,45101010,22
RELL,45203030,26
RELV,30302010,6
REN,10102020,19
REPH,35201010,4
RES,10101020,29
RESI,40204010,22
RESN,45201020,3
REV,30302010,6
REX,10102030,1
REXR,60101020,24
REXX,10102020,19
RF,40101015,39
RFIL,45203020,12
RGA,40301050,15
RGC,25401030,6
RGCO,55102010,27
RGEN,35201010,20
RGLD,15104030,53
RGLS,35201010,4
RGR,25202010,6
RGS,25302020,6
RGSE,20104010,54
RH,25504060,43
RHI,20202010,5
RHP,60101030,37
RHT,45103020,8
RIBT,30202030,1
RICE,10102020,19
RICK,25301030,51
RIGL,35201010,9
RJF,40203020,21
RKDA,30202010,6
RL,25203010,43
RLGT,20301010,33
RLGY,60102040,22
RLH,25301020,37
RLI,40301040,15
RLJ,60101030,37
RLJE,25401030,52
RLOG,20303010,6
RMAX,60102040,22
RMBS,45301020,3
RMCF,30202030,43
RMD,35101010,6
RMGN,45203010,46
RMP,10102040,14
RMTI,35101010,2
RNET,10101020,56
RNG,45103010,56
RNN,35201010,9
RNST,40101015,39
RNWK,45101010,46
ROCK,20102010,54
ROG,45203015,3
ROIC,60101070,60
ROK,20104010,3
ROKA,35101010,20
ROL,20201050,7
ROLL,20106020,26
ROP,20105010,26
ROST,25504010,30
ROX,30201020,6
ROYT,10102020,53
RP,45103010,8
RPM,15101050,16
RPRX,35202010,4
RPT,60101070,60
RPXC,20202020,6
RRC,10102020,19
RRD,20201010,3
RRGB,25301040,51
RRTS,20304020,33
RS,15104050,61
RSG,20201050,47
RSO,40204010,10
RSPP,10102020,19
RST,45103030,50
RSYS,45203020,8
RT,25301040,51
RTEC,45301010,13
RTIX,35101020,2
RTK,15105010,16
RTN,20101010,18
RTRX,35201010,4
RUBI,45103020,46
RUSHA,20107010,17
RUTH,25301040,51
RVLT,20104010,65
RVNC,35202010,4
RVP,35101020,2
RVSB,40102010,28
RWC,45201020,3
RWT,40204010,10
RXDX,35201010,9
RXII,35201010,4
RXN,20106020,26
RYAM,15101050,16
RYN,60101080,22
SABR,45102020,7
SAEX,10101020,3
SAFM,30202030,34
SAFT,40301040,15
SAGE,35201010,4
SAH,25504050,17
SAIA,20304020,33
SAIC,45102010,18
SAL,40101015,44
SALE,45101010,7
SALM,25401020,7
SAM,30201010,6
SAMG,40203010,21
SANM,45203020,13
SANW,30202010,6
SAR,40203010,35
SASR,40101015,39
SATS,45201020,31
SAVE,20302010,32
SBAC,60101080,22
SBCF,40101015,39
SBCP,40101015,28
SBFG,40101015,28
SBGI,25401020,52
SBH,25504040,6
SBNY,40101015,28
SBR,10102020,53
SBRA,60101050,58
SBSI,40101015,44
SBUX,25301040,6
SC,40202010,7
SCCO,15104025,59
SCG,55103010,27
SCHL,25401040,46
SCHN,15104050,61
SCHW,40203020,21
SCI,25302020,7
SCL,15101050,16
SCLN,35202010,4
SCM,40203010,35
SCMP,35202010,4
SCON,45203015,6
SCS,20201060,42
SCSC,45203030,18
SCSS,25504060,6
SCVL,25504010,30
SCX,20106020,26
SCYX,35202010,4
SDPI,10101020,29
SDR,10102020,53
SDT,10102020,53
SEAC,45103010,63
SEAS,25301030,6
SEB,30202030,1
SEE,15103020,34
SEIC,40203010,21
SEM,35102020,2
SEMG,10102040,55
SENEA,30202030,34
SEP,10102040,25
SERV,25302020,7
SEV,45301020,11
SF,40203020,21
SFBS,40101015,28
SFE,40203010,35
SFLY,25502020,7
SFM,30101030,34
SFNC,40101015,28
SFS,30101030,3
SFST,40101015,28
SGA,25401020,52
SGBK,40101015,28
SGC,25203010,11
SGEN,35201010,9
SGM,40102010,67
SGMA,45203020,13
SGMO,35201010,4
SGMS,25301010,66
SGRP,25401010,7
SGU,55102010,14
SGYP,35201010,4
SHAK,25301040,51
SHBI,40101015,28
SHEN,50102010,31
SHLD,25503010,43
SHLM,15101050,16
SHLO,25101010,26
SHLX,10102040,55
SHO,60101030,37
SHOO,25203020,43
SHOR,45201020,56
SHOS,25504030,43
SHW,15101050,16
SIEB,40203020,48
SIEN,35101020,2
SIF,20101010,26
SIFI,40102010,44
SIGI,40301040,15
SIGM,45301020,56
SINO,20305030,6
SIR,60101010,22
SIRI,25401025,31
SIVB,40101015,21
SIX,25301030,6
SJI,55102010,27
SJM,30202030,34
SJT,10102020,53
SJW,55104010,49
SKT,60101070,60
SKX,25203020,30
SKY,25201030,17
SKYW,20302010,32
SLAB,45301020,40
SLB,10101020,29
SLCA,10101020,11
SLCT,40101015,28
SLG,60101040,24
SLGN,15103010,57
SLM,40202010,50
SLP,35103010,20
SLRC,40203010,35
SM,10102020,19
SMCI,45202030,3
SMED,35102015,47
SMG,15101030,43
SMLP,10102040,14
SMMF,40101015,39
SMP,25101010,17
SMRT,25504010,30
SMSI,45103010,3
SMTC,45301020,40
SN,10102020,19
SNA,20106020,11
SNAK,30202030,34
SNBC,40101015,28
SNC,40301040,15
SNCR,45103010,8
SNFCA,40102010,7
SNH,60101050,58
SNHY,20106020,11
SNI,25401020,52
SNMX,15101050,1
SNOW,25301030,22
SNPS,45103010,3
SNR,60101050,58
SNSS,35201010,9
SNV,40101015,39
SNX,45203030,8
SO,55101010,27
SOFO,45103020,63
SOHO,60101030,37
SON,15103020,57
SONA,40101015,44
SONC,25301040,51
SONS,45201020,56
SP,20201050,11
SPA,20101010,26
SPAN,35101020,6
SPAR,25101010,17
SPB,30301010,43
