tic,weburl
APD,www.airproducts.com
ALCO,www.alicoinc.com
UHAL,www.amerco.com
VLY,www.valleynationalbank.com
WK,www.workiva.com
BERY,www.berryplastics.com
TECH,www.techne-corp.com
BRK.B,www.berkshirehathaway.com
CVA,www.covantaenergy.com
GES,www.guess.com
WTBA,www.westbankiowa.com
ASH,www.ashland.com
VTAE,www.vitaepharma.com
3IVDA,www.iveda.com
MDAS,www.medassets.com
CHE,www.chemed.com
CB,www.chubb.com
CL,www.colgatepalmolive.com
RLI,www.rlicorp.com
AVGR,www.avinger.com
EXPO,www.exponent.com
BSF,www.ffbh.com
HVB,www.hudsonvalleybank.com
PZN,www.pzena.com
NUE,www.nucor.com
WPG,www.washingtonprime.com
GLRI,www.glorienergy.com
JPEP,www.jpenergypartners.com
EPIQ,www.epiqsystems.com
ROVI,www.rovicorp.com
POST,www.postholdings.com
FB,www.facebook.com
ZAZA,www.zazaenergy.com
MYE,www.myersindustries.com
AGIO,www.agios.com
BIND,bindtherapeutics.com
OPHT,www.ophthotech.com
VEEV,www.veeva.com
CPTA,www.capitalagroup.com
NCLH,www.ncl.com
LM,www.leggmason.com
LGL,www.lglgroup.com
RESN,www.resonant.com
VSAR,www.versartis.com
HIVE,www.aerohive.com
CSWC,www.capitalsouthwest.com
SCYX,www.scynexis.com
PDLI,www.pdl.com
SJT,www.sjbrt.com
CYBX,www.cyberonics.com
SEMG,www.semgroupcorp.com
KWR,www.quakerchem.com
MORE,www.monogramres.com
SKY,www.skylinecorp.com
HWAY,www.healthways.com
MET,www.metlife.com
PCO,www.pendrell.com
CLRB,www.cellectar.com
SFY,www.swiftenergy.com
TRC,www.tejonranch.com
UBCP,www.unitedbancorp.com
FOSL,www.fossil.com
TNET,www.trinet.com
AFOP,www.afop.com
CSCD,www.cascademicrotech.com
REGI,www.regi.com
FBHS,www.fbhs.com
IO,www.iongeo.com
RTK,www.rentechinc.com
DSW,www.dsw.com
CBOE,www.cboe.com
ELMD,www.electromed.com
WERN,www.werner.com
AMWD,www.americanwoodmark.com
AHS,www.amnhealthcare.com
OGE,www.oge.com
PLL,www.pall.com
RXDX,www.ignyta.com
RARE,www.ultragenyx.com
AMRK,www.amark.com
RVNC,www.revance.com
RAND,www.randcapital.com
PSIX,www.psiengines.com
RBCAA,www.republicbank.com
3CTEI,www.cemtrex.com
TRGP,www.targaresources.com
AAT,www.americanassetstrust.com
HRZN,www.horizontechnologyfinancecorp.com
SGMS,www.scientificgames.com
RCII,www.rentacenter.com
TRK,www.speedwaymotorsports.com
ACW,www.accuridecorp.com
BCBP,www.bcbbancorp.com
CLVS,www.clovisoncology.com
3DEAC,www.edscompanies.com
NRP,www.nrplp.com
BLKB,www.blackbaud.com
JEC,www.jacobs.com
FRM,www.furmanite.com
BYLK,www.baylake.com
FNBC,www.firstnbcbank.com
JONE,NULL
HALO,www.halozyme.com
CVC,www.cablevision.com
CVM,www.cel-sci.com
FEIC,www.fei.com
WAB,www.wabtec.com
MARA,www.marathonpg.com
ENZ,www.enzo.com
FDX,www.fedex.com
RGLS,www.regulusrx.com
LTC,www.ltcproperties.com
EMKR,www.emcore.com
XPLR,www.xploretech.com
HTH,www.hilltop-holdings.com
STON,www.stonemor.com
CSBK,www.cliftonsavings.com
CALD,www.calliduscloud.com
EEI,www.ene.com
NRF,www.nrfc.com
NNVC,www.nanoviricides.com
CNA,www.cna.com
GTLS,www.chartindustries.com
HILL,www.dothill.com
PLCE,www.childrensplace.com
CHRW,www.chrobinson.com
KRNY,www.kearnyfederalsavings.com
VVC,www.vectren.com
CBL,www.cblproperties.com
PTEN,www.patenergy.com
PRKR,www.parkervision.com
LNG,www.cheniere.com
KRA,www.kraton.com
ZEUS,www.olysteel.com
SOFO,www.sonicfoundry.com
LHO,www.lasallehotels.com
ALL,www.allstate.com
PZZA,www.papajohns.com
AMCC,www.apm.com
GD,www.generaldynamics.com
MATW,www.matw.com
3CATC,www.cambridgetrust.com
FRBA,www.firstbanknj.com
NOR,www.norandaaluminum.com
ALGT,www.allegiantair.com
NECB,www.necommunitybank.com
WGO,www.winnebagoind.com
OSK,www.oshkoshcorporation.com
CHRS,www.coherus.com
FGEN,www.fibrogen.com
LRAD,www.lradx.com
TBIO,www.transgenomic.com
ILMN,www.illumina.com
STRI,www.strholdings.com
HAS,www.hasbro.com
HP,www.hpinc.com
HFC,www.hollyfrontier.com
ORIT,www.oritani.com
AVAV,www.avinc.com
ARUN,www.arubanetworks.com
MTRN,www.materion.com
ETH,www.ethanallen.com
OIS,www.oilstatesintl.com
SYNA,www.synaptics.com
TXMD,www.therapeuticsmd.com
ECOL,www.americanecology.com
WSCI,www.wsiindustries.com
GNBC,www.greenbank.com
GRH,www.greenhunterenergy.com
CPK,www.chpk.com
OMED,www.oncomed.com
PARR,www.par-petro.com
LCI,www.lannett.com
CBYL,www.carbylan.com
SPH,www.suburbanpropane.com
EPM,www.evolutionpetroleum.com
NC,www.nacco.com
NYRT,www.nyrt.com
AMTD,www.amtd.com
PBYI,www.pumabiotechnology.com
NHC,www.nhccare.com
FISH,NULL
FUEL,www.rocketfuel.com
MGNX,www.macrogenics.com
FII,www.federatedinvestors.com
SIX,www.sixflags.com
TKR,www.timken.com
TRNS,www.transcat.com
TINY,www.hhvc.com
CTP,www.ctnet.com
SAAS,www.incontact.com
WMC,www.westernassetmcc.com
SCHL,www.scholastic.com
SIF,www.sifco.com
SLRC,www.solarcapltd.com
SNA,www1.snapon.com
SWK,www.stanleyblackanddecker.com
STT,www.statestreet.com
STC,www.stewart.com
GSVC,www.gsvcap.com
SYNL,www.synalloy.com
SCVL,www.shoecarnival.com
POZN,www.pozen.com
MIFI,www.novatelwireless.com
NS,www.nustarenergy.com
MTSI,www.macom.com
RNF,www.rentechnitrogen.com
ANGI,www.angieslist.com
RES,www.rpc.net
MPLX,www.mplx.com
AZPN,www.aspentech.com
GSM,www.glbsm.com
PKY,www.pky.com
PAYX,www.paychex.com
STAY,www.extendedstayamerica.com
CAPR,www.capricor.com
ITCI,www.intracellulartherapies.com
STBA,www.stbancorp.com
FDUS,www.fdus.com
USG,www.usg.com
UMH,www.umh.com
PFG,www.principal.com
MSFT,www.microsoft.com
GNC,www.gnc.com
PCL,www.plumcreek.com
NDAQ,www.nasdaqomx.com
UCP,www.unioncommunityllc.com
HW,www.hdwtrs.com
NFLX,www.netflix.com
TA,www.tatravelcenters.com
TROV,www.trovagene.com
CONN,www.conns.com
FDML,www.federalmogul.com
FOE,www.ferro.com
INTX,www.intersections.com
THLD,www.thresholdpharm.com
ELY,www.callawaygolf.com
CBK,www.christopherandbanks.com
JLL,www.jll.com
CYCC,www.cyclacel.com
ACC,www.americancampus.com
GPOR,www.gulfportenergy.com
MIC,www.macquarie.com/mic
OSHC,www.ochome.com
CAG,www.conagrafoods.com
ICPT,www.interceptpharma.com
FTEK,www.ftek.com
LEI,www.lucasenergy.com
HBAN,www.huntington.com
ZIXI,www.zixcorp.com
LXP,www.lxp.com
ITRI,www.itron.com
FWRD,www.forwardair.com
SQBK,www.square1financial.com
RUTH,www.rhgi.com
ISBC,www.myinvestorsbank.com
SPR,www.spiritaero.com
D,www.dom.com
SCHW,www.aboutschwab.com
LYV,www.livenationentertainment.com
DK,www.delekus.com
SNCR,www.synchronoss.com
SQBG,www.sequentialbrands.com
FUR,www.winthropreit.com
DVN,www.devonenergy.com
CTHR,www.charlesandcolvard.com
FNF,www.fnf.com
SRCE,www.1stsource.com
ARIA,www.ariad.com
ABCD,www.cambiumlearning.com
MXC,www.mexcoenergy.com
HIFS,www.hinghamsavings.com
PEBO,www.peoplesbancorp.com
RLGY,www.realogy.com
BBEP,www.breitburn.com
EVR,www.evercore.com
XLNX,www.xilinx.com
EXAC,www.exac.com
BKYF,www.bankofkyhb.com
SBSI,www.southside.com
PROV,www.myprovident.com
FFG,www.fblfinancial.com
TSYS,www.telecomsys.com
HBCP,www.home24bank.com
PNK,www.pnkinc.com
SWC,www.stillwatermining.com
CLNE,www.cleanenergyfuels.com
BIO,www.bio-rad.com
RHI,www.rhi.com
BRC,www.bradycorp.com
EGAS,www.ewst.com
GERN,www.geron.com
RSTI,www.rofin.com
ERS,www.empireresources.com
MPX,www.marineproductscorp.com
GNRC,www.generac.com
VII,www.vicon-security.com
NEO,www.neogenomics.org
GST,www.gastar.com
CYN,www.cnb.com
AVNU,www.avenuenashville.com
STRM,www.streamlinehealth.net
SQNM,www.sequenom.com
ADGE,www.americandg.com
ES,www.eversource.com
NTRS,www.northerntrust.com
NEWT,www.thesba.com
PFPT,www.proofpoint.com
USAC,www.usacompression.com
FSFR,fsfr.fifthstreetfinance.com
IPWR,www.idealpower.com
LGIH,www.lgihomes.com
EPE,www.epenergy.com
INO,www.inovio.com
BRCM,www.broadcom.com
WES,www.westerngas.com
POPE,www.poperesources.com
SERV,www.servicemaster.com
THO,www.thorindustries.com
TDW,www.tdw.com
ARCI,www.arcainc.com
HMN,www.horacemann.com
UTHR,www.unither.com
LII,www.lennoxinternational.com
IDI,www.tigermedia.com
PCP,www.precast.com
OCLR,www.oclaro.com
ELLI,www.elliemae.com
SVU,www.supervalu.com
JAH,www.jarden.com
LTBR,www.ltbridge.com
LPI,www.laredopetro.com
ABTL,www.autobytel.com
LOAN,www.manhattanbridgecapital.com
EXXI,www.energyxxi.com
NBTB,www.nbtbancorp.com
BRG,www.bluerockresidential.com
CQH,www.chenierepartnersholdings.com
GNCA,www.genocea.com
LIOX,www.lionbridge.com
BLK,www.blackrock.com
CIR,www.circor.com
TSN,www.tyson.com
UNP,www.up.com
MBFI,www.mbfinancial.com
CHFN,www.charterbk.com
APC,www.anadarko.com
TUES,www.tuesdaymorning.com
ASMB,www.assemblybio.com
NMFC,www.newmountainfinance.com
3ENZB,www.enzymebiosystems.com
BKU,www.bankunited.com
CGNX,www.cognex.com
TZOO,www.travelzoo.com
DKS,www.dickssportinggoods.com
OPTT,www.oceanpowertechnologies.com
NILE,www.bluenile.com
XCRA,www.xcerra.com
NUAN,www.nuance.com
HIG,www.thehartford.com
DTSI,www.dts.com
POR,www.portlandgeneral.com
STRZA,www.starz.com
RRGB,www.redrobin.com
ESL,www.esterline.com
ESMC,www.escalonmed.com
FBC,www.flagstar.com
BXP,www.bostonproperties.com
IMS,www.imshealth.com
NTGR,www.netgear.com
NNI,www.nelnet.net
FMD,www.firstmarblehead.com
BRT,www.brtrealty.com
BRN,www.brninc.com
NCS,www.ncilp.com
CXW,www.cca.com
GOOGL,www.google.com
IKAN,www.ikanos.com
CLMS,www.calamos.com
STLY,www.stanleyfurniture.com
SPB,www.spectrumbrands.com
NRCIA,www.nationalresearch.com
RAVE,www.pizzainn.com
CRRC,www.courier.com
CR,www.craneco.com
INOD,www.innodata.com
JBHT,www.jbhunt.com
NBN,www.northeastbank.com
BMTC,www.bmtc.com
CNBKA,www.century-bank.com
NCIT,www.nciinc.com
EMR,www.emerson.com
CYT,www.cytec.com
USB,www.usbank.com
AJG,www.ajg.com
LNN,www.lindsay.com
SGMA,www.sigmatronintl.com
SCSC,www.scansource.com
IFMI,www.ifmi.com
CUB,www.cubic.com
DE,www.deere.com
WM,www.wm.com
SSP,www.scripps.com
DRQ,www.dril-quip.com
AMSG,www.amsurg.com
URI,www.unitedrentals.com
AGM,www.farmermac.com
WLT,www.walterenergy.com
HNR,www.harvestnr.com
TESS,www.tessco.com
RH,www.restorationhardware.com
MLHR,www.hermanmiller.com
XOOM,www.xoom.com
RBPAA,www.royalbankamerica.com
PULB,www.pulaskibankstl.com
ABM,www.abm.com
WWD,www.woodward.com
HRT,www.arthrt.com
DAEG,www.daegis.com
SNI,www.scrippsnetworks.com
OGXI,www.oncogenex.com
HWKN,www.hawkinsinc.com
HCSG,www.hcsgcorp.com
SPLS,www.staples.com
APOL,www.apollo.edu
FIG,www.fortress.com
SHOS,www.searsoutlet.com
NCOM,www.nationalbankofcommerce.com
KMPH,www.kempharm.com
ADI,www.analog.com
ARW,www.arrow.com
COVR,www.cover-all.com
WGA,www.agegaming.com
C,www.citigroup.com
TUP,www.tupperwarebrands.com
ARES,www.aresmgmt.com
LAD,www.lithia.com
FSBK,www.firstsouthnc.com
NTI,www.ntenergy.com
LUK,www.leucadia.com
UVSP,www.univest.net
QTWO,q2ebanking.com
NSSC,www.napcosecurity.com
COVS,www.covisint.com
DARA,www.darabiosciences.com
HCCI,www.crystal-clean.com
HI,www.hillenbrand.com
VOC,NULL
RPXC,www.rpxcorp.com
RLJ,www.rljlodgingtrust.com
PEP,www.pepsico.com
MO,www.altria.com
HQY,www.healthequity.com
PCCC,www.pcconnection.com
SMTC,www.semtech.com
BBLU,www.blueearthinc.com
KEY,www.key.com
AWR,www.aswater.com
SPAR,www.spartanmotors.com
MNST,www.monsterbevcorp.com
ON,www.onsemi.com
TENX,www.tenaxthera.com
BANF,www.bancfirst.com
MSL,www.midsouthbank.com
PRLB,www.protolabs.com
GNE,www.genie.com
RJF,www.raymondjames.com
CRVL,www.corvel.com
EWBC,www.eastwestbank.com
OTTR,www.ottertail.com
PNC,www.pnc.com
AFG,www.afginc.com
KPTI,www.karyopharm.com
CTBI,www.ctbi.com
INGN,www.inogen.net
ACSF,www.acsf.com
SABR,www.sabre.com
TIVO,www.tivo.com
TRN,www.trin.net
UTX,www.utc.com
ANAD,www.anadigics.com
DRI,www.darden.com
AYI,www.acuitybrands.com
PDM,www.piedmontreit.com
MANT,www.mantech.com
RMCF,www.rmcf.com
RIBT,www.ricebrantech.com
PF,www.pinnaclefoods.com
INN,www.shpreit.com
HGR,www.hanger.com
CLRX,www.collabrx.com
HOS,www.hornbeckoffshore.com
WCG,www.wellcare.com
ANGO,www.angiodynamics.com
MNTA,www.momentapharma.com
NRZ,www.newresi.com
CSG,www.chambersstreet.com
ASTC,www.astrotechcorp.com
CNO,www.cnoinc.com
PTBI,www.plasmatechbio.com
KIRK,www.kirklands.com
MSN,www.emersonradio.com
EDE,www.empiredistrict.com
CVU,www.cpiaero.com
QRVO,www.qorvo.com
MSTX,www.masttherapeutics.com
BCLI,www.brainstorm-cell.com
MRLN,www.marlinfinance.com
AVP,www.avon.com
TNH,www.snl.com
DHI,www.drhorton.com
AEHR,www.aehr.com
MORN,www.morningstar.com
HERO,www.herculesoffshore.com
CAS,www.amcastle.com
AIQ,www.alliancehealthcareservices-us.com
ACAS,www.americancapital.com
NLY,www.annaly.com
AT,www.atlanticpower.com
DIOD,www.diodes.com
PKI,www.perkinelmer.com
BXS,www.bancorpsouth.com
NTWK,www.netsoltech.com
FCNCA,www.firstcitizens.com
MLM,www.martinmarietta.com
IVZ,www.invesco.com
CRAI,www.crai.com
CWEI,www.claytonwilliams.com
FXEN,www.fxenergy.com
DOVR,www.doversaddlery.com
CORR,corenergy.corridortrust.com/
FNLC,www.thefirstbancorp.com
OREX,www.orexigen.com
BNCL,www.thebeneficial.com
ATNM,www.actiniumpharma.com
ZFC,www.zaisfinancial.com
SNFCA,www.securitynational.com
IMUC,www.imuc.com
AMD,www.amd.com
PRI,www.primerica.com
KEG,www.keyenergy.com
AINC,www.ashfordinc.com
RMP,www.ricemidstream.com
MNGA,www.magnegas.com
UBA,www.ubproperties.com
MIND,www.mitchamindustries.com
ESSA,www.essabank.com
VRNG,www.vringoip.com
FENX,www.fenixparts.com
NOG,www.northernoil.com
SHBI,www.shorebancshares.com
CIVB,www.fcza.com
VSTO,www.vistaoutdoor.com
KVHI,www.kvh.com
YHOO,www.yahoo.com
ROIC,www.roireit.net
NPK,www.gopresto.com
NSC,www.nscorp.com
COG,www.cabotog.com
DPW,www.digipwr.com
NSP,www.insperity.com
MMM,www.3m.com
MNR,www.mreic.com
CTRL,www.control4.com
CARO,www.haveanicebank.com
PAGP,www.plainsallamerican.com
MRGE,www.merge.com
REN,www.resolutenaturalresources.com
PNFP,www.pnfp.com
GB,www.greatbatch.com
AFH,www.atlas-fin.com
L,www.loews.com
EGRX,www.eagleus.com
AGRX,www.agiletherapeutics.com
TMST,www.TimkenSteel.com
DDR,www.ddr.com
SPSC,www.spscommerce.com
PIR,www.pier1.com
SNC,www.statenational.com
SIXD,www.6DGlobal.com
GIG,www.gigoptix.com
STAA,www.staar.com
WOOF,www.vcaantech.com
PACW,www.pacwestbancorp.com
NLNK,www.newlinkgenetics.com
ARMK,www.aramark.com
ALG,www.alamo-group.com
CHKR,www.chkgranitewashtrust.com
ATML,www.atmel.com
REGN,www.regeneron.com
HAE,www.haemonetics.com
STFC,www.StateAuto.com
ROIAK,www.radio-one.com
PCAR,www.paccar.com
UWN,www.nevadagold.com
PKOH,www.pkoh.com
VTL,www.vitaltherapies.com
AHP,www.ahpreit.com
EBIO,www.elevenbio.com
CRDS,www.crossroads.com
UNF,www.unifirst.com
UVV,www.universalcorp.com
ACIW,www.aciworldwide.com
MCGC,www.mcgcapital.com
LO,www.lorillard.com
SYNC,www.synacor.com
KFX,www.kofax.com
NNN,www.nnnreit.com
PRAA,www.portfoliorecovery.com
CCNE,www.bankcnb.com
LIQD,www.liquidholdings.com
MOH,www.molinahealthcare.com
MAG,www.magnetek.com
FISV,www.fiserv.com
GSB,www.globalscape.com
SYRX,www.sysorex.com
SEAC,www.schange.com
WSTC,www.west.com
SPHS,www.sophiris.com
SNX,www.synnex.com
EQT,www.eqt.com
PMD,www.psychemedics.com
CBM,www.cambrex.com
MDW,www.midwaygold.com
REIS,www.reis.com
CMP,www.compassminerals.com
ATRO,www.astronics.com
SMRT,www.steinmart.com
ISLE,www.theislecorp.com
USPH,www.usph.com
SLG,www.slgreen.com
MRTX,www.mirati.com
NVSL,www.nvsl.com
3SNGX,www.soligenix.com
PETS,www.1800petmeds.com
SSTK,www.shutterstock.com
GLW,www.corning.com
PII,www.polaris.com
TLF,www.tandyleatherfactory.com
CORE,www.core-mark.com
DXCM,www.dexcom.com
SGI,www.sgi.com
BLDR,www.bldr.com
RYN,www.rayonier.com
DECK,www.deckers.com
FFIN,www.ffin.com
FSP,www.franklinstreetproperties.com
ATRC,www.atricure.com
OFLX,www.omegaflex.com
DDS,www.dillards.com
FLS,www.flowserve.com
ELRC,www.electrorent.com
ATEC,www.alphatecspine.com
JGW,www.jgwpt.com
TRMK,www.trustmark.com
FHN,www.fhnc.com
GCI,www.gannett.com
FXCB,www.foxchasebank.com
PRIM,www.prim.com
AWI,www.armstrong.com
DRAM,www.dataram.com
POWI,www.power.com
GPC,www.genpt.com
PNNT,www.pennantpark.com
AEGR,www.aegerion.com
LLNW,www.limelightnetworks.com
EVI,www.drycleanusa.com
PEBK,www.peoplesbanknc.com
IMGN,www.immunogen.com
NKTR,www.nektar.com
QLYS,www.qualys.com
NVRO,www.nevro.com
HSNI,www.hsni.com
HPQ,www.hp.com
BPT,NULL
LACO,www.lakesentertainment.com
TWC,www.timewarnercable.com
SMCI,www.supermicro.com
EIG,www.employers.com
FOXA,www.21cf.com
ADRO,www.aduro.com
ZAIS,www.zaisgroupholdings.com
COLL,www.collegiumpharma.com
CYH,www.chs.net
VECO,www.veeco.com
TTI,www.tetratec.com
EYES,www.secondsight.com
CNNX,www.conemidstream.com
MGLN,www.magellanhealth.com
JPM,www.jpmorganchase.com
SAFM,www.sandersonfarms.com
JAKK,www.jakks.com
MFSF,www.bankwithmutual.com
MATR,www.mattersight.com
ISIL,www.intersil.com
WFC,www.wellsfargo.com
OBCI,www.oceanbiochem.com
RYAM,www.rayonieram.com
SSB,www.scbtonline.com
BLMN,www.bloominbrands.com
LEG,www.leggett.com
WATT,www.energous.com
ALE,www.allete.com
MOCO,www.mocon.com
3ARTH,www.archtherapeutics.com
DOC,www.docreit.com
ONTX,www.onconova.com
OCIR,www.ociresources.com
3CANN,www.generalcann.com
LOPE,www.gcu.edu
TXN,www.ti.com
AMSC,www.amsc.com
PVH,www.pvh.com
KITE,www.kitepharma.com
CSCO,www.cisco.com
SHLM,www.aschulman.com
IBKC,www.iberiabank.com
PFLT,www.pennantpark.com
SCON,www.suptech.com
VCRA,www.vocera.com
ACRE,www.arescre.com
DRAD,www.digirad.com
AXL,www.aam.com
EBTC,www.enterprisebanking.com
HSII,www.heidrick.com
OAS,www.oasispetroleum.com
PKE,www.parkelectro.com
TLOG,www.tetralogicpharma.com
RICE,www.riceenergy.com
RGEN,www.repligen.com
DYAX,www.dyax.com
UUU,www.universalsecurity.com
RKUS,www.ruckuswireless.com
OPK,www.opko.com
3SITO,www.sitomobile.com
CIT,www.cit.com
SAIA,www.saia.com
PSDV,www.psivida.com
KELYA,www.kellyservices.com
LXU,www.lsbindustries.com
BLUE,www.bluebirdbio.com
FFKT,www.farmerscapital.com
PDEX,www.pro-dex.com
NVR,www.nvrinc.com
APPY,www.venaxis.com
FRP,www.fairpoint.com
COSI,www.getcosi.com
NBS,www.neostem.com
DPZ,www.dominos.com
ATW,www.atwd.com
AVY,www.averydennison.com
BHI,www.bakerhughes.com
BLL,www.ball.com
RDNT,www.radnet.com
SCLN,www.sciclone.com
STEM,www.stemcellsinc.com
STE,www.steris.com
CDI,www.cdicorp.com
CASY,www.caseys.com
IEP,www.ielp.com
DGLY,www.digitalallyinc.com
CE,www.celanese.com
INTC,www.intel.com
OKS,www.oneokpartners.com
DXYN,www.thedixiegroup.com
MNI,www.mcclatchy.com
HNT,www.healthnet.com
HTBK,www.heritagecommercecorp.com
HBI,www.hanesbrands.com
SBH,www.sallybeautyholdings.com
GLDC,www.goldenflake.com
GHM,www.graham-mfg.com
GBX,www.gbrx.com
LLL,www.l-3com.com
MTR,NULL
FBRC,www.fbr.com
PANL,www.pangaeals.com
NEWR,www.newrelic.com
GWR,www.gwrr.com
MVC,www.mvccapital.com
LTRX,www.lantronix.com
IVR,www.invescomortgagecapital.com
IBIO,www.ibioinc.com
SPPR,www.supertelinc.com
HEOP,www.heritageoaksbancorp.com
PFIE,www.profireenergy.com
MVO,NULL
TCAP,www.tcap.com
JMG,www.journalcommunications.com
VSH,www.vishay.com
VSLR,www.vivintsolar.com
OPXA,www.opexatherapeutics.com
AKAM,www.akamai.com
ENTL,www.entellusmedical.com
LORL,www.loral.com
AAC,www.americanaddictioncenters.com
HTS,www.hatfin.com
ETRM,www.enteromedics.com
NBL,www.nobleenergyinc.com
PE,www.parsleyenergy.com
MCS,www.marcuscorp.com
MSI,www.motorolasolutions.com
INTG,www.intergroupcorporation.com
SALE,www.retailmenot.com
STRP,www.spathinc.com
SPEX,www.spherix.com
LOGM,www.logmein.com
TDS,www.teldta.com
TMK,www.torchmarkcorp.com
ARIS,www.arinet.com
COP,www.conocophillips.com
OCUL,www.ocutx.com
RAS,www.raitft.com
IESC,www.ies-co.com
RCKY,www.rockyboots.com
PMBC,www.pmbank.com
MEET,www.meetmecorp.com
IRWD,www.ironwoodpharma.com
LUV,www.southwest.com
SCX,www.starrett.com
BONT,www.bonton.com
SLAB,www.silabs.com
LPSN,www.liveperson.com
SPLP,www.steelpartners.com
TSRI,www.tsrconsulting.com
ZHNE,www.zhone.com
BCEI,www.bonanzacrk.net
TAX,www.libertytax.com
BLMT,www.belmontsavings.com
MEMP,www.memorialpp.com
TNGO,www.tangoe.com
SSYS,www.stratasys.com
HDSN,www.hudsontech.com
NWBO,www.nwbio.com
PLPM,www.planetpayment.com
PAH,www.platformspecialtyproducts.com
PFIN,www.pfina.com
GDP,www.goodrichpetroleum.com
CUDA,www.barracuda.com
CLDN,www.celladon.net
STKS,www.togrp.com
EGLT,www.egalet.com
VNCE,www.vince.com
PHX,www.panhandleoilandgas.com
PER,NULL
EMAN,www.emagin.com
HMPR,www.bankofhamptonroads.com
FWV,www.snl.com
ATLO,www.amesnational.com
DO,www.diamondoffshore.com
HEP,www.hollyenergy.com
KLAC,www.kla-tencor.com
KEQU,www.kewaunee.com
RCAP,www.rcscapital.com
MODN,www.modeln.com
ADMA,www.admabiologics.com
CNOB,www.centerbancorp.com
FNJN,www.finjan.com
PRXL,www.parexel.com
INT,www.wfscorp.com
VHI,www.valhi.net
KBH,www.kbhome.com
CPSI,www.cpsi.com
PAG,www.penskeautomotive.com
SRT,www.startek.com
PPBI,www.ppbi.com
MNKD,www.mannkindcorp.com
DRH,www.drhc.com
PXD,www.pxd.com
PAY,www.verifone.com
GTT,www.gtt.net
UIS,www.unisys.com
CSX,www.csx.com
LVNTA,www.libertyinteractive.com
FCBC,www.fcbresource.com
FCCY,www.firstconstitutionbank.com
FSNN,www.fusionconnect.com
HBP,www.huttig.com
ISH,www.intship.com
FRME,www.firstmerchants.com
RTRX,www.retrophin.com
INCY,www.incyte.com
RNN,www.rexahn.com
TROX,www.tronox.com
GHDX,www.genomichealth.com
ORI,www.oldrepublic.com
CVSL,www.cvsl.us.com
FWM,www.fairwaymarket.com
FSLR,www.firstsolar.com
GORO,www.goldresourcecorp.com
GSAT,www.globalstar.com
CW,www.curtisswright.com
REMY,www.remyinc.com
MOFG,www.midwestone.com
SAH,www.sonicautomotive.com
CYNO,www.cynosure.com
ARII,www.americanrailcar.com
GIGA,www.gigatronics.com
GLT,www.glatfelter.com
GEO,www.geogroup.com
HME,www.homeproperties.com
PODD,www.insulet.com
INFN,www.infinera.com
NAVG,www.navg.com
SBCF,www.seacoastnational.com
DVCR,www.advocatinc.com
ABCB,www.amerisbank.com
SSD,www.simpsonmfg.com
EHTH,www.ehealthinsurance.com
YRCW,www.yrcw.com
TSRE,www.tradestreetresidential.com
ERI,www.eldoradoresorts.com
CPPL,NULL
BLCM,www.bellicum.com
IMN,www.imation.com
HELE,www.hotus.com
TG,www.tredegar.com
HAFC,www.hanmi.com
WGBS,www.wafergen.com
PLXS,www.plexus.com
EQGP,NULL
ATRS,www.antarespharma.com
NCI,www.navigant.com
PMT,NULL
MDLY,NULL
FORD,www.forwardindustries.com
CBNJ,www.capebankonline2.com
RGSE,www.realgoodssolar.com
CTAS,www.cintas.com
LVLT,www.level3.com
INOV,www.inovalon.com
CENX,www.centuryaluminum.com
SYKE,www.sykes.com
GPX,www.gpstrategies.com
XEL,www.xcelenergy.com
RIVR,www.rvfbank.com
WPT,www.worldpointlp.com
VDSI,www.vasco.com
ANAC,www.anacor.com
SPOK,www.spok.com
WIFI,www.boingo.com
FBNK,www.farmingtonbankct.com
AM,www.anteromidstream.com
3NUUU,www.tapplic.com
SEP,www.spectraenergypartners.com
PRO,www.pros.com
VMW,www.vmware.com
PLT,www.plantronics.com
QSII,www.qsii.com
SPKE,www.sparkenergy.com
BXMT,www.blackstonemortgagetrust.com
AMBC,www.ambac.com
USCR,www.us-concrete.com
CALX,www.calix.com
CRMD,www.cormedix.com
AVEO,www.aveopharma.com
APO,www.agm.com
TE,www.tecoenergy.com
ACAD,www.acadia-pharm.com
MCEP,www.midconenergypartners.com
WHLR,www.whlr.us
EXTR,www.extremenetworks.com
ATLC,www.atlanticus.com
SFG,www.stancorpfinancial.com
FLT,www.fleetcor.com
DTV,www.directv.com
SIGM,www.sigmadesigns.com
BABY,www.natus.com
ANTM,www.antheminc.com
ZU,www.zulily.com
HNRG,www.halladorenergy.com
RTGN,www.ruthigen.com
MFRI,www.mfri.com
FLWS,www.1800flowers.com
VASC,www.vascularsolutions.com
UTMD,www.utahmed.com
VRNT,www.verint.com
PCRX,www.pacira.com
HSIC,www.henryschein.com
KCLI,www.kclife.com
BDR,www.blondertongue.com
GLDD,www.gldd.com
M,www.macysinc.com
SBUX,www.starbucks.com
MKTX,www.marketaxess.com
BTX,www.biotimeinc.com
AGCO,www.agcocorp.com
CRMT,www.car-mart.com
NYNY,www.empireresorts.com
MELA,www.melasciences.com
CTB,www.coopertire.com
WABC,www.westamerica.com
SGY,www.stoneenergy.com
SPTN,www.spartanstores.com
SNTA,www.syntapharma.com
CIFC,www.cifc.com
LOCK,www.lifelock.com
AIN,www.albint.com
OKSB,www.oksb.com
