tic,weburl
ROSE,www.rosettaresources.com
CODI,www.compassdiversifiedholdings.com
ADK,www.adcarehealth.com
MGPI,www.mgpingredients.com
GPIC,www.gpigaming.com
WEN,www.aboutwendys.com
GCO,www.genesco.com
GTY,www.gettyrealty.com
AXTI,www.axt.com
HZO,www.marinemax.com
UCFC,www.ucfconline.com
REI,www.ringenergy.com
SAR,www.saratogainvestmentcorp.com
NBY,www.novabaypharma.com
MRK,www.merck.com
MEI,www.methode.com
RXII,www.rxipharma.com
ACHN,www.achillion.com
Y,www.alleghany.com
AXTA,www.axaltacs.com
BHLB,www.berkshirebank.com
CLD,www.cloudpeakenergy.com
HSY,www.hersheys.com
EMMS,www.emmis.com
SXCP,www.sxcpartners.com
BCOR,www.blucora.com
PRTS,www.usautoparts.net
HAR,www.harman.com
GIMO,www.gigamon.com
OSUR,www.orasure.com
BLBD,www.blue-bird.com
SONC,www.sonicdrivein.com
OMCL,www.omnicell.com
ESSX,www.essexrental.com
AMGN,www.amgen.com
BEAV,www.beaerospace.com
YUMA,www.yumaenergyinc.com
PLBC,www.plumasbank.com
CMCO,www.cmworks.com
REV,www.revlon.com
IMMR,www.immersion.com
BWEN,www.bwen.com
MARK,www.remarkmedia.com
OZM,www.ozcap.com
CTIC,www.ctibiopharma.com
TER,www.teradyne.com
THOR,www.thoratec.com
GILD,www.gilead.com
DCTH,www.delcath.com
MBII,www.marronebioinnovations.com
PTC,www.ptc.com
IPI,www.intrepidpotash.com
LLY,www.lilly.com
LUB,www.lubys.com
OPWR,www.opower.com
PBT,www.pbt-permian.com
ANET,www.aristanetworks.com
XENT,www.intersectent.com
VKTX,www.vikingtherapeutics.com
MILL,www.millerenergyresources.com
USBI,www.firstusbank.com
TRCB,investor.tworiverbank.com
EVER,www.everbank.com
SVVC,www.firsthandtvf.com
SYK,www.strykercorp.com
ORLY,www.oreillyauto.com
ARRY,www.arraybiopharma.com
MOSY,www.mosys.com
MTDR,www.matadorresources.com
BCOV,www.brightcove.com
AZO,www.autozone.com
CEB,www.executiveboard.com
PRMW,www.primowater.com
NPTN,www.neophotonics.com
TOL,www.tollbrothers.com
EGL,www.engilitycorp.com
MBTF,www.mbandt.com
CAMB,NULL
3COCP,www.cocrystalpharma.com
OGS,www.onegas.com
MSO,www.marthastewart.com
FMBI,www.firstmidwest.com
TROW,www.troweprice.com
CVG,www.convergys.com
GS,www.goldmansachs.com
FULL,www.fccapital.com
OFED,www.oconeefederal.com
UAMY,www.usantimony.com
JBLU,www.jetblue.com
APAM,www.artisanpartners.com
BEE,www.strategichotels.com
PFSI,www.pennymacfinancial.com
CLAC,www.capitolacquisition.com
BKSC,www.banksc.com
CVLY,www.peoplesbanknet.com
REXR,www.rexfordindustrial.com
MIG,www.meadowbrook.com
CBMX,www.combimatrix.com
HCLP,www.hicrushpartners.com
IT,www.gartner.com
WSTG,www.waysidetechnology.com
UNXL,www.unipixel.com
ARO,www.aeropostale.com
EGN,www.energen.com
NEU,www.newmarket.com
NKSH,www.nationalbankshares.com
PRCP,www.perceptron.com
ASUR,www.asuresoftware.com
URZ,www.uranerz.com
MEA,www.metalico.com
PPO,www.polypore.net
MAN,www.manpowergroup.com
SBY,www.silverbayrealtytrustcorp.com
CEQP,www.crestwoodlp.com
IPG,www.interpublic.com
WHF,whitehorsefinance.com
RTI,www.rtiintl.com
MTZ,www.mastec.com
CSPI,www.cspi.com
CBT,www.cabot-corp.com
LVS,www.lasvegassands.com
SNSS,www.sunesis.com
DY,www.dycomind.com
DYSL,www.dynasilcorp.com
CYBE,www.cyberoptics.com
LDR,www.landauerinc.com
FIS,www.fisglobal.com
ATLS,www.atlasenergy.com
FUL,www.hbfuller.com
MINI,www.mobilemini.com
AVB,www.avalonbay.com
DV,www.devryinc.com
PWX,www.pwrr.com
LTS,www.ladenburg.com
LDOS,www.leidos.com
STAR,www.istarfinancial.com
IEX,www.idexcorp.com
AMKR,www.amkor.com
WAFD,www.washingtonfederal.com
KBR,www.kbr.com
CASM,www.casmed.com
NMIH,www.nationalmi.com
IBOC,www.ibc.com
OVTI,www.ovt.com
DMRC,www.digimarc.com
HCN,www.hcreit.com
WBMD,www.wbmd.com
EFSC,www.enterprisebank.com
BOBE,www.bobevans.com
JOY,www.joyglobal.com
OA,www.orbitalatk.com
SRCL,www.stericycle.com
WLFC,www.willislease.com
SNMX,www.senomyx.com
TBNK,www.territorialsavings.net
ARI,www.apolloreit.com
AEP,www.aep.com
AVD,www.american-vanguard.com
VMI,www.valmont.com
ALTV,www.alteva.com
IRIX,www.iridex.com
HUBG,www.hubgroup.com
TITN,www.titanmachinery.com
AHC,www.ahbelo.com
EBSB,www.ebsb.com
OPY,www.opco.com
CRR,www.carboceramics.com
NWL,www.newellrubbermaid.com
MOV,www.movadogroup.com
OXY,www.oxy.com
CTLT,www.catalent.com
ZSPH,www.zspharma.com
GIFI,www.gulfisland.com
GMED,www.globusmedical.com
MCP,www.molycorp.com
XON,www.dna.com
AAOI,www.ao-inc.com
QTS,www.qualitytech.com
INSY,www.insysrx.com
TLLP,www.tesorologistics.com
THR,www.thermon.com
MARPS,www.marps-marinepetroleumtrust.com
BRDR,www.borderfree.com
ATEN,www.a10networks.com
SCOR,www.comscore.com
BKCC,www.blackrockkelso.com
DSKX,www.dslaboratories.com
PPL,www.pplweb.com
PW,www.pwreit.com
PHM,www.pultegroupinc.com
TRUP,www.trupanion.com
ATRA,www.atarabio.com
BPI,www.bridgepointeducation.com
ODFL,www.odfl.com
EW,www.edwards.com
SMTP,www.smtp.com
TECU,www.tecumseh.com
XXIA,www.ixiacom.com
DVAX,www.dynavax.com
VGZ,www.vistagold.com
BBNK,www.bridgecapitalholdings.com
IFON,www.infosonics.com
RGS,www.regiscorp.com
RAD,www.riteaid.com
LCUT,www.lifetimebrands.com
CFFN,www.capfed.com
ENV,www.envestnet.com
AMRC,www.ameresco.com
COR,www.coresite.com
3UBIQ,www.ubiquitycorp.com
NEWM,www.newmediainv.com
ARLP,www.arlp.com
WAGE,www.wageworks.com
ASPN,www.aerogel.com
UFI,www.unifi-inc.com
UDR,www.udr.com
NATI,www.ni.com
RDI,www.readingrdi.com
EPAX,www.ambassadorsgroup.com
TRIP,www.tripadvisor.com
DTLK,www.datalink.com
ENSV,www.enservco.com
NGS,www.ngsgi.com
XEC,www.cimarex.com
SFM,www.sprouts.com
NVAX,www.novavax.com
AAWW,www.atlasair.com
UTI,www.uti.edu
BGS,www.bgfoods.com
AVT,www.avnet.com
B,www.BGInc.com
GPK,www.graphicpkg.com
CGNT,www.cogentixmedical.com
QCCO,www.qcholdings.com
HART,www.harvardapparatusregen.com
FBNC,www.localfirstbank.com
ROCK,www.gibraltar1.com
CMTL,www.comtechtel.com
CUZ,www.cousinsproperties.com
CBRL,www.crackerbarrel.com
DMND,www.diamondfoods.com
CAMP,www.calamp.com
UHT,www.uhrit.com
PSMT,www.pricesmart.com
ARCC,www.arescapitalcorp.com
OTEL,www.otelcoinc.com
DCO,www.ducommun.com
EML,www.easterncompany.com
NYCB,www.mynycb.com
FONR,www.fonar.com
CINF,www.cinfin.com
OME,www.omegaprotein.com
BPTH,www.biopathholdings.com
ALLY,www.ally.com
GWW,www.grainger.com
RLOG,www.randlogisticsinc.com
TYPE,www.monotype.com
MKC,www.mccormickcorporation.com
ONB,www.oldnational.com
WBS,www.websteronline.com
UFCS,www.unitedfiregroup.com
ALK,www.alaskaair.com
CDK,www.cdkglobal.com
TBK,www.triumphbancorp.com
LMRK,www.landmarkmlp.com
TBI,www.trueblue.com
ALIM,www.alimerasciences.com
TREE,www.tree.com
ASCMA,ascentcapitalgroupinc.com
PRXI,www.prxi.com
PAA,www.paalp.com
STL,www.sterlingbancorp.com
SE,www.spectraenergy.com
IMMY,www.imprimispharma.com
CERN,www.cerner.com
ETSY,www.etsy.com
ETFC,us.etrade.com
OMER,www.omeros.com
SRNE,www.sorrentotherapeutics.com
VNO,www.vno.com
WPP,www.wausaupaper.com
LNDC,www.landec.com
CRTN,www.cartesian.com
CHDN,www.churchilldownsincorporated.com
CLX,www.thecloroxcompany.com
PGR,www.progressive.com
CCC,www.calgoncarbon.com
ONVI,www.onvia.com
MTN,www.vailresorts.com
FIVE,www.fivebelow.com
LEN,www.lennar.com
MPET,www.magellanpetroleum.com
DPRX,www.dipexiumpharmaceuticals.com
SFS,www.smartandfinal.com
TRIV,www.trivascular.com
SGM,www.stonegatemtg.com
CVT,www.cvent.com
FMI,www.foundationmedicine.com
JASN,www.jasoninc.com
AWK,www.amwater.com
CLDX,www.celldextherapeutics.com
SINO,www.sino-global.com
ACRX,www.acelrx.com
AGYS,www.agilysys.com
NEP,www.investor.nexteraenergypartners.com
CIX,www.compx.com
SCI,www.sci-corp.com
NHI,www.nhireit.com
NRG,www.nrgenergy.com
SEAS,www.seaworld.com
NGL,www.nglenergypartners.com
PSG,www.performancesportsgroup.com
SYY,www.sysco.com
ELS,www.equitylifestyle.com
DEST,www.destinationmaternitycorp.com
GGP,www.ggp.com
BKMU,www.bankmutualcorp.com
ERA,www.eragroupinc.com
CG,www.carlyle.com
RGCO,www.rgcresources.com
FCFS,www.firstcash.com
AMRI,www.amriglobal.com
EXL,www.exceltrust.com
WMLP,www.oxfordresources.com
IL,www.intralinks.com
AMRS,www.amyris.com
TFM,www.thefreshmarket.com
INVN,www.invensense.com
DLHC,www.dlhcorp.com
FRED,www.fredsinc.com
OLN,www.olin.com
OKE,www.oneok.com
PCG,www.pgecorp.com
PMFG,www.pmfginc.com
ESBA,NULL
IBP,www.installedbuildingproducts.com
FPI,www.farmlandpartners.com
LE,www.landsend.com
NSIT,www.insight.com
EBAY,www.ebayinc.com
CRUS,www.cirrus.com
ENLK,www.enlink.com
ADEP,www.adept.com
MSM,www.mscdirect.com
LAKE,www.lakeland.com
MHO,www.mihomes.com
TSRA,www.tessera.com
ATO,www.atmosenergy.com
EXPD,www.expeditors.com
AIRM,www.airmethods.com
KOOL,www.cescatherapeutics.com
LFUS,www.littelfuse.com
RMBS,www.rambus.com
USAK,www.usa-truck.com
BBW,www.buildabear.com
CNW,www.con-way.com
GMCR,www.gmcr.com
TPLM,www.trianglepetroleum.com
CTRN,www.cititrends.com
OMG,www.omgi.com
AF,www.astoriabank.com
WWWW,www.web.com
VSCP,www.virtualscopics.com
CSS,www.cssindustries.com
CACI,www.caci.com
BPL,www.buckeye.com
EQC,www.cwhreit.com
NAVB,www.navidea.com
LGND,www.ligand.com
ECL,www.ecolab.com
ESIO,www.esi.com
CBLI,www.cbiolabs.com
BZH,www.beazer.com
OCLS,www.oculusis.com
KED,www.kaynefunds.com/ked/fact-sheet/
FCX,www.fcx.com
AI,www.arlingtonasset.com
HOMB,www.homebancshares.com
XPL,www.solitarioxr.com
MLR,www.millerind.com
DOM,www.dom-dominionblackwarriortrust.com
VTR,www.ventasreit.com
EQY,www.equityone.net
BR,www.broadridge.com
CAVM,www.caviumnetworks.com
CVS,www.cvshealth.com
MCY,www.mercuryinsurance.com
KND,www.kindredhealthcare.com
ITG,www.itg.com
ROYT,www.pacificcoastoiltrust.com
INWK,www.inwk.com
WY,www.weyerhaeuser.com
ITEK,www.inotekcorp.com
ARDM,www.aradigm.com
MDRX,www.allscripts.com
3VPIG,www.oink.com
HRL,www.hormelfoods.com
CTT,www.catchmark.com
KCAP,www.kohlbergcapital.com
RENT,www.rentrak.com
VIRT,www.virtu.com
HAYN,www.haynesintl.com
FTI,www.fmctechnologies.com
PRU,www.prudential.com
AIG,www.aig.com
AMS,www.ashs.com
VIRC,www.virco.com
WBA,www.walgreens.com
WRE,www.writ.com
MWV,www.meadwestvaco.com
NTN,www.buzztime.com
VICR,www.vicorpower.com
HYH,www.halyardhealth.com
GVA,www.graniteconstruction.com
LPTH,www.lightpath.com
ELNK,www.earthlink.net
PLUG,www.plugpower.com
CHD,www.churchdwight.com
CRV,www.coastdistribution.com
CMCSA,www.comcast.com
DXLG,www.destinationxl.com
XHR,www.xeniareit.com
HEB,www.hemispherx.net
TRV,www.travelers.com
MAIN,www.mainstcapital.com
ZEP,www.zepinc.com
CVI,www.cvrenergy.com
VNR,www.vnrllc.com
IQNT,www.inteliquent.com
NEWP,www.newport.com
WLRH,NULL
MWW,www.monster.com
DXPE,www.dxpe.com
3ASPU,www.aspen.edu
SXE,www.southcrossenergy.com
ATNI,www.atni.com
WNC,www.wabashnational.com
WRLD,www.worldacceptance.com
HBNC,www.horizonbank.com
GLPI,www.glpropinc.com
KATE,www.katespadeandcompany.com
MDU,www.mdu.com
MRO,www.marathonoil.com
SGNL,www.signalgenetics.com
TESO,www.tescocorp.com
VRSN,www.verisigninc.com
SXI,www.standex.com
MNRO,www.monro.com
EXEL,www.exelixis.com
SGA,sagacom.com
VUZI,www.vuzix.com
MSG,www.thegarden.com/
SANW,www.swseedco.com
SSY,www.sunlinkhealth.com
PSUN,www.pacsun.com
UTIW,www.go2uti.com
IRG,www.igniterestaurants.com
AXGN,www.axogeninc.com
AXAS,www.abraxaspetroleum.com
MKSI,www.mksinst.com
LPNT,www.lifepointhealth.net
ERN,www.erinenergy.com
GBDC,www.golubcapitalbdc.com
CY,www.cypress.com
XOMA,www.xoma.com
XGTI,www.xgtechnology.com
VCYT,www.veracyte.com
ENBL,www.enablemidstream.com
KN,www.knowles.com
CCOI,www.cogentco.com
CAW,www.ccaindustries.com
SAL,www.salisburybank.com
ALQA,alliqua.com
SYMC,www.symantec.com
RSYS,www.radisys.com
WYNN,www.wynnresorts.com
IBTX,www.independent-bank.com
AHH,www.armadahoffler.com
FDO,www.familydollar.com
FSS,www.federalsignal.com
CENTA,www.central.com
KMG,www.kmgchemicals.com
KRO,www.kronosww.com
STLD,www.steeldynamics.com
TPX,www.tempursealy.com
SNV,www.synovus.com
ICUI,www.icumed.com
HFFC,www.homefederal.com
WTI,www.wtoffshore.com
EXR,www.extraspace.com
BMR,www.biomedrealty.com
STZ,www.cbrands.com
CAH,www.cardinalhealth.com
CAT,www.caterpillar.com
BAMM,www.booksamillion.com
TCO,www.taubman.com
MRVC,www.mrv.com
MNTX,www.manitexinternational.com
CMS,www.cmsenergy.com
ADT,www.adt.com
IEC,www.iec-electronics.com
IDCC,www.interdigital.com
IVC,www.invacare.com
BCC,www.bc.com
ASBI,www.ameriana.com
MAR,www.marriott.com
NFX,www.newfield.com
SGBK,www.stonegatebank.com
DG,www.dollargeneral.com
EV,www.eatonvance.com
HAIN,www.hain-celestial.com
LPTN,www.lpath.com
ACI,www.archcoal.com
FMNB,www.farmersbankgroup.com
LBAI,www.lakelandbank.com
SONA,www.sonabank.com
PERY,www.pery.com
LGF,www.lionsgate.com
EPR,www.eprkc.com
CFFI,www.cffc.com
CNSI,www.comverse.com
MFA,www.mfa-reit.com
SOCB,www.southcoastbank.com
RGDX,www.responsegenetics.com
SLH,www.solerainc.com
SUBK,www.scnb.com
GTS,www.triplesmanagement.com
WWW,www.wolverineworldwide.com
HDP,www.hortonworks.com
HCA,www.hcahealthcare.com
JNS,www.janus.com
ARNA,www.arenapharm.com
KERX,www.keryx.com
HE,www.hei.com
NTIP,www.network-1.com
PB,www.prosperitybankusa.com
FCAP,www.firstharrison.com
HT,www.hersha.com
BC,www.brunswick.com
UNM,www.unum.com
CATY,www.cathaybank.com
BIOS,www.bioscrip.com
OCN,www.ocwen.com
BTU,www.peabodyenergy.com
STWD,www.starwoodpropertytrust.com
AME,www.ametek.com
WSO,www.watsco.com
EPRS,www.epirusbiopharma.com
GAIA,www.gaiam.com
IDN,www.icmobil.com
RTEC,www.rudolphtech.com
CMC,www.cmc.com
STDY,www.steadymed.com
MSCI,www.msci.com
NEM,www.newmont.com
MRNS,www.marinuspharma.com
CERS,www.cerus.com
TUMI,www.tumi.com
CNAT,www.conatuspharma.com
ESPR,www.esperion.com
3CNAB,www.unitedcannabis.us
FUNC,www.mybankfirstunited.com
EVHC,www.evhc.net
3PROP,www.propell.com
GALE,www.galenabiopharma.com
LEE,www.lee.net
FAC,www.acceptanceinsurance.com
LPX,www.lpcorp.com
RUBI,www.rubiconproject.com
FIVN,www.five9.com
BOX,www.box.net
BZC,www.breeze-eastern.com
KIM,www.kimcorealty.com
RAI,www.reynoldsamerican.com
SBAC,www.sbasite.com
JNPR,www.juniper.net
XBKS,www.xenithbank.com
NAUH,www.national.edu
GDOT,www.greendot.com
PBI,www.pb.com
AGX,www.arganinc.com
WPC,www.wpcarey.com
MRCY,www.mrcy.com
PES,www.pioneeres.com
SWX,www.swgas.com
QBAK,www.qualstar.com
ARCP,www.arcpreit.com
NSPR,www.inspire-md.com
CHEF,www.chefswarehouse.com
CHS,www.chicosfas.com
POL,www.polyone.com
SRLP,www.spragueenergy.com
USLM,www.uslm.com
AN,www.autonation.com
LLTC,www.linear.com
GME,www.gamestop.com
CAB,www.cabelas.com
NTIC,www.ntic.com
TIME,www.timeinc.com
CARB,www.carbonite.com
ACUR,www.acurapharm.com
IXYS,www.ixys.com
3CLCN,www.creativelearningcorp.com
UHS,www.uhsinc.com
VSEC,www.vsecorp.com
ISSI,www.issi.com
VOYA,www.voya.com
GHL,www.greenhill.com
WR,www.westarenergy.com
KMT,www.kennametal.com
THST,www.truetthurstinc.com
FSB,www.franklinfinancialnetwork.com
CCS,www.centurycommunities.com
LTRE,www.learningtree.com
HTLF,www.wooribank.com
FSYS,www.fuelsystemssolutions.com
BRLI,www.bioreference.com
SSS,www.unclebobs.com
EXAR,www.exar.com
NAII,www.nai-online.com
HRTX,www.herontx.com
TTWO,www.take2games.com
ARE,www.labspace.com
AIZ,www.assurant.com
TICC,www.ticc.com
CRM,www.salesforce.com
HTM,www.usgeothermal.com
GNW,www.genworth.com
HSP,www.hospira.com
SSI,www.stagestoresinc.com
BPOP,www.popular.com/home
RNST,www.renasant.com
HLX,www.helixesg.com
CRZO,www.crzo.net
HTCH,www.htch.com
AEGN,www.aegion.com
TMHC,www.taylormorrison.com
FBP,www.firstbankpr.com
AMSF,www.amerisafe.com
CA,www.ca.com
IPAR,www.interparfumsinc.com
PPS,www.postproperties.com
NSR,www.neustar.biz
ACXM,www.acxiom.com
CRS,www.cartech.com
XRAY,www.dentsply.com
HCC,www.hcc.com
RPTP,www.raptorpharma.com
BBG,www.billbarrettcorp.com
EGP,www.eastgroup.net
MED,www.medifast1.com
RF,www.regions.com
FSTR,www.lbfoster.com
CPRT,www.copart.com
LARK,www.landmarkbancorpinc.com
ADC,www.agreerealty.com
CPRX,www.catalystpharma.com
AB,NULL
GPI,www.group1auto.com
MTD,www.mt.com
ECTE,www.echotx.com
SPWR,www.sunpowercorp.com
CBMG,www.cellbiomedgroup.com
MGRC,www.mgrc.com
MDP,www.meredith.com
IBCP,www.independentbank.com
FFBC,www.bankatfirst.com
PGTI,www.pgtindustries.com
EROC,www.eaglerockenergy.com
ACET,www.aceto.com
WEYS,www.weycogroup.com
HRG,www.HRGgroup.com
FRPT,www.freshpet.com
DM,www.dommidstream.com
HRMNU,NULL
UPLD,www.uplandsoftware.com
NBIX,www.neurocrine.com
SBFG,www.yoursbfinancial.com
3BLPG,www.bluelineprotectiongroup.com
CPHC,www.canterburypark.com
PPC,www.pilgrims.com
ISR,www.isoray.com
JJSF,www.jjsnack.com
CDZI,www.cadizinc.com
MDLZ,www.mondelezinternational.com
FTNT,www.fortinet.com
IRDM,www.iridium.com
ALOG,www.analogic.com
VALU,www.valueline.com
VMC,www.vulcanmaterials.com
PGRE,www.paramount-group.com
STOR,www.storecapital.com/
APRI,www.apricusbio.com
EXPE,www.expediainc.com
TDY,www.teledynetechnologies.com
TRMB,www.trimble.com
TDC,www.teradata.com
APEI,www.americanpubliceducation.com
FRSH,NULL
ESRT,www.empirestaterealtytrust.com
TSS,www.tsys.com
QCOM,www.qualcomm.com
MCO,www.moodys.com
HCOM,www.hawaiiantel.com
MCC,www.medleycapitalcorp.com
HII,www.huntingtoningalls.com
CSLT,www.castlighthealth.com
COLM,www.columbia.com
NANO,www.nanometrics.com
YUME,www.yume.com
BUSE,www.busey.com
PRGS,www.progress.com
FTR,www.frontier.com
SDT,NULL
SUNS,www.solarseniorcap.com
AWAY,www.homeaway.com
MTGE,www.mtge.com
PG,www.pg.com
DOOR,www.masonite.com
OLBK,www.oldlinebank.com
RMTI,www.rockwellmed.com
MDSO,www.mdsol.com
SEIC,www.seic.com
SLI,www.slindustries.com
SLB,www.slb.com
TNAV,www.telenav.com
TRR,www.trcsolutions.com
HBIO,www.harvardbioscience.com
ETP,www.energytransfer.com
TNXP,www.tonixpharma.com
QLIK,www.qlikview.com
RP,www.realpage.com
PPG,www.ppg.com
PH,www.parker.com
KIN,www.kindredbio.com
SFNC,www.simmonsfirst.com
PIH,www.1347pih.com
FRAN,www.francescas.com
RMGN,www.rmgnetworks.com
TLYS,www.tillys.com
ZLTQ,www.coolsculpting.com
AAP,www.advanceautoparts.com
SXL,www.sunocologistics.com
MEIL,www.methes.com
PLKI,www.popeyes.com/investors
VRA,www.verabradley.com
SWFT,www.swifttrans.com
SBRA,www.sabrahealth.com
PBCT,www.peoples.com
BTN,www.strong-world.com
SWM,www.swmintl.com
CATM,www.cardtronics.com
JNJ,www.jnj.com
KSU,www.kcsouthern.com
KMB,www.kimberly-clark.com
MRIN,www.marinsoftware.com
BYBK,www.baybankmd.com
HTBX,www.heatbio.com
IDSA,www.isa-inc.com
WRES,www.warrenresources.com
HHS,www.harte-hanks.com
SVBI,www.severnbank.com
FITB,www.53.com
FGP,www.ferrellgas.com
OHI,www.omegahealthcare.com
SRPT,www.sareptatherapeutics.com
INTT,www.intest.com
QEP,www.qepres.com
MNRK,www.monarchbank.com
REX,www.rexamerican.com
ADP,www.adp.com
BAX,www.baxter.com
OLED,www.universaldisplay.com
FINL,www.finishline.com
BECN,www.beaconroofingsupply.com
THRX,www.thrxinc.com
JCS,www.commsystems.com
CLR,www.clr.com
COO,www.coopercos.com
ZUMZ,www.zumiez.com
LINC,www.lincolnedu.com
ZN,www.zionoil.com
CIA,www.citizensinc.com
HIIQ,www.hiiquote.com
PTN,www.palatin.com
REG,www.regencycenters.com
WAL,www.westernalliancebancorp.com
JMBA,www.jambajuice.com
MDVN,www.medivation.com
CPSS,www.consumerportfolio.com
OSIS,www.osi-systems.com
SUI,www.suncommunities.com
SHOO,www.stevemadden.com
SPG,www.simon.com
BDL,www.flanigans.net
GPS,www.gapinc.com
BCRX,www.biocryst.com
MBLX,www.metabolix.com
DAIO,www.dataio.com
AOI,www.aointl.com
CTIB,www.ctiindustries.com
BKD,www.brookdaleliving.com
SURG,www.synergeticsusa.com
GM,www.gm.com
GEF,www.greif.com
SCTY,www.solarcity.com
ORRF,www.orrstown.com
TSQ,www.townsquaremedia.com
MAS,www.masco.com
MCD,www.aboutmcdonalds.com
UAM,www.universalamerican.com
COB,www.community1.com
NKA,www.niskapartners.com
PBIB,www.pbibank.com
AVX,www.avxcorp.com
MATX,www.matson.com
SF,www.stifel.com
NVEC,www.nve.com
HUBS,www.hubspot.com
ONDK,www.ondeck.com
SSRG,www.symmetrysurgical.com
KLXI,www.klx.com
RUSHA,www.rushenterprises.com
MGT,www.mgtci.com
VC,www.visteon.com
FES,www.forbesenergyservices.com
RRTS,www.rrts.com
SWHC,www.smith-wesson.com
PCYG,www.parkcitygroup.com
NSA,www.nationalstorageaffiliates.com
BPMC,www.blueprintmedicines.com
WST,www.westpharma.com
PLCM,www.polycom.com
AREX,www.approachresources.com
ABDC,www.alcentracapital.com
WIBC,www.wilshirebank.com
ATI,www.atimetals.com
SPNC,www.spectranetics.com
SAEX,www.saexploration.com
LKFN,www.lakecitybank.com
PM,www.pmi.com
LANC,www.lancastercolony.com
LECO,www.lincolnelectric.com
MDC,www.richmondamerican.com
AKBA,www.akebia.com
ENLC,www.enlink.com
FSIC,www.fsinvestmentcorp.com
REXX,www.rexenergycorp.com
AOS,www.aosmith.com
ZBRA,www.zebra.com
ENR,www.energizer.com
SPRT,www.support.com
SZYM,www.solazyme.com
TLR,www.timberline-resources.com
FIBK,www.fibk.com
ARDX,www.ardelyx.com
DNR,www.denbury.com
AMPH,www.amphastar.com
IMPR,www.imprivata.com
HOLX,www.hologic.com
YDLE,www.yodlee.com
WDR,www.waddell.com
ROL,www.rollins.com
TCP,www.tcpipelineslp.com
EAC,www.ericksonaircrane.com
IPHI,www.inphi.com
REFR,www.smartglass.com
GROW,www.usfunds.com
LPG,www.dorianlpg.com
OXM,www.oxfordinc.com
PAR,www.partech.com
VRNS,www.varonis.com
PLPC,www.preformed.com
PRK,www.parknationalcorp.com
LADR,www.laddercapital.com
OUT,www.outfrontmedia.com
TSE,www.trinseo.com
CFNL,www.cardinalbank.com
FMSA,www.fairmountminerals.com
UMBF,www.umb.com
WFD,www.westfieldbank.com
ABBV,www.abbvie.com
NEOG,www.neogen.com
HPT,www.hptreit.com
CVO,www.cenveo.com
HASI,www.hannonarmstrong.com
EPZM,www.epizyme.com
SCCO,www.southerncoppercorp.com
3NEPH,www.nephros.com
MRTN,www.marten.com
CKEC,www.carmike.com
ARQL,www.arqule.com
PRSC,www.provcorp.com
GTXI,www.gtxinc.com
LABL,www.multicolorcorp.com
SMLP,www.summitmidstream.com
KNL,www.knoll.com
GAS,www.aglresources.com
ADSK,www.autodesk.com
VZ,www.verizon.com
CSH,www.cashamerica.com
ICCC,www.immucell.com
CRT,www.crt-crosstimbers.com
ESRX,www.express-scripts.com
EXH,www.exterran.com
QADA,www.qad.com
VVI,www.viad.com
IG,www.igilabs.com
IMMU,www.immunomedics.com
INPH,www.interphase.com
BDC,www.belden.com
DRC,www.dresser-rand.com
NXTM,www.nxstage.com
RLGT,www.radiantdelivers.com
ICE,www.theice.com
DLB,www.dolby.com
NSYS,www.nortechsys.com
DOW,www.dow.com
NTLS,www.ntelos.com
IGC,www.indiaglobalcap.com
FRS,www.frischs.com
NNBR,www.nninc.com
EXLP,www.exterran.com/EXLP
AMG,www.amg.com
ALDW,www.alonpartners.com
BIOD,www.biodel.com
MSEX,www.middlesexwater.com
NSEC,www.nationalsecuritygroup.com
TRST,www.trustcobank.com
DNKN,www.dunkinbrands.com
ESXB,www.cbtrustcorp.com
WYN,www.wyndhamworldwide.com
PNW,www.pinnaclewest.com
SWKS,www.skyworksinc.com
NEOT,www.lithera.com
CVCY,www.cvcb.com
GPRE,www.gpreinc.com
AMOT,www.alliedmotion.com
NEWS,www.newstarfin.com
BLT,www.blount.com
WMT,www.walmart.com
VBIV,www.vbivaccines.com
ALXN,www.alexionpharm.com
BGCP,www.bgcpartners.com
N,www.netsuite.com
MGN,www.minesmanagement.com
CRK,crkfrisco.com
PLMT,www.palmettobank.com
UIHC,www.upcinsurance.com
NDSN,www.nordson.com
KEYS,www.keysight.com
SIR,www.sirreit.com
TSRO,www.tesarobio.com
NL,www.nl-ind.com
STCK,www.stocksupply.com
NXTD,www.nxt-id.com
FGL,home.fglife.com
TRXC,www.transenterix.com
PEGI,www.patternenergy.com
CFX,www.colfaxcorp.com
3VOIL,www.virtusoilandgas.com
UAN,www.cvrpartners.com
JTPY,www.jetpaycorp.com
LB,www.limitedbrands.com
LNC,www.lfg.com
TWOU,2u.com
SDPI,www.sdpi.com
VRTU,www.virtusa.com
RGLD,www.royalgold.com
GMO,www.generalmoly.com
VPCO,www.vapor-corp.com
EXPR,www.express.com
PFE,www.pfizer.com
ISTR,www.investarbank.com
SYF,www.synchronyfinancial.com
KE,www.kegroup.com
BHBK,www.bluehillsbancorp.com
PDVW,www.pacificdatavision.com
AAVL,www.avalanchebiotech.com
ABIO,www.arcabiopharma.com
MITT,www.agmortgageinvestmenttrust.com
CVTI,www.ctgcompanies.com
COL,www.rockwellcollins.com
WCIC,www.wcicommunities.com
CNS,www.cohenandsteers.com
MDGN,www.medgenics.com
