symbol,gics8,kmeans.text_024
SPWH,25504040,0
SQBG,25203010,0
SSI,25504010,0
SUN,10102040,0
SVU,30101030,0
TGT,25503020,0
TIF,25504040,0
TIS,30301010,0
TJX,25504010,0
TLF,25504010,0
TLYS,25504010,0
TMUS,50102010,0
TR,30202030,0
TSCO,25504040,0
TUES,25503020,0
TWMC,25504040,0
ULTA,25504040,0
URBN,25504010,0
VFC,25203010,0
VNCE,25203010,0
VRA,25203010,0
VSI,25504040,0
WEYS,25501010,0
WINA,25504040,0
WMAR,25504040,0
WMK,30101030,0
WMT,30101040,0
WSM,25504060,0
WWW,25203020,0
ZUMZ,25504010,0
FRSH,25301040,0
AAOI,45201020,1
AAON,20102010,1
ACLS,45301010,1
ADI,45301020,1
AEHR,45301010,1
AEIS,45301010,1
AETI,20104010,1
AGCO,20106015,1
AIMC,20106020,1
AIN,20106020,1
AIR,20101010,1
AIRI,20101010,1
AIT,20107010,1
AJRD,20101010,1
AKS,15104050,1
ALOT,45202030,1
AMAT,45301010,1
AME,20104010,1
AMKR,45301010,1
AMOT,20104010,1
AMSC,20104010,1
ANSS,45103010,1
AOSL,45301020,1
AP,15104050,1
APD,15101040,1
APH,45203015,1
ARCW,20106020,1
ARTW,20106015,1
ARTX,20101010,1
ASPN,10101020,1
ASTE,20106010,1
ASYS,45301010,1
ATI,15104050,1
ATRO,20101010,1
AVAV,20101010,1
AVX,45203015,1
AXE,45203030,1
AXTA,15101050,1
AXTI,45301010,1
AYI,20104010,1
AZZ,20104020,1
B,20106020,1
BA,20101010,1
BELFB,45201020,1
BGC,20104010,1
BGG,20106020,1
BHE,45203020,1
BOOM,20106020,1
BRC,20201010,1
BWEN,20104020,1
CCC,15101010,1
CCF,15101050,1
CCMP,45301010,1
CDNS,45103010,1
CDTI,25101010,1
CECE,20201050,1
CEVA,45301020,1
CFX,20106020,1
CGNX,45203010,1
CIR,20106020,1
CIX,20201060,1
CLFD,45201020,1
CLIR,45203010,1
CMC,15104050,1
CMCO,20106020,1
CMI,20106010,1
COHR,45203010,1
COHU,45301010,1
COL,20101010,1
CPST,20104020,1
CR,20106020,1
CREE,45301020,1
CRS,15104050,1
CRUS,45301020,1
CSL,20105010,1
CTS,45203020,1
CUI,45203010,1
CVU,20101010,1
CVV,45301010,1
CW,20101010,1
CY,45301020,1
CYBE,45301010,1
DAIO,45203020,1
DCI,20106020,1
DCO,20101010,1
DDD,45202030,1
DE,20106015,1
DIOD,45301020,1
DOV,20106020,1
DPW,20104010,1
DRAM,45202030,1
EFOI,20104010,1
ELON,45203020,1
EMKR,45201020,1
EML,20106020,1
EMR,20104010,1
ENPH,20104010,1
ENS,20104010,1
ENTG,45301010,1
ESE,20106020,1
ESIO,45203010,1
ESL,20101010,1
ESP,20104010,1
EVI,20107010,1
EXA,45103010,1
FARO,45203010,1
FAST,20107010,1
FCEL,20104010,1
FEIM,45203010,1
FELE,20106020,1
FLIR,45203010,1
FLS,20106020,1
FNSR,45201020,1
FORM,45301010,1
FRD,15104050,1
FSS,20106010,1
FTEK,20201050,1
GD,20101010,1
GENC,20106020,1
GEOS,10101020,1
GFN,20107010,1
GGG,20106020,1
GHM,20106020,1
GIGA,45203010,1
GLW,45203015,1
GNRC,20104010,1
GRC,20106020,1
GSIT,45301020,1
GTLS,20106020,1
GVP,45103010,1
GWW,20107010,1
HAYN,15104050,1
HDNG,20106020,1
HDSN,20201050,1
HEI,20101010,1
HI,20106020,1
HNH,15104050,1
HON,20105010,1
HSC,20106020,1
HURC,20106020,1
HWCC,20107010,1
HXL,20101010,1
IDSA,20201050,1
IDTI,45301020,1
IEC,45203020,1
IEX,20106020,1
IIN,45203015,1
IIVI,45203015,1
IMI,45301020,1
INTT,45301010,1
IPGP,45203020,1
IPHI,45301020,1
IPWR,20104010,1
ISNS,45203010,1
ISSC,20101010,1
ITT,20106020,1
ITW,20106020,1
IVAC,45202030,1
IXYS,45301020,1
JASN,20106020,1
JBL,45203020,1
JBT,20106020,1
KAI,20106020,1
KALU,15104010,1
KAMN,20107010,1
KE,45203020,1
KEYS,45203010,1
KLAC,45301010,1
KMT,20106020,1
KN,45203015,1
KOPN,45301020,1
KTCC,45203020,1
KVHI,45201020,1
LAWS,20107010,1
LDL,20106020,1
LEA,25101010,1
LEG,25201020,1
LGL,45203015,1
LII,20102010,1
LLL,20101010,1
LMIA,20101010,1
LMT,20101010,1
LNN,20106015,1
LPTH,45203010,1
LRCX,45301010,1
LSCC,45301020,1
LTBR,20202020,1
LUNA,45203010,1
LYTS,20104010,1
MATW,20201070,1
MCHP,45301020,1
MEI,45203020,1
MG,20202020,1
MGRC,20201070,1
MICT,20101010,1
MIDD,20106020,1
MIND,10101020,1
MINI,20201070,1
MKSI,45301010,1
MLI,20106020,1
MMM,20105010,1
MNTX,20106010,1
MOCO,45203010,1
MOD,25101010,1
MOSY,45301020,1
MPWR,45301020,1
MRCY,20101010,1
MSA,20201060,1
MSCC,45301020,1
MSM,20107010,1
MTD,35203010,1
MTRN,15104020,1
MTSC,45203010,1
MTSI,45301020,1
MU,45301020,1
MVIS,45203010,1
MXIM,45301020,1
MXL,45301020,1
MXWL,45203020,1
NANO,45301010,1
NATI,45203010,1
NCS,20102010,1
NDSN,20106020,1
NL,20201060,1
NLST,45203020,1
NNBR,20106020,1
NOC,20101010,1
NPK,20101010,1
NPO,20106020,1
NPTN,45301020,1
NSSC,45203010,1
NUE,15104050,1
NX,20102010,1
OA,20101010,1
OCC,45201020,1
OCLR,45201020,1
OESX,20104010,1
ON,45301020,1
OPTT,20104020,1
ORA,55105020,1
OSIS,45203010,1
OTTR,55101010,1
PAH,15101050,1
PDEX,35101010,1
PFIE,10101020,1
PFIN,25201040,1
PH,20106020,1
PKE,45203020,1
PKOH,20301010,1
PLAB,45301010,1
PLPC,20104010,1
PLUG,20104010,1
POWI,45301020,1
POWL,20104010,1
PRCP,45203010,1
PRKR,45201020,1
PRLB,20106020,1
PX,15101040,1
QBAK,45202030,1
QRVO,45301020,1
QUIK,45301020,1
RAVN,20105010,1
RBC,20104010,1
RBCN,45301010,1
REFR,45203010,1
RELL,45203030,1
RFIL,45203020,1
RMBS,45301020,1
ROCK,20102010,1
ROG,45203015,1
ROK,20104010,1
ROLL,20106020,1
ROP,20105010,1
RS,15104050,1
RTEC,45301010,1
RTN,20101010,1
RVLT,20104010,1
RXN,20106020,1
SANM,45203020,1
SCHN,15104050,1
SCX,20106020,1
SGMA,45203020,1
SHLO,25101010,1
SIF,20101010,1
SLAB,45301020,1
SMTC,45301020,1
SNA,20106020,1
SNHY,20106020,1
SPA,20101010,1
SPLP,40201030,1
SPR,20101010,1
SSD,20102010,1
SSYS,45202030,1
STLD,15104050,1
STRT,25101010,1
SWK,20106020,1
SWKS,45301020,1
SXI,20106020,1
SYNA,45301020,1
SYPR,25101010,1
SYX,45203030,1
TAYD,20106020,1
TDG,20101010,1
TDY,20101010,1
TEN,25101010,1
TER,45301010,1
TEX,20106010,1
TGI,20101010,1
THR,20104010,1
TIK,20101010,1
TKR,20106020,1
TMST,15104050,1
TRNS,20107010,1
TRS,20106020,1
TRT,45301010,1
TTC,20106015,1
TTMI,45203020,1
TWIN,20106010,1
TXN,45301020,1
TXT,20101010,1
UCTT,45301010,1
UEIC,25201010,1
UFPT,15103020,1
ULBI,20104010,1
UQM,25101010,1
URI,20107010,1
USAP,15104050,1
UTEK,45301010,1
UTX,20101010,1
VECO,45301010,1
VHI,15101050,1
VICR,20104010,1
VMI,20103010,1
VPG,45203010,1
VSH,45203015,1
WAB,20106010,1
WAIR,20101010,1
WCC,20107010,1
WIRE,20104010,1
WNC,20106010,1
WOR,15104050,1
WSCI,20106020,1
WSO,20107010,1
WST,35101020,1
WTT,45203010,1
WWD,20106020,1
X,15104050,1
XCRA,45301010,1
XLNX,45301020,1
XON,35201010,1
XONE,20106020,1
ZEUS,15104050,1
ATU,20106020,1
KWR,15101050,1
AMH,60101060,2
AVB,60101060,2
AVHI,25201030,2
BKD,35102020,2
BZH,25201030,2
CCS,25201030,2
CHCI,25201030,2
CSU,35102020,2
CVCO,25201030,2
DHI,25201030,2
EDR,60101060,2
ELS,60101060,2
FVE,35102020,2
GRBK,25201030,2
HHC,60102030,2
HOV,25201030,2
KBH,25201030,2
LEN,25201030,2
LGIH,25201030,2
MAA,60101060,2
MDC,25201030,2
MHO,25201030,2
MORE,60101060,2
MTH,25201030,2
NVR,25201030,2
NWHM,25201030,2
PHM,25201030,2
SKY,25201030,2
SNH,60101050,2
SUI,60101060,2
TMHC,25201030,2
TOL,25201030,2
TPH,25201030,2
UCP,25201030,2
UDR,60101060,2
UMH,60101060,2
WLH,25201030,2
ABR,40204010,3
AGM,40102010,3
AGNC,40204010,3
AI,40203010,3
ANH,40204010,3
ARI,40204010,3
ARR,40204010,3
BXMT,40204010,3
CHMI,40204010,3
CIM,40204010,3
CMO,40204010,3
DX,40204010,3
EARN,40204010,3
EFC,40203010,3
IMH,40102010,3
IVR,40204010,3
LADR,40204010,3
LOAN,40204010,3
MFA,40204010,3
MITT,40204010,3
MTG,40102010,3
MTGE,40204010,3
NLY,40204010,3
NMIH,40102010,3
NRZ,40204010,3
NSM,40102010,3
NYMT,40204010,3
OAKS,40204010,3
OCN,40102010,3
PFSI,40102010,3
PHH,40102010,3
PMT,40204010,3
RDN,40102010,3
RSO,40204010,3
RWT,40204010,3
SGM,40102010,3
STWD,40204010,3
TWO,40204010,3
WAC,40102010,3
WD,40102010,3
WMC,40204010,3
ZAIS,40203010,3
AE,10102030,4
APA,10102020,4
APC,10102020,4
AR,10102020,4
AREX,10102020,4
AXAS,10102020,4
BBG,10102020,4
BCEI,10102020,4
BPT,10102020,4
BSM,10102020,4
CHK,10102020,4
CHKR,10102020,4
CIE,10102020,4
CLR,10102020,4
COG,10102020,4
COP,10102020,4
CPE,10102020,4
CRC,10102020,4
CRK,10102020,4
CRT,10102020,4
CRZO,10102020,4
CXO,10102020,4
DMLP,10102020,4
DNR,10102020,4
DVN,10102020,4
ECR,10102020,4
ECT,10102020,4
EGN,10102020,4
EGY,10102020,4
ENRJ,10102020,4
EOG,10102020,4
EPE,10102020,4
EPM,10102020,4
ERN,10102020,4
ESTE,10102020,4
EVEP,10102020,4
EXXI,10102020,4
FANG,10102020,4
FPP,10102020,4
GBR,10102020,4
GNE,55101010,4
GPOR,10102020,4
GST,10102020,4
HES,10102020,4
HGT,10102020,4
HUSA,10102020,4
JONE,10102020,4
LGCY,10102020,4
LPI,10102020,4
MARPS,10102020,4
MCEP,10102020,4
MCF,10102020,4
MRO,10102020,4
MTDR,10102020,4
MTR,10102020,4
MUR,10102020,4
MVO,10102020,4
MXC,10102020,4
NBL,10102020,4
NDRO,10102020,4
NFX,10102020,4
NOG,10102020,4
NRT,10102020,4
OAS,10102020,4
OXY,10102010,4
PBT,10102020,4
PDCE,10102020,4
PE,10102020,4
PED,10102020,4
PER,10102020,4
PHX,10102020,4
PQ,10102020,4
PXD,10102020,4
QEP,10102020,4
REI,10102020,4
REN,10102020,4
REXX,10102020,4
RGLD,15104030,4
RICE,10102020,4
ROYT,10102020,4
RRC,10102020,4
RSPP,10102020,4
SBR,10102020,4
SDR,10102020,4
SDT,10102020,4
SJT,10102020,4
SM,10102020,4
SMLP,10102040,4
SN,10102020,4
SPP,10102020,4
SWN,10102020,4
TAT,10102020,4
TGC,10102020,4
TPL,40201030,4
TRCH,10102020,4
UNT,10101010,4
UPL,10102020,4
USEG,10102020,4
VNOM,10102020,4
VOC,10102020,4
WLL,10102020,4
WPX,10102020,4
WTI,10102020,4
XCO,10102020,4
XEC,10102020,4
XPL,15104040,4
YUMA,10102020,4
ZN,10102020,4
MPO,10102020,4
AAME,40301030,5
AEL,40301020,5
AET,35102030,5
AFG,40301030,5
AFH,40301040,5
AFL,40301020,5
AFSI,40301040,5
AIG,40301030,5
AIZ,40301030,5
AJG,40301010,5
ALL,40301040,5
AMSF,40301040,5
ANAT,40301030,5
BRO,40301010,5
BWINB,40301040,5
CI,35102030,5
CIA,40301020,5
CINF,40301040,5
CNA,40301040,5
CNO,40301020,5
CNXR,35103010,5
DGICA,40301040,5
EBIX,45103010,5
EHTH,40301010,5
EIG,40301040,5
EMCI,40301040,5
ERIE,40301040,5
FAC,40301040,5
FAF,40301040,5
FDEF,40102010,5
FFG,40301020,5
FNF,40301040,5
FNFV,40201030,5
FNHC,40301040,5
GNW,40301020,5
GTS,35102030,5
GWGH,40201040,5
HALL,40301040,5
HCI,40301040,5
HIG,40301030,5
HIIQ,40301010,5
HMN,40301030,5
HRG,30301010,5
HRTG,40301040,5
IHC,40301020,5
IPCC,40301040,5
KINS,40301040,5
KMPR,40301030,5
L,40301030,5
LNC,40301020,5
MBI,40301040,5
MCY,40301040,5
MET,40301020,5
MKL,40301040,5
NAVG,40301040,5
NGHC,40301030,5
NWLI,40301020,5
ORI,40301040,5
PFG,40301020,5
PGR,40301040,5
PIH,40301040,5
PRA,40301040,5
PRI,40301020,5
PRU,40301020,5
RGA,40301050,5
RLI,40301040,5
SAFT,40301040,5
SIGI,40301040,5
SNC,40301040,5
SNFCA,40102010,5
STBA,40101015,5
STFC,40301040,5
THG,40301040,5
TMK,40301020,5
TRV,40301040,5
UFCS,40301040,5
UHAL,20304020,5
UIHC,40301040,5
UNAM,40301040,5
UNM,40301020,5
UVE,40301040,5
VRSK,20202020,5
WRB,40301040,5
Y,40301050,5
AA,15104010,6
ACCO,20201060,6
ACET,35102010,6
ACTG,20202020,6
ACU,20201060,6
ADM,30202010,6
AKRX,35202010,6
ALB,15101050,6
ALCO,30202010,6
ALGN,35101020,6
AMC,25401030,6
AMD,45301020,6
AMPH,35202010,6
AMRK,40201040,6
AMRS,10102030,6
AMTX,10102030,6
AMWD,20102010,6
ANDE,30101020,6
AOI,30203010,6
APOG,20102010,6
APU,55102010,6
ARII,20106010,6
ASFI,40202010,6
ASH,15101050,6
ASH,15101050,6
ASTC,20101010,6
ATR,15103010,6
ATRS,35101020,6
AUMN,15104040,6
AVD,15101030,6
AVY,15103020,6
AWI,20102010,6
BC,25202010,6
BCC,15105010,6
BCPC,15101050,6
BECN,20107010,6
BERY,15103010,6
BG,30202010,6
BGS,30202030,6
BID,25302020,6
BLDR,20102010,6
BLL,15103010,6
BMS,15103020,6
BOBE,25301040,6
BREW,30201010,6
BRSS,20106020,6
BXC,20107010,6
CAG,30202030,6
CALM,30202030,6
CAW,30302010,6
CBM,35203010,6
CBOE,40203040,6
CBPX,20102010,6
CBT,15101010,6
CCK,15103010,6
CCL,25301020,6
CDE,15104045,6
CDXS,15101050,6
CE,15101050,6
CECO,25302010,6
CENTA,30301010,6
CENX,15104010,6
CF,15101030,6
CFI,25203030,6
CHD,30301010,6
CHEF,30101020,6
CHH,25301020,6
CL,30301010,6
CLF,15104050,6
CLMT,10102030,6
CLUB,25301030,6
CLW,15105020,6
CLX,30301010,6
CMP,15104020,6
CMT,15101010,6
CNK,25401030,6
COKE,30201030,6
COT,30201030,6
COTY,30302010,6
CPB,30202030,6
CRDS,45202030,6
CRWS,25203030,6
CSS,25201050,6
CSV,25302020,6
CTAS,20201070,6
CTHR,25203010,6
CUO,20102010,6
CVGW,30202030,6
CXW,60101080,6
DAR,30202010,6
DD,15101020,6
DEL,15105010,6
DF,30202030,6
DOOR,20102010,6
DOW,15101020,6
DPS,30201030,6
DXYN,25201020,6
EBF,20201010,6
ECPG,40202010,6
EL,30302010,6
ELY,25202010,6
EMAN,45203020,6
EMN,15101020,6
ENR,30301010,6
ESCA,25202010,6
EVA,10102050,6
EXP,15102010,6
EZPW,40202010,6
FARM,30202030,6
FBHS,20102010,6
FCX,15104025,6
FDP,30202010,6
FF,15101050,6
FGL,40301020,6
FIZZ,30201030,6
FLO,30202030,6
FLWS,25502020,6
FLXS,25201020,6
FMC,15101030,6
FMSA,10101020,6
FOE,15101050,6
FRPT,30202030,6
FTD,25502020,6
FUL,15101050,6
FUN,25301030,6
GEF,15103010,6
GEVO,10102030,6
GFF,20102010,6
GIS,30202030,6
GLT,15105020,6
GMO,15104020,6
GNC,25504040,6
GORO,15104030,6
GPK,15103020,6
GPRE,10102030,6
GRA,15101050,6
H,25301020,6
HAIN,30202030,6
HBP,20107010,6
HEAR,25201010,6
HELE,25201040,6
HL,15104045,6
HLT,25301020,6
HNI,20201060,6
HNRG,10102050,6
HRL,30202030,6
HSII,20202010,6
HSY,30202030,6
HTM,55105020,6
HUN,15101020,6
IBP,25201030,6
ICCC,35201010,6
IEP,20105010,6
IFF,15101050,6
IFON,45201020,6
IIIN,20102010,6
IMKTA,30101030,6
INGR,30202010,6
IOSP,15101050,6
IP,15103020,6
IPAR,30302010,6
IPHS,15101050,6
IPI,15101030,6
IRBT,25201040,6
JBSS,30202030,6
JJSF,30202030,6
JOUT,25202010,6
JVA,30202030,6
JYNT,35102020,6
K,30202030,6
KBAL,20201060,6
KBAL,20201060,6
KEM,45203020,6
KEQU,35101010,6
KMB,30301010,6
KMG,15101050,6
KNL,20201060,6
KO,30201030,6
KOP,15101010,6
KRA,15101050,6
KRO,15101010,6
KS,15105020,6
LABL,20201010,6
LAKE,25203010,6
LANC,30202030,6
LBY,25201050,6
LCI,35202010,6
LECO,20106020,6
LEU,10102050,6
LFVN,30302010,6
LL,25504030,6
LLY,35202010,6
LNCE,30202030,6
LNDC,30202030,6
LPG,10102040,6
LPX,15105010,6
LQ,25301020,6
LRAD,45203010,6
LWAY,30202030,6
LXU,15101020,6
MAR,25301020,6
MARA,20202020,6
MAS,20102010,6
MBII,15101030,6
MBUU,25202010,6
MC,40203020,6
MDLZ,30202030,6
MED,30302010,6
MGPI,30201020,6
MHK,25201020,6
MJN,30202030,6
MKC,30202030,6
MLHR,20201060,6
MLM,15102010,6
MLP,60102030,6
MNGA,20201050,6
MNST,30201030,6
MO,30203010,6
MON,15101030,6
MOS,15101030,6
MPX,25202010,6
MSB,15104050,6
MSN,25201010,6
MTEX,30302010,6
MTW,20106010,6
MTX,15101050,6
MYCC,25301030,6
MYOS,30302010,6
NAII,30302010,6
NATH,25301040,6
NBY,35202010,6
NC,25201040,6
NCLH,25301020,6
NEM,15104030,6
NEOG,35101020,6
NEU,15101050,6
NGVC,30101030,6
NHTC,30302010,6
NP,15105020,6
NTIC,15101050,6
NTRI,25502020,6
NUS,30302010,6
NUTR,30302010,6
NVDA,45301020,6
NVEC,45301020,6
NVFY,25201020,6
NWL,25201050,6
OBCI,30301010,6
OC,20102010,6
OCIP,15101010,6
ODC,30301010,6
OFLX,20106020,6
OI,15103010,6
OLED,45203015,6
OLN,15101010,6
OME,30202030,6
OMEX,20201070,6
OMN,15101050,6
PAHC,35202010,6
PANL,20303010,6
PATK,20102010,6
PBH,35202010,6
PBPB,25301040,6
PDLI,35201010,6
PEIX,10102030,6
PEP,30201030,6
PETS,25502020,6
PF,30202030,6
PFE,35202010,6
PGEM,20102010,6
PGTI,20102010,6
PHMD,35101010,6
PKG,15103020,6
PLT,45201020,6
PM,30203010,6
PNRA,25301040,6
POL,15101050,6
POOL,25501010,6
POST,30202030,6
PPC,30202030,6
PPG,15101050,6
PRAA,40202010,6
PRPH,35202010,6
PSMT,30101040,6
RAI,30203010,6
RAIL,20106010,6
RCL,25301020,6
REED,30201030,6
REGI,10102030,6
RELV,30302010,6
RESN,45201020,6
REV,30302010,6
REX,10102030,6
RGC,25401030,6
RGR,25202010,6
RGS,25302020,6
RIBT,30202030,6
RKDA,30202010,6
RMAX,60102040,6
ROL,20201050,6
ROX,30201020,6
RPM,15101050,6
RTK,15105010,6
RWC,45201020,6
RYAM,15101050,6
SAFM,30202030,6
SAM,30201010,6
SANW,30202010,6
SBUX,25301040,6
SCCO,15104025,6
SCI,25302020,6
SCL,15101050,6
SCON,45203015,6
SCS,20201060,6
SCSS,25504060,6
SEAS,25301030,6
SEB,30202030,6
SEE,15103020,6
SENEA,30202030,6
SERV,25302020,6
SFM,30101030,6
SHLM,15101050,6
SHW,15101050,6
SINO,20305030,6
SIX,25301030,6
SJM,30202030,6
SLCA,10101020,6
SLGN,15103010,6
SMG,15101030,6
SNAK,30202030,6
SNMX,15101050,6
SON,15103020,6
SPB,30301010,6
SPEX,20202020,6
STAY,25301020,6
STLY,25201020,6
STON,25302020,6
STRP,50101010,6
STZ,30201020,6
SUM,15102010,6
SUMR,25202010,6
SWM,15105020,6
SXT,15101050,6
SYNL,15104050,6
SYY,30101020,6
TACT,45202030,6
TAHO,15104030,6
TAP,30201010,6
TAX,25302020,6
TG,15101010,6
THS,30202030,6
THST,30201020,6
TILE,20201060,6
TNC,20106020,6
TNH,15101030,6
TPX,25201020,6
TREC,15101010,6
TREX,20102010,6
TRK,25301030,6
TROX,15101010,6
TRUP,40301020,6
TSE,15101010,6
TSN,30202030,6
TTS,25504030,6
TUP,25201050,6
TXMD,35202010,6
UAMY,15104020,6
UAN,15101030,6
UEC,10102050,6
UFI,25203030,6
UFPI,20102010,6
UG,30302010,6
UNF,20201070,6
UNFI,30101020,6
UNXL,45203020,6
URG,10102050,6
URRE,10102050,6
USCR,15102010,6
USG,20102010,6
USLM,15102010,6
USNA,30302010,6
UTI,25302010,6
UUU,45203010,6
UVV,30203010,6
VAC,25301020,6
VAL,15101050,6
VGZ,15104030,6
VIRC,20201060,6
VLGEA,30101030,6
VMC,15102010,6
VRTV,20107010,6
VSTO,25202010,6
W,25502020,6
WATT,20104010,6
WDFC,30301010,6
WFM,30101030,6
WHR,25201040,6
WLK,15101010,6
WLKP,15101010,6
WRLD,40202010,6
WTW,25302020,6
WVVI,30201020,6
WY,60101080,6
WYN,25301020,6
XPLR,45202030,6
XRM,20106020,6
XXII,30203010,6
ZAGG,25201010,6
ZEN,45103010,6
ZTS,35202010,6
BDE,25202010,6
AEE,55103010,7
AEP,55101010,7
AMID,10102040,7
ATO,55102010,7
AVA,55103010,7
BKH,55103010,7
BWP,10102040,7
CELP,20201050,7
CEQP,10102040,7
CLNE,10102030,7
CMS,55103010,7
CNNX,10102040,7
CNP,55103010,7
CNX,10102050,7
CPK,55102010,7
CPN,55105010,7
D,55103010,7
DGAS,55102010,7
DM,10102040,7
DTE,55103010,7
DUK,55101010,7
ED,55103010,7
EE,55101010,7
EEP,10102040,7
EEQ,10102040,7
EGAS,55102010,7
EIX,55101010,7
ENBL,10102040,7
ENLC,10102040,7
ENLK,10102030,7
EPD,10102040,7
EQGP,10102040,7
EQM,10102040,7
EQT,10102020,7
ES,55101010,7
ETE,10102040,7
ETR,55101010,7
EXC,55101010,7
FE,55101010,7
GXP,55101010,7
IDA,55101010,7
LNG,10102040,7
LNT,55101010,7
MDU,55103010,7
MGEE,55101010,7
MIC,20305010,7
NEE,55101010,7
NEP,55105020,7
NFG,55102010,7
NGS,10101020,7
NI,55103010,7
NJR,55102010,7
NWE,55103010,7
NWN,55102010,7
OGE,55101010,7
OGS,55102010,7
OKE,10102040,7
OKS,10102040,7
PAGP,10102040,7
PCG,55101010,7
PEG,55103010,7
PNM,55101010,7
PNW,55101010,7
POR,55101010,7
PPL,55101010,7
RGCO,55102010,7
RMP,10102040,7
SCG,55103010,7
SEP,10102040,7
SJI,55102010,7
SO,55101010,7
SPH,55102010,7
SPKE,55101010,7
SRE,55103010,7
SWX,55102010,7
SXE,10102040,7
SYMX,10101020,7
TCP,10102040,7
TEGP,10102040,7
TEP,10102040,7
TRGP,10102040,7
UGI,55102010,7
UTL,55103010,7
VVC,55103010,7
WEC,55103010,7
WES,10102040,7
WGL,55102010,7
WGP,10102040,7
WMB,10102040,7
WPZ,10102040,7
WR,55101010,7
XEL,55101010,7
A,35203010,8
AAC,35102020,8
ABAX,35101010,8
ABMD,35101010,8
ABT,35101010,8
AIQ,35102015,8
ALOG,35101010,8
ALQA,35101020,8
ALR,35101020,8
AMRI,35203010,8
AMS,35102015,8
ANGO,35101010,8
ANIK,35101020,8
APDN,45203010,8
ARAY,35101010,8
ASGN,20202010,8
ATEC,35101010,8
ATRC,35101010,8
ATRI,35101020,8
AVGR,35101010,8
AXDX,35203010,8
AXGN,35101010,8
BABY,35101010,8
BASI,35203010,8
BCR,35101010,8
BDX,35101010,8
BEAT,35102015,8
BIO,35203010,8
BIOC,35201010,8
BIOL,35101010,8
BLFS,35101020,8
BRKR,35203010,8
BSX,35101010,8
BVX,35101010,8
CASM,35101010,8
CBMX,35203010,8
CEMI,35101020,8
CERS,35101020,8
CGNT,35101010,8
CNMD,35101010,8
COO,35101020,8
COOL,45103030,8
CRL,35203010,8
CRY,35101010,8
CSII,35101010,8
CTLT,35202010,8
CTSO,35101010,8
CUTR,35101010,8
DGX,35102015,8
DHR,35101010,8
DRAD,35102015,8
DXCM,35101010,8
DYNT,35101010,8
DYSL,45203010,8
ELGX,35101020,8
ELMD,35101010,8
ENTL,35101010,8
ENZ,35203010,8
ETRM,35101010,8
EW,35101010,8
EXAC,35101010,8
EXAS,35201010,8
EYES,35101010,8
FMI,35201010,8
FONR,35101010,8
GMED,35101010,8
GNMK,35101010,8
HAE,35101020,8
HBIO,35203010,8
HOLX,35101010,8
HRC,35101010,8
HSGX,35201010,8
HSKA,35202010,8
HTGM,35103010,8
HYH,35101020,8
IART,35101010,8
ICAD,35103010,8
ICUI,35101020,8
IDXX,35101010,8
IGC,35202010,8
ILMN,35203010,8
INGN,35101010,8
IRIX,35101010,8
IRMD,35101010,8
ISRG,35101010,8
