symbol,gics8,textgics_010
MXL,45301020,1
MXWL,45203020,1
MYE,15103010,1
MYRG,20103010,1
NANO,45301010,1
NATI,45203010,1
NAV,20106010,1
NCS,20102010,1
NDSN,20106020,1
NL,20201060,1
NLST,45203020,1
NNBR,20106020,1
NOC,20101010,1
NOV,10101020,1
NP,15105020,1
NPK,20101010,1
NPO,20106020,1
NPTN,45301020,1
NR,10101020,1
NRG,55105010,1
NSSC,45203010,1
NTIC,15101050,1
NUE,15104050,1
NWL,25201050,1
NWPX,20103010,1
NX,20102010,1
OA,20101010,1
OBCI,30301010,1
OC,20102010,1
OCC,45201020,1
OCLR,45201020,1
OESX,20104010,1
OFLX,20106020,1
OII,10101020,1
OIS,10101020,1
OLED,45203015,1
OLN,15101010,1
OMN,15101050,1
ON,45301020,1
OPTT,20104020,1
ORA,55105020,1
ORLY,25504050,1
ORN,20103010,1
OSIS,45203010,1
OSK,20106010,1
OTTR,55101010,1
PAG,25504050,1
PAH,15101050,1
PATK,20102010,1
PCAR,20106010,1
PCYO,55104010,1
PDEX,35101010,1
PFIE,10101020,1
PFIN,25201040,1
PH,20106020,1
PKE,45203020,1
PKG,15103020,1
PKI,35203010,1
PKOH,20301010,1
PLAB,45301010,1
PLOW,20106010,1
PLPC,20104010,1
PLUG,20104010,1
POL,15101050,1
POOL,25501010,1
POWI,45301020,1
POWL,20104010,1
PPG,15101050,1
PRCP,45203010,1
PRIM,20103010,1
PRKR,45201020,1
PRLB,20106020,1
PX,15101040,1
QBAK,45202030,1
QRVO,45301020,1
RAVN,20105010,1
RBC,20104010,1
RBCN,45301010,1
REFR,45203010,1
RELL,45203030,1
RFIL,45203020,1
RGSE,20104010,1
RMBS,45301020,1
ROCK,20102010,1
ROG,45203015,1
ROK,20104010,1
ROLL,20106020,1
ROP,20105010,1
RPM,15101050,1
RS,15104050,1
RTEC,45301010,1
RTN,20101010,1
RVLT,20104010,1
RXN,20106020,1
RYAM,15101050,1
SANM,45203020,1
SCHN,15104050,1
SCL,15101050,1
SCON,45203015,1
SCX,20106020,1
SEE,15103020,1
SEV,45301020,1
SGMA,45203020,1
SGU,55102010,1
SHLM,15101050,1
SHLO,25101010,1
SIF,20101010,1
SLAB,45301020,1
SLB,10101020,1
SLCA,10101020,1
SLGN,15103010,1
SMP,25101010,1
SMTC,45301020,1
SNA,20106020,1
SNHY,20106020,1
SON,15103020,1
SPA,20101010,1
SPAN,35101020,1
SPAR,25101010,1
SPLP,40201030,1
SPN,10101020,1
SPR,20101010,1
SPWR,45301020,1
SRDX,35101010,1
SRI,25101010,1
SSD,20102010,1
SSYS,45202030,1
STLD,15104050,1
STRL,20103010,1
STRT,25101010,1
SUP,25101010,1
SVT,20104010,1
SWK,20106020,1
SWKS,45301020,1
SWM,15105020,1
SXI,20106020,1
SYK,35101010,1
SYMX,10101020,1
SYNA,45301020,1
SYNL,15104050,1
SYPR,25101010,1
SYX,45203030,1
TACT,45202030,1
TAYD,20106020,1
TDG,20101010,1
TDY,20101010,1
TEN,25101010,1
TER,45301010,1
TERP,55105020,1
TESO,10101020,1
TEX,20106010,1
TFX,35101010,1
TG,15101010,1
TGEN,20102010,1
TGI,20101010,1
THR,20104010,1
THRM,25101010,1
TIK,20101010,1
TISI,20201050,1
TITN,20107010,1
TKR,20106020,1
TMO,35203010,1
TMST,15104050,1
TNC,20106020,1
TOWR,25101010,1
TPC,20103010,1
TRN,20106010,1
TRNS,20107010,1
TRS,20106020,1
TRT,45301010,1
TSE,15101010,1
TSLA,25102010,1
TTC,20106015,1
TTMI,45203020,1
TWI,20106015,1
TWIN,20106010,1
TXN,45301020,1
TXT,20101010,1
UCTT,45301010,1
UFPI,20102010,1
UFPT,15103020,1
ULBI,20104010,1
UNXL,45203020,1
UQM,25101010,1
URI,20107010,1
USAP,15104050,1
USG,20102010,1
UTEK,45301010,1
UTX,20101010,1
VAL,15101050,1
VAR,35101010,1
VC,25101010,1
VECO,45301010,1
VHI,15101050,1
VICR,20104010,1
VMI,20103010,1
VOXX,25101010,1
VPG,45203010,1
VRTV,20107010,1
VSH,45203015,1
VSLR,55105020,1
VWR,35203010,1
WAB,20106010,1
WAIR,20101010,1
WAT,35203010,1
WCC,20107010,1
WIRE,20104010,1
WLFC,20107010,1
WLK,15101010,1
WMS,20102010,1
WNC,20106010,1
WOR,15104050,1
WSCI,20106020,1
WSO,20107010,1
WST,35101020,1
WTS,20106020,1
WTT,45203010,1
WWD,20106020,1
WY,60101080,1
X,15104050,1
XCRA,45301010,1
XLNX,45301020,1
XON,35201010,1
XONE,20106020,1
XRM,20106020,1
XYL,20106020,1
ZEUS,15104050,1
ATU,20106020,1
DORM,25101010,1
KWR,15101050,1
ABCB,40101015,2
ACFC,40102010,2
ACNB,40101015,2
AF,40102010,2
AMNB,40101015,2
AMRB,40101015,2
ANCX,40101015,2
AROW,40101015,2
ASB,40101015,2
ASRV,40101015,2
ATLO,40101015,2
BAC,40101010,2
BANC,40101015,2
BANF,40101015,2
BANR,40101015,2
BBT,40101015,2
BCBP,40101015,2
BDGE,40101015,2
BFIN,40102010,2
BHB,40101015,2
BHBK,40101015,2
BHLB,40101015,2
BKJ,40101015,2
BKMU,40102010,2
BKSC,40101015,2
BKU,40101015,2
BLMT,40102010,2
BMRC,40101015,2
BMTC,40101015,2
BNCL,40102010,2
BNCN,40101015,2
BOCH,40101015,2
BOFI,40102010,2
BOH,40101015,2
BOKF,40101015,2
BPFH,40101015,2
BPOP,40101015,2
BRKL,40101015,2
BSF,40102010,2
BSRR,40101015,2
BUSE,40101015,2
BWFG,40101015,2
BXS,40101015,2
BYBK,40101015,2
C,40101010,2
CAC,40101015,2
CACB,40101015,2
CARO,40101015,2
CART,40101015,2
CARV,40102010,2
CASH,40102010,2
CATY,40101015,2
CBAN,40101015,2
CBF,40101015,2
CBFV,40101015,2
CBSH,40101015,2
CBU,40101015,2
CCBG,40101015,2
CCNE,40101015,2
CFBK,40102010,2
CFFI,40101015,2
CFFN,40102010,2
CFG,40101015,2
CFNB,40101015,2
CFR,40101015,2
CHCO,40101015,2
CHFC,40101015,2
CHFN,40102010,2
CHMG,40101015,2
CIT,40101015,2
CIVB,40101015,2
CMA,40101010,2
CNBKA,40101015,2
CNOB,40101015,2
COBZ,40101015,2
COF,40202010,2
COLB,40101015,2
CPF,40101015,2
CSBK,40102010,2
CSFL,40101015,2
CTBI,40101015,2
CUBI,40101015,2
CUNB,40101015,2
CVBF,40101015,2
CVCY,40101015,2
CVLY,40101015,2
CWAY,40102010,2
CZNC,40101015,2
DCOM,40102010,2
DFS,40202010,2
EBMT,40101015,2
EBSB,40102010,2
EBTC,40101015,2
EFSC,40101015,2
EGBN,40101015,2
ESSA,40102010,2
ESXB,40101015,2
EVBS,40101015,2
EVER,40102010,2
EWBC,40101015,2
FBC,40102010,2
FBIZ,40101015,2
FBMS,40101015,2
FBNC,40101015,2
FBNK,40101015,2
FBP,40101015,2
FCBC,40101015,2
FCCO,40101015,2
FCCY,40101015,2
FCF,40101015,2
FCNCA,40101015,2
FFBC,40101015,2
FFIC,40101015,2
FFIN,40101015,2
FFKT,40101015,2
FFNW,40101015,2
FHN,40101015,2
FIBK,40101015,2
FISI,40101015,2
FITB,40101015,2
FLIC,40101015,2
FMBI,40101015,2
FMNB,40101015,2
FNB,40101015,2
FNLC,40101015,2
FNWB,40101015,2
FRBA,40101015,2
FRBK,40101015,2
FRC,40101015,2
FRME,40101015,2
FSB,40101015,2
FSBK,40101015,2
FULT,40101015,2
FUNC,40101015,2
GABC,40101015,2
GBCI,40101015,2
GBNK,40101015,2
GNBC,40101015,2
GSBC,40101015,2
GWB,40101015,2
HAFC,40101015,2
HBAN,40101015,2
HBCP,40102010,2
HBHC,40101015,2
HBMD,40101015,2
HBNC,40101015,2
HFBC,40102010,2
HFWA,40101015,2
HIFS,40102010,2
HMNF,40102010,2
HOMB,40101015,2
HTBI,40101015,2
HTBK,40101015,2
HTH,40101015,2
HTLF,40101015,2
IBCP,40101015,2
IBKC,40101015,2
IBOC,40101015,2
IBTX,40101015,2
ICBK,40101015,2
INBK,40101015,2
INDB,40101015,2
ISBC,40101015,2
ISTR,40101015,2
JPM,40101010,2
KEY,40101015,2
KRNY,40102010,2
LARK,40101015,2
LBAI,40101015,2
LCNB,40101015,2
LION,40101015,2
LKFN,40101015,2
LTXB,40101015,2
MBFI,40101015,2
MBTF,40101015,2
MBWM,40101015,2
MCBC,40101015,2
MFNC,40101015,2
MFSF,40101015,2
MLVF,40102010,2
MOFG,40101015,2
MSBF,40102010,2
MSFG,40101015,2
MSL,40101015,2
MTB,40101015,2
NBHC,40101015,2
NBN,40101015,2
NBTB,40101015,2
NCOM,40101015,2
NFBK,40102010,2
NKSH,40101015,2
NRIM,40101015,2
NWBI,40102010,2
NWFL,40101015,2
NYCB,40102010,2
OCFC,40102010,2
OFG,40101015,2
OKSB,40101015,2
OLBK,40101015,2
ONB,40101015,2
OPB,40101015,2
OPOF,40101015,2
ORIT,40102010,2
ORRF,40101015,2
OSBC,40101015,2
OVLY,40101015,2
OZRK,40101015,2
PACW,40101015,2
PB,40101015,2
PBCT,40101015,2
PBHC,40102010,2
PBIP,40102010,2
PCBK,40101015,2
PEBK,40101015,2
PEBO,40101015,2
PFBC,40101015,2
PFBI,40101015,2
PFBX,40101015,2
PFIS,40101015,2
PFS,40102010,2
PFSI,40102010,2
PGC,40101015,2
PKBK,40101015,2
PLBC,40101015,2
PMBC,40101015,2
PNC,40101015,2
PNFP,40101015,2
PPBI,40101015,2
PRK,40101015,2
PROV,40102010,2
PSTB,40101015,2
PVTB,40101015,2
PWOD,40101015,2
QCRH,40101015,2
RBCAA,40101015,2
RBPAA,40101015,2
RF,40101015,2
RNST,40101015,2
RVSB,40102010,2
SAL,40101015,2
SASR,40101015,2
SBCF,40101015,2
SBCP,40101015,2
SBFG,40101015,2
SBNY,40101015,2
SBSI,40101015,2
SFBS,40101015,2
SFNC,40101015,2
SFST,40101015,2
SGBK,40101015,2
SHBI,40101015,2
SIFI,40102010,2
SIVB,40101015,2
SLCT,40101015,2
SMMF,40101015,2
SNBC,40101015,2
SNV,40101015,2
SONA,40101015,2
SRCE,40101015,2
SSB,40101015,2
SSBI,40101015,2
SSFN,40101015,2
STBZ,40101015,2
STI,40101015,2
STL,40101015,2
SVBI,40102010,2
SYBT,40101015,2
SYF,40202010,2
TBBK,40101015,2
TBK,40101015,2
TBNK,40102010,2
TCBI,40101015,2
TCBK,40101015,2
TFSL,40102010,2
THFF,40101015,2
TMP,40101015,2
TOWN,40101015,2
TRCB,40101015,2
TREE,40102010,2
TRMK,40101015,2
TRST,40102010,2
TSBK,40102010,2
TSC,40101015,2
UBCP,40101015,2
UBFO,40101015,2
UBNK,40102010,2
UBSH,40101015,2
UBSI,40101015,2
UCBI,40101015,2
UCFC,40102010,2
UMPQ,40101015,2
UNB,40101015,2
UNTY,40101015,2
USB,40101010,2
UVSP,40101015,2
VBTX,40101015,2
VLY,40101015,2
WABC,40101015,2
WAFD,40102010,2
WAL,40101015,2
WASH,40101015,2
WBS,40101015,2
WFBI,40101015,2
WFC,40101010,2
WSBC,40101015,2
WSBF,40102010,2
WSFS,40102010,2
WTBA,40101015,2
WTFC,40101015,2
ZION,40101015,2
XBKS,40101015,2
ABBV,35201010,3
ABIO,35201010,3
ACAD,35201010,3
ACHN,35201010,3
ACOR,35201010,3
ACRX,35202010,3
ADMA,35201010,3
ADMP,35202010,3
ADMS,35201010,3
ADRO,35201010,3
ADXS,35201010,3
AERI,35202010,3
AGEN,35201010,3
AGIO,35201010,3
AGRX,35202010,3
AKAO,35202010,3
AKBA,35201010,3
ALDR,35201010,3
ALDX,35201010,3
ALIM,35202010,3
ALNY,35201010,3
ALXN,35201010,3
AMAG,35201010,3
AMGN,35201010,3
AMPE,35202010,3
AMPH,35202010,3
AMRI,35203010,3
ANIK,35101020,3
ANIP,35202010,3
ANTH,35201010,3
APRI,35202010,3
ARAY,35101010,3
ARDM,35202010,3
ARDX,35201010,3
ARNA,35201010,3
ARQL,35201010,3
ARRY,35201010,3
ARWR,35201010,3
ASMB,35202010,3
AST,35201010,3
ATHX,35201010,3
ATNM,35201010,3
ATRA,35201010,3
ATRS,35101020,3
AVEO,35201010,3
BAX,35101010,3
BCLI,35201010,3
BCRX,35201010,3
BDSI,35202010,3
BIIB,35201010,3
BIOC,35201010,3
BLCM,35201010,3
BLPH,35101010,3
BLUE,35201010,3
BMRN,35201010,3
BMY,35202010,3
BPMC,35201010,3
BPTH,35202010,3
BSTC,35201010,3
BTX,35201010,3
CALA,35201010,3
CAPN,35101010,3
CAPR,35201010,3
CARA,35201010,3
CASI,35201010,3
CBAY,35202010,3
CBLI,35201010,3
CBMG,35201010,3
CDTX,35201010,3
CELG,35201010,3
CEMP,35202010,3
CERU,35201010,3
CFRX,35201010,3
CHRS,35201010,3
CLDX,35201010,3
CLRB,35201010,3
CLSN,35201010,3
CLVS,35201010,3
CMRX,35201010,3
CNAT,35201010,3
CNCE,35201010,3
COLL,35202010,3
CORI,35202010,3
CORT,35202010,3
CPRX,35201010,3
CRBP,35201010,3
CRIS,35201010,3
CRMD,35201010,3
CTIC,35201010,3
CTLT,35202010,3
CTRV,35202010,3
CTSO,35101010,3
CUR,35201010,3
CYCC,35201010,3
CYTK,35201010,3
CYTR,35201010,3
CYTX,35201010,3
DEPO,35202010,3
DERM,35202010,3
DRNA,35201010,3
DRRX,35202010,3
DVAX,35201010,3
EBIO,35201010,3
EBS,35201010,3
ECYT,35202010,3
EGLT,35202010,3
EGRX,35201010,3
ENTA,35201010,3
ENZ,35203010,3
EPZM,35201010,3
ESPR,35201010,3
EVOK,35202010,3
EXAS,35201010,3
EXEL,35201010,3
FATE,35201010,3
FBIO,35201010,3
FCSC,35201010,3
FGEN,35201010,3
FHCO,30302010,3
FLKS,35202010,3
FLXN,35201010,3
FMI,35201010,3
FOLD,35201010,3
FPRX,35201010,3
GALE,35201010,3
GALT,35201010,3
GERN,35201010,3
GHDX,35201010,3
GILD,35201010,3
GMED,35101010,3
GNCA,35201010,3
GNVC,35201010,3
GTXI,35201010,3
HALO,35201010,3
HEB,35201010,3
HSGX,35201010,3
HTBX,35201010,3
IBIO,35201010,3
ICAD,35103010,3
ICPT,35201010,3
IDRA,35201010,3
IGC,35202010,3
IMGN,35201010,3
IMMU,35201010,3
IMMY,35202010,3
IMNP,35201010,3
IMUC,35201010,3
INCR,35203010,3
INCY,35201010,3
INFI,35201010,3
INO,35201010,3
INSM,35201010,3
INSY,35201010,3
IRWD,35201010,3
ISR,35201010,3
ITCI,35202010,3
ITEK,35201010,3
JAGX,35202010,3
JNP,35202010,3
JUNO,35201010,3
KERX,35201010,3
KIN,35201010,3
KITE,35201010,3
KMPH,35202010,3
KOOL,35101010,3
KPTI,35201010,3
LBIO,35201010,3
LGND,35201010,3
LH,35102015,3
LIFE,35201010,3
LJPC,35201010,3
LLY,35202010,3
LOXO,35201010,3
LPCN,35202010,3
LXRX,35201010,3
MDCO,35202010,3
MEIP,35201010,3
MGNX,35201010,3
MNKD,35201010,3
MNOV,35201010,3
MNTA,35201010,3
MRK,35202010,3
MRNS,35202010,3
MRTX,35201010,3
MYGN,35201010,3
NAVB,35201010,3
NBIX,35201010,3
NEOT,35201010,3
NKTR,35202010,3
NLNK,35201010,3
NNVC,35201010,3
NVAX,35201010,3
NVIV,35101010,3
NVRO,35101010,3
NVTA,35201010,3
OCRX,35202010,3
OCUL,35202010,3
OGEN,35201010,3
OGXI,35201010,3
OHRP,35201010,3
OMED,35201010,3
OMER,35202010,3
ONCE,35201010,3
ONTX,35201010,3
OPHT,35201010,3
OPK,35201010,3
OPXA,35201010,3
OREX,35202010,3
OTIC,35201010,3
OVAS,35201010,3
PBYI,35201010,3
PCRX,35202010,3
PETX,35202010,3
PFE,35202010,3
PFNX,35201010,3
PGNX,35201010,3
PPHM,35201010,3
PRAH,35203010,3
PRTO,35201010,3
PSDV,35203010,3
PTIE,35202010,3
PTLA,35201010,3
PTN,35201010,3
PTX,35202010,3
RARE,35201010,3
REGN,35201010,3
REPH,35201010,3
RGEN,35201010,3
RGLS,35201010,3
RIGL,35201010,3
RMTI,35101010,3
RNN,35201010,3
RPRX,35202010,3
RTRX,35201010,3
RVNC,35202010,3
RXDX,35201010,3
RXII,35201010,3
SAGE,35201010,3
SCLN,35202010,3
SCMP,35202010,3
SCYX,35202010,3
SGEN,35201010,3
SGMO,35201010,3
SGYP,35201010,3
SNSS,35201010,3
SPHS,35201010,3
SPPI,35201010,3
SRNE,35201010,3
SRPT,35201010,3
SSH,35101010,3
STDY,35202010,3
SUPN,35202010,3
SYN,35201010,3
TCON,35201010,3
TECH,35203010,3
TENX,35201010,3
TGTX,35201010,3
THLD,35201010,3
TNXP,35201010,3
TROV,35201010,3
TRVN,35201010,3
TSRO,35201010,3
TTPH,35202010,3
TXMD,35202010,3
UTHR,35201010,3
VCEL,35201010,3
VCYT,35201010,3
VICL,35201010,3
VKTX,35201010,3
VNDA,35201010,3
VRML,35101010,3
VRTX,35201010,3
VSAR,35201010,3
VSTM,35201010,3
VTL,35201010,3
VVUS,35202010,3
XBIT,35201010,3
XENT,35202010,3
XLRN,35201010,3
XNCR,35201010,3
XOMA,35201010,3
ZFGN,35201010,3
ZGNX,35202010,3
ZIOP,35201010,3
AGTC,35201010,3
HRTX,35201010,3
IMDZ,35201010,3
ONVO,35201010,3
VBIV,35201010,3
AE,10102030,4
AEE,55103010,4
AM,10102040,4
AMID,10102040,4
APA,10102020,4
APC,10102020,4
AR,10102020,4
AREX,10102020,4
ATO,55102010,4
AVA,55103010,4
AXAS,10102020,4
BBG,10102020,4
BCEI,10102020,4
BKH,55103010,4
BRN,10102020,4
BRS,10101020,4
BSM,10102020,4
BWP,10102040,4
CELP,20201050,4
CHK,10102020,4
CHKR,10102020,4
CIE,10102020,4
CLNE,10102030,4
CLR,10102020,4
CMS,55103010,4
CNNX,10102040,4
CNP,55103010,4
CNX,10102050,4
COG,10102020,4
COP,10102020,4
CPE,10102020,4
CPK,55102010,4
CRC,10102020,4
CRK,10102020,4
CRZO,10102020,4
CXO,10102020,4
D,55103010,4
DGAS,55102010,4
DM,10102040,4
DNR,10102020,4
DTE,55103010,4
DUK,55101010,4
DVN,10102020,4
ECR,10102020,4
ECT,10102020,4
ED,55103010,4
EEP,10102040,4
EEQ,10102040,4
EGAS,55102010,4
EGN,10102020,4
EGY,10102020,4
ENBL,10102040,4
ENLC,10102040,4
ENLK,10102030,4
ENRJ,10102020,4
EOG,10102020,4
EPE,10102020,4
EPM,10102020,4
EQM,10102040,4
EQT,10102020,4
ERN,10102020,4
ES,55101010,4
ESTE,10102020,4
ETE,10102040,4
EVEP,10102020,4
EXC,55101010,4
EXXI,10102020,4
FANG,10102020,4
GBR,10102020,4
GNE,55101010,4
GPOR,10102020,4
GST,10102020,4
HES,10102020,4
HGT,10102020,4
HUSA,10102020,4
ICD,10101010,4
JONE,10102020,4
LGCY,10102020,4
LNT,55101010,4
LPI,10102020,4
MARPS,10102020,4
MCEP,10102020,4
MCF,10102020,4
MDU,55103010,4
MGEE,55101010,4
MRO,10102020,4
MTDR,10102020,4
MTR,10102020,4
MTRX,10101020,4
