symbol,gics8,text_011
COTY,30302010,0
CPB,30202030,0
CPHC,25301010,0
CPSS,40202010,0
CRI,25203010,0
CRMT,25504050,0
CROX,25203020,0
CRWS,25203030,0
CSS,25201050,0
CST,25504050,0
CSV,25302020,0
CTB,25101020,0
CTHR,25203010,0
CTRN,25504010,0
CVCO,25201030,0
CVGW,30202030,0
CVS,30101010,0
CZR,25301010,0
DAL,20302010,0
DAVE,25301040,0
DDE,25301010,0
DDS,25503010,0
DECK,25203020,0
DENN,25301040,0
DEST,25504010,0
DF,30202030,0
DG,25503020,0
DHI,25201030,0
DIN,25301040,0
DIS,25401030,0
DISCA,25401020,0
DKS,25504040,0
DLA,25203010,0
DLB,45203015,0
DLTR,25503020,0
DNKN,25301040,0
DPS,30201030,0
DPZ,25301040,0
DRI,25301040,0
DSW,25504010,0
DVD,25301030,0
DXLG,25504010,0
DXYN,25201020,0
EA,45103030,0
EAT,25301040,0
EBAY,45101010,0
EBF,20201010,0
EDUC,25501010,0
EL,30302010,0
ELY,25202010,0
EMMS,25401020,0
ENR,30301010,0
ERI,25301010,0
ESCA,25202010,0
ETH,25201020,0
ETM,25401020,0
ETSY,25502020,0
EVC,25401020,0
EVLV,25502020,0
EXPE,25502020,0
EXPR,25504010,0
EZPW,40202010,0
F,25102010,0
FARM,30202030,0
FB,45101010,0
FCFS,40202010,0
FDP,30202010,0
FINL,25504010,0
FIVE,25504040,0
FIZZ,30201030,0
FL,25504010,0
FLL,25301010,0
FLO,30202030,0
FLWS,25502020,0
FLXS,25201020,0
FOSL,25203010,0
FOXA,25401030,0
FRAN,25504010,0
FRED,25503020,0
FRGI,25301040,0
FRPT,30202030,0
FTD,25502020,0
FUN,25301030,0
FVE,35102020,0
GAIA,25502020,0
GCI,25401040,0
GCO,25504010,0
GES,25504010,0
GHL,40203020,0
GIII,25203010,0
GIS,30202030,0
GLUU,45103010,0
GM,25102010,0
GME,25504020,0
GNC,25504040,0
GOOGL,45101010,0
GORO,15104030,0
GPI,25504050,0
GPIC,25301010,0
GPRO,25201010,0
GPS,25504010,0
GRBK,25201030,0
GRPN,25502020,0
GRUB,45101010,0
GTIM,25301040,0
GTN,25401020,0
H,25301020,0
HA,20302010,0
HABT,25301040,0
HAIN,30202030,0
HAS,25202010,0
HAWK,45102020,0
HBI,25203010,0
HD,25504030,0
HEAR,25201010,0
HIBB,25504040,0
HL,15104045,0
HLT,25301020,0
HMTV,25401020,0
HNI,20201060,0
HOFT,25201020,0
HOG,25102020,0
HOV,25201030,0
HRL,30202030,0
HSNI,25502020,0
HSY,30202030,0
HTZ,20304020,0
HVT,25504060,0
HZO,25504040,0
IBKR,40203020,0
ICON,25203010,0
IFON,45201020,0
IMKTA,30101030,0
IPAR,30302010,0
IPDN,45101010,0
IRBT,25201040,0
ISCA,25301030,0
ISIG,25401010,0
JACK,25301040,0
JAKK,25202010,0
JBLU,20302010,0
JBSS,30202030,0
JCP,25503010,0
JJSF,30202030,0
JMBA,25301040,0
JOUT,25202010,0
JVA,30202030,0
JWN,25503010,0
JYNT,35102020,0
K,30202030,0
KAR,20201070,0
KATE,25203010,0
KBAL,20201060,0
KBAL,20201060,0
KBH,25201030,0
KIRK,25504060,0
KMX,25504050,0
KNL,20201060,0
KO,30201030,0
KONA,25301040,0
KOSS,25201010,0
KR,30101030,0
KSS,25503010,0
LAD,25504050,0
LAMR,60101080,0
LANC,30202030,0
LB,25504010,0
LBY,25201050,0
LCUT,25201050,0
LE,25502020,0
LGIH,25201030,0
LL,25504030,0
LNCE,30202030,0
LOCO,25301040,0
LOPE,25302010,0
LOV,45101010,0
LOW,25504030,0
LQ,25301020,0
LTRPA,25502020,0
LUB,25301040,0
LUV,20302010,0
LVS,25301010,0
LWAY,30202030,0
LYV,25401030,0
LZB,25201020,0
M,25503010,0
MAR,25301020,0
MARA,20202020,0
MARK,45101010,0
MAT,25202010,0
MBUU,25202010,0
MC,40203020,0
MCD,25301040,0
MCRI,25301010,0
MCS,25301020,0
MDC,25201030,0
MDLZ,30202030,0
MDP,25401040,0
MED,30302010,0
MEET,45101010,0
MGM,25301010,0
MHO,25201030,0
MIK,25504040,0
MJN,30202030,0
MKC,30202030,0
MLHR,20201060,0
MNI,25401040,0
MNST,30201030,0
MO,30203010,0
MON,15101030,0
MOV,25203010,0
MPX,25202010,0
MSB,15104050,0
MSG,25401030,0
MSN,25201010,0
MTH,25201030,0
MUSA,25504050,0
MYCC,25301030,0
NATH,25301040,0
NAUH,25302010,0
NC,25201040,0
NCLH,25301020,0
NCMI,25401010,0
NDLS,25301040,0
NEM,15104030,0
NEWM,25401040,0
NFLX,25502020,0
NGVC,30101030,0
NHTC,30302010,0
NICK,40202010,0
NKE,25203020,0
NLS,25202010,0
NTN,25401030,0
NTRI,25502020,0
NUTR,30302010,0
NVFY,25201020,0
NVR,25201030,0
NWHM,25201030,0
NWY,25504010,0
NXST,25401020,0
NYNY,25301010,0
NYT,25401040,0
ODP,25504040,0
OSTK,25502020,0
OUT,60101080,0
OXM,25203010,0
P,45101010,0
PAG,25504050,0
PARR,10102030,0
PBH,35202010,0
PBPB,25301040,0
PCLN,25502020,0
PENN,25301010,0
PEP,30201030,0
PERF,25504040,0
PERY,25203010,0
PETS,25502020,0
PF,30202030,0
PG,30301010,0
PHM,25201030,0
PII,25202010,0
PIR,25504060,0
PLCE,25504010,0
PM,30203010,0
PNK,25301010,0
PNRA,25301040,0
POST,30202030,0
PPC,30202030,0
PRSS,25502020,0
PRTS,25502020,0
PSMT,30101040,0
PVH,25203010,0
PZZA,25301040,0
QVCA,25502020,0
RAD,30101010,0
RAI,30203010,0
RAVE,25301040,0
RCII,25504020,0
RCKY,25203020,0
RCL,25301020,0
REED,30201030,0
RELV,30302010,0
REV,30302010,0
RGC,25401030,0
RGS,25302020,0
RH,25504060,0
RICK,25301030,0
RL,25203010,0
RLH,25301020,0
RLJE,25401030,0
RMAX,60102040,0
RMCF,30202030,0
ROST,25504010,0
ROX,30201020,0
RRGB,25301040,0
RT,25301040,0
RUSHA,20107010,0
RUTH,25301040,0
SAFM,30202030,0
SAH,25504050,0
SAIA,20304020,0
SALE,45101010,0
SALM,25401020,0
SAM,30201010,0
SANW,30202010,0
SAVE,20302010,0
SBGI,25401020,0
SBH,25504040,0
SBUX,25301040,0
SC,40202010,0
SCHL,25401040,0
SCI,25302020,0
SCS,20201060,0
SCSS,25504060,0
SCVL,25504010,0
SEAS,25301030,0
SEB,30202030,0
SENEA,30202030,0
SERV,25302020,0
SFLY,25502020,0
SFM,30101030,0
SFS,30101030,0
SGA,25401020,0
SGC,25203010,0
SGM,40102010,0
SGMS,25301010,0
SGRP,25401010,0
SHAK,25301040,0
SHLD,25503010,0
SHOO,25203020,0
SHOS,25504030,0
SHW,15101050,0
SIX,25301030,0
SJM,30202030,0
SKX,25203020,0
SKY,25201030,0
SKYW,20302010,0
SMG,15101030,0
SMRT,25504010,0
SNAK,30202030,0
SNI,25401020,0
SONC,25301040,0
SPLS,25504040,0
SPTN,30101020,0
SPWH,25504040,0
SQBG,25203010,0
SSI,25504010,0
SSP,25401020,0
STAY,25301020,0
STKS,25301040,0
STLY,25201020,0
STMP,45101010,0
STON,25302020,0
STRP,50101010,0
STZ,30201020,0
SUMR,25202010,0
SUN,10102040,0
SVU,30101030,0
SYY,30101020,0
TA,25504050,0
TACO,25301040,0
TAP,30201010,0
TAST,25301040,0
TAX,25302020,0
TGT,25503020,0
THO,25102010,0
THS,30202030,0
THST,30201020,0
TIF,25504040,0
TIME,25401040,0
TIS,30301010,0
TJX,25504010,0
TLF,25504010,0
TLYS,25504010,0
TMHC,25201030,0
TMUS,50102010,0
TOL,25201030,0
TPH,25201030,0
TPX,25201020,0
TR,30202030,0
TRCO,25401020,0
TREX,20102010,0
TRIP,25502020,0
TRK,25301030,0
TRUP,40301020,0
TSCO,25504040,0
TSN,30202030,0
TSQ,25401020,0
TTS,25504030,0
TTWO,45103030,0
TUES,25503020,0
TUP,25201050,0
TWMC,25504040,0
TWX,25401030,0
TXRH,25301040,0
TZOO,45101010,0
UAL,20302010,0
UCP,25201030,0
UFI,25203030,0
ULTA,25504040,0
UNFI,30101020,0
URBN,25504010,0
UTI,25302010,0
UUU,45203010,0
UWN,25301010,0
VAC,25301020,0
VFC,25203010,0
VGZ,15104030,0
VIAB,25401030,0
VIRC,20201060,0
VLGEA,30101030,0
VNCE,25203010,0
VRA,25203010,0
VSI,25504040,0
VSTO,25202010,0
VUZI,25201010,0
W,25502020,0
WBA,30101010,0
WDFC,30301010,0
WEN,25301040,0
WEYS,25501010,0
WFM,30101030,0
WHG,40203010,0
WHR,25201040,0
WINA,25504040,0
WLH,25201030,0
WMAR,25504040,0
WMK,30101030,0
WMT,30101040,0
WNR,10102030,0
WSM,25504060,0
WTW,25302020,0
WVVI,30201020,0
WWE,25401030,0
WWW,25203020,0
WYN,25301020,0
WYNN,25301010,0
XOXO,45101010,0
XXII,30203010,0
YHOO,45101010,0
YUM,25301040,0
Z,45101010,0
ZAGG,25201010,0
ZNGA,45103030,0
ZOES,25301040,0
ZUMZ,25504010,0
BDE,25202010,0
FRSH,25301040,0
GHC,25302010,0
AAT,60101010,1
ACC,60101060,1
ACRE,40204010,1
ADC,60101070,1
ADK,35102020,1
AHH,60101010,1
AHP,60101030,1
AHT,60101030,1
AIV,60101060,1
AJX,40204010,1
AKR,60101070,1
ALEX,60102010,1
ALX,60101070,1
AMH,60101060,1
APTS,60101060,1
ARE,60101040,1
AVB,60101060,1
BDN,60101040,1
BFS,60101070,1
BRG,60101060,1
BRT,60101060,1
BRX,60101070,1
BXMT,40204010,1
BXP,60101040,1
CBL,60101070,1
CDR,60101070,1
CHCI,25201030,1
CHSP,60101030,1
CLDT,60101030,1
CLI,60101040,1
CMCT,40204010,1
CONE,60101080,1
COR,60101080,1
CORR,60101080,1
CPT,60101060,1
CSGP,45101010,1
CTO,60102010,1
CTRE,60101050,1
CTT,60101080,1
CUBE,60101080,1
CUZ,60101040,1
CXP,60101040,1
DCT,60101020,1
DDR,60101070,1
DEI,60101040,1
DFT,60101080,1
DLR,60101080,1
DOC,60101050,1
DRE,60101020,1
DRH,60101030,1
EDR,60101060,1
EGP,60101020,1
ELS,60101060,1
EPR,60101080,1
EQC,60101040,1
EQR,60101060,1
ESBA,60101010,1
ESRT,60101010,1
ESS,60101060,1
EXR,60101080,1
FCH,60101030,1
FOR,60102030,1
FPI,60101080,1
FPO,60101010,1
FR,60101020,1
FRPH,60102020,1
FRT,60101070,1
FSP,60101040,1
GGP,60101070,1
GLPI,60101080,1
GOOD,60101010,1
GOV,60101040,1
GPT,60101010,1
GTY,60101070,1
HCN,60101050,1
HCP,60101050,1
HHC,60102030,1
HIFR,60101080,1
HIW,60101040,1
HPP,60101040,1
HPT,60101030,1
HR,60101050,1
HST,60101030,1
HT,60101030,1
HTA,60101050,1
INN,60101030,1
IRET,60101010,1
IRT,60101060,1
JLL,60102040,1
JOE,60102010,1
KIM,60101070,1
KRC,60101040,1
KRG,60101070,1
LAND,60101080,1
LEN,25201030,1
LHO,60101030,1
LMNR,30202010,1
LMRK,60102020,1
LODE,15104030,1
LPT,60101010,1
LTC,60101050,1
LXP,60101010,1
MAA,60101060,1
MAC,60101070,1
MMI,60102040,1
MNR,60101020,1
MORE,60101060,1
MPW,60101050,1
MTN,25301030,1
NHI,60101050,1
NNN,60101070,1
NSA,60101080,1
NXRT,60101060,1
NYRT,60101040,1
O,60101070,1
OFC,60101040,1
OHI,60101050,1
OLP,60101010,1
ORM,40204010,1
PCH,60101080,1
PDM,60101040,1
PEB,60101030,1
PEI,60101070,1
PGRE,60101040,1
PKY,60101040,1
PLD,60101020,1
PSA,60101080,1
PSB,60101010,1
PW,60101080,1
RAS,60101010,1
RDI,25401030,1
REG,60101070,1
REIS,45101010,1
RESI,40204010,1
REXR,60101020,1
RGLD,15104030,1
RHP,60101030,1
RLGY,60102040,1
RLJ,60101030,1
ROIC,60101070,1
RPT,60101070,1
RYN,60101080,1
SBAC,60101080,1
SBRA,60101050,1
SHO,60101030,1
SIR,60101010,1
SKT,60101070,1
SLG,60101040,1
SNH,60101050,1
SNOW,25301030,1
SNR,60101050,1
SOHO,60101030,1
SPG,60101070,1
SRC,60101010,1
STAG,60101020,1
STAR,60101010,1
STOR,60101010,1
STRS,60102030,1
STWD,40204010,1
SUI,60101060,1
TCI,60102020,1
TCO,60101070,1
TRC,60102010,1
TRNO,60101020,1
UBA,60101070,1
UDR,60101060,1
UE,60101070,1
UHT,60101050,1
UMH,60101060,1
VGR,30203010,1
VNO,60101040,1
VTR,60101050,1
WHLR,60101070,1
WPC,60101010,1
WRE,60101010,1
WRI,60101070,1
WSR,60101070,1
XHR,60101030,1
AAOI,45201020,2
ACLS,45301010,2
ADI,45301020,2
AEHR,45301010,2
AEIS,45301010,2
AETI,20104010,2
AEY,45203030,2
AGX,20103010,2
AIRI,20101010,2
AIT,20107010,2
AJRD,20101010,2
ALOG,35101010,2
ALOT,45202030,2
AMAT,45301010,2
AME,20104010,2
AMKR,45301010,2
AMOT,20104010,2
AMSC,20104010,2
AOSL,45301020,2
APH,45203015,2
ARCW,20106020,2
ARTX,20101010,2
ARW,45203030,2
ASYS,45301010,2
AT,55105010,2
ATRO,20101010,2
AVAV,20101010,2
AVT,45203030,2
AVX,45203015,2
AXE,45203030,2
AXL,25101010,2
AZZ,20104020,2
B,20106020,2
BA,20101010,2
BDC,45203015,2
BELFB,45201020,2
BGC,20104010,2
BHE,45203020,2
BWA,25101010,2
CDNS,45103010,2
CECE,20201050,2
CEVA,45301020,2
CFX,20106020,2
CIR,20106020,2
CMCO,20106020,2
CMI,20106010,2
CMTL,45201020,2
COHR,45203010,2
COHU,45301010,2
COL,20101010,2
CPST,20104020,2
CR,20106020,2
CREE,45301020,2
CRUS,45301020,2
CTS,45203020,2
CUI,45203010,2
CVGI,20106010,2
CVV,45301010,2
CW,20101010,2
CY,45301020,2
CYBE,45301010,2
DAIO,45203020,2
DAKT,45203010,2
DAN,25101010,2
DCI,20106020,2
DCO,20101010,2
DIOD,45301020,2
DOV,20106020,2
DPW,20104010,2
DYSL,45203010,2
EFOI,20104010,2
ELON,45203020,2
EME,20103010,2
EMKR,45201020,2
EML,20106020,2
EMR,20104010,2
ENPH,20104010,2
ENS,20104010,2
ENTG,45301010,2
ESE,20106020,2
ESIO,45203010,2
ESL,20101010,2
ESP,20104010,2
FCEL,20104010,2
FEIM,45203010,2
FELE,20106020,2
FIX,20103010,2
FLIR,45203010,2
FLS,20106020,2
FNSR,45201020,2
FORM,45301010,2
FSLR,45301020,2
FSS,20106010,2
GD,20101010,2
GE,20105010,2
GGG,20106020,2
GHM,20106020,2
GIGA,45203010,2
GNRC,20104010,2
GPC,25501010,2
GSIT,45301020,2
GV,20103010,2
GVP,45103010,2
HASI,40204010,2
HEI,20101010,2
HON,20105010,2
HRS,45201020,2
IDTI,45301020,2
IEC,45203020,2
IESC,20103010,2
IEX,20106020,2
IIVI,45203015,2
INTC,45301020,2
INTT,45301010,2
IPGP,45203020,2
IPHI,45301020,2
IPWR,20104010,2
ISNS,45203010,2
ISSC,20101010,2
ITT,20106020,2
ITW,20106020,2
IVAC,45202030,2
IXYS,45301020,2
JASN,20106020,2
JBL,45203020,2
KAMN,20107010,2
KEYS,45203010,2
KLAC,45301010,2
KMT,20106020,2
KN,45203015,2
KOPN,45301020,2
KTOS,20101010,2
KVHI,45201020,2
LAWS,20107010,2
LEA,25101010,2
LFUS,45203015,2
LGL,45203015,2
LLL,20101010,2
LMIA,20101010,2
LMT,20101010,2
LPTH,45203010,2
LRCX,45301010,2
LSCC,45301020,2
LUNA,45203010,2
LYTS,20104010,2
MCHP,45301020,2
MEI,45203020,2
MG,20202020,2
MICT,20101010,2
MKSI,45301010,2
MMM,20105010,2
MOSY,45301020,2
MPWR,45301020,2
MRCY,20101010,2
MSCC,45301020,2
MSM,20107010,2
MTOR,20106010,2
MTSC,45203010,2
MTSI,45301020,2
MU,45301020,2
MXIM,45301020,2
MXL,45301020,2
MXWL,45203020,2
MYRG,20103010,2
NANO,45301010,2
NATI,45203010,2
NDSN,20106020,2
NLST,45203020,2
NNBR,20106020,2
NOC,20101010,2
NPO,20106020,2
NPTN,45301020,2
NRG,55105010,2
NSSC,45203010,2
OA,20101010,2
OCLR,45201020,2
OESX,20104010,2
ON,45301020,2
OPTT,20104020,2
ORA,55105020,2
OSIS,45203010,2
PEGI,55105020,2
PH,20106020,2
PKE,45203020,2
PKOH,20301010,2
PLPC,20104010,2
PLUG,20104010,2
POWI,45301020,2
POWL,20104010,2
PRKR,45201020,2
QBAK,45202030,2
QRVO,45301020,2
QUIK,45301020,2
RBC,20104010,2
RELL,45203030,2
RFIL,45203020,2
RMBS,45301020,2
ROCK,20102010,2
ROG,45203015,2
ROK,20104010,2
ROP,20105010,2
RTEC,45301010,2
RTN,20101010,2
RVLT,20104010,2
RXN,20106020,2
SANM,45203020,2
SEV,45301020,2
SGMA,45203020,2
SIF,20101010,2
SLAB,45301020,2
SMP,25101010,2
SMTC,45301020,2
SNA,20106020,2
SNHY,20106020,2
SNPS,45103010,2
SPA,20101010,2
SPR,20101010,2
SPWR,45301020,2
SRI,25101010,2
STRT,25101010,2
SWK,20106020,2
SWKS,45301020,2
SXI,20106020,2
SYPR,25101010,2
SYX,45203030,2
TDG,20101010,2
TDY,20101010,2
TER,45301010,2
TERP,55105020,2
TESS,45201020,2
TGI,20101010,2
THR,20104010,2
THRM,25101010,2
TIK,20101010,2
TKR,20106020,2
TRS,20106020,2
TRT,45301010,2
TSLA,25102010,2
TWIN,20106010,2
TXN,45301020,2
TXT,20101010,2
UCTT,45301010,2
UEIC,25201010,2
ULBI,20104010,2
UQM,25101010,2
URI,20107010,2
UTEK,45301010,2
UTX,20101010,2
VC,25101010,2
VECO,45301010,2
VICR,20104010,2
VOXX,25101010,2
VPG,45203010,2
VSH,45203015,2
WAIR,20101010,2
WCC,20107010,2
WPCS,45102010,2
WSCI,20106020,2
WST,35101020,2
WTT,45203010,2
WWD,20106020,2
XCRA,45301010,2
XLNX,45301020,2
ATU,20106020,2
AAME,40301030,3
AEL,40301020,3
AET,35102030,3
AFG,40301030,3
AFH,40301040,3
AFL,40301020,3
AFSI,40301040,3
AIG,40301030,3
AIZ,40301030,3
AJG,40301010,3
ALL,40301040,3
AMP,40203010,3
AMSF,40301040,3
ANAT,40301030,3
ANTM,35102030,3
BRO,40301010,3
BWINB,40301040,3
CI,35102030,3
CIA,40301020,3
CINF,40301040,3
CNA,40301040,3
CNO,40301020,3
CNXR,35103010,3
DGICA,40301040,3
EBIX,45103010,3
EHTH,40301010,3
EIG,40301040,3
EMCI,40301040,3
ERIE,40301040,3
FAC,40301040,3
FAF,40301040,3
FFG,40301020,3
FGL,40301020,3
FNF,40301040,3
FNFV,40201030,3
FNHC,40301040,3
GNW,40301020,3
GTS,35102030,3
GWGH,40201040,3
HALL,40301040,3
HCHC,20103010,3
HCI,40301040,3
HIG,40301030,3
HIIQ,40301010,3
HMN,40301030,3
HRG,30301010,3
HRTG,40301040,3
HUM,35102030,3
IHC,40301020,3
IPCC,40301040,3
KINS,40301040,3
KMPR,40301030,3
L,40301030,3
LNC,40301020,3
LTS,40203020,3
MBI,40301040,3
MCY,40301040,3
MET,40301020,3
MKL,40301040,3
MTG,40102010,3
NAVG,40301040,3
NGHC,40301030,3
NMIH,40102010,3
NWLI,40301020,3
ORI,40301040,3
PFG,40301020,3
PGR,40301040,3
PIH,40301040,3
PRA,40301040,3
PRI,40301020,3
PRU,40301020,3
RDN,40102010,3
RGA,40301050,3
RLI,40301040,3
SAFT,40301040,3
SIGI,40301040,3
SNC,40301040,3
SNFCA,40102010,3
STBA,40101015,3
STFC,40301040,3
THG,40301040,3
TMK,40301020,3
TRV,40301040,3
UFCS,40301040,3
UHAL,20304020,3
UIHC,40301040,3
UNAM,40301040,3
UNM,40301020,3
UVE,40301040,3
VOYA,40201020,3
VRSK,20202020,3
WRB,40301040,3
Y,40301050,3
ABCB,40101015,4
ACFC,40102010,4
ACNB,40101015,4
AF,40102010,4
ALLY,40202010,4
AMNB,40101015,4
AMRB,40101015,4
ANCX,40101015,4
AROW,40101015,4
ASB,40101015,4
ASRV,40101015,4
ATLO,40101015,4
BAC,40101010,4
BANC,40101015,4
BANF,40101015,4
BANR,40101015,4
BBT,40101015,4
BCBP,40101015,4
BDGE,40101015,4
BFIN,40102010,4
BHB,40101015,4
BHBK,40101015,4
BHLB,40101015,4
BKJ,40101015,4
BKMU,40102010,4
BKSC,40101015,4
BKU,40101015,4
BLMT,40102010,4
BMRC,40101015,4
BMTC,40101015,4
BNCL,40102010,4
BNCN,40101015,4
BOCH,40101015,4
BOFI,40102010,4
BOH,40101015,4
BOKF,40101015,4
BPFH,40101015,4
BPOP,40101015,4
BRKL,40101015,4
BSF,40102010,4
BSRR,40101015,4
BUSE,40101015,4
BWFG,40101015,4
BXS,40101015,4
BYBK,40101015,4
C,40101010,4
CAC,40101015,4
CACB,40101015,4
CARO,40101015,4
CART,40101015,4
CARV,40102010,4
CASH,40102010,4
CATY,40101015,4
CBAN,40101015,4
CBF,40101015,4
CBFV,40101015,4
CBSH,40101015,4
CBU,40101015,4
CCBG,40101015,4
CCNE,40101015,4
CFBK,40102010,4
CFFI,40101015,4
CFFN,40102010,4
CFG,40101015,4
CFNB,40101015,4
CFR,40101015,4
CHCO,40101015,4
CHFC,40101015,4
CHFN,40102010,4
CHMG,40101015,4
CIT,40101015,4
CIVB,40101015,4
CMA,40101010,4
CNBKA,40101015,4
CNOB,40101015,4
COBZ,40101015,4
COF,40202010,4
COLB,40101015,4
CPF,40101015,4
CSBK,40102010,4
CSFL,40101015,4
CTBI,40101015,4
CUBI,40101015,4
CUNB,40101015,4
CVBF,40101015,4
CVCY,40101015,4
CVLY,40101015,4
CWAY,40102010,4
CZNC,40101015,4
DCOM,40102010,4
DFS,40202010,4
EBMT,40101015,4
EBSB,40102010,4
EBTC,40101015,4
EFSC,40101015,4
EGBN,40101015,4
ESSA,40102010,4
ESXB,40101015,4
EVBS,40101015,4
EVER,40102010,4
EWBC,40101015,4
FBC,40102010,4
FBIZ,40101015,4
FBMS,40101015,4
FBNC,40101015,4
FBNK,40101015,4
FBP,40101015,4
FCBC,40101015,4
FCCO,40101015,4
FCCY,40101015,4
FCF,40101015,4
FCNCA,40101015,4
FDEF,40102010,4
FFBC,40101015,4
FFIC,40101015,4
FFIN,40101015,4
FFKT,40101015,4
FFNW,40101015,4
FHN,40101015,4
FIBK,40101015,4
FISI,40101015,4
FITB,40101015,4
FLIC,40101015,4
FMBI,40101015,4
FMNB,40101015,4
FNB,40101015,4
FNLC,40101015,4
FNWB,40101015,4
FRBA,40101015,4
FRBK,40101015,4
FRC,40101015,4
FRME,40101015,4
FSB,40101015,4
FSBK,40101015,4
FULT,40101015,4
FUNC,40101015,4
GABC,40101015,4
GBCI,40101015,4
GBNK,40101015,4
GNBC,40101015,4
GSBC,40101015,4
GWB,40101015,4
HAFC,40101015,4
HBAN,40101015,4
HBCP,40102010,4
HBHC,40101015,4
HBMD,40101015,4
HBNC,40101015,4
HFBC,40102010,4
HFWA,40101015,4
HIFS,40102010,4
HMNF,40102010,4
HOMB,40101015,4
HTBI,40101015,4
HTBK,40101015,4
HTH,40101015,4
HTLF,40101015,4
IBCP,40101015,4
IBKC,40101015,4
IBOC,40101015,4
IBTX,40101015,4
ICBK,40101015,4
INBK,40101015,4
INDB,40101015,4
ISBC,40101015,4
ISTR,40101015,4
JPM,40101010,4
KEY,40101015,4
KRNY,40102010,4
LARK,40101015,4
LBAI,40101015,4
LCNB,40101015,4
LION,40101015,4
LKFN,40101015,4
LTXB,40101015,4
MBFI,40101015,4
MBTF,40101015,4
MBWM,40101015,4
MCBC,40101015,4
MFNC,40101015,4
MFSF,40101015,4
MLVF,40102010,4
MOFG,40101015,4
MSBF,40102010,4
MSFG,40101015,4
MSL,40101015,4
MTB,40101015,4
NBHC,40101015,4
NBN,40101015,4
NBTB,40101015,4
NCOM,40101015,4
NFBK,40102010,4
NKSH,40101015,4
NRIM,40101015,4
NWBI,40102010,4
NWFL,40101015,4
NYCB,40102010,4
OCFC,40102010,4
OFG,40101015,4
OKSB,40101015,4
OLBK,40101015,4
ONB,40101015,4
OPB,40101015,4
OPOF,40101015,4
ORIT,40102010,4
ORRF,40101015,4
OSBC,40101015,4
OVLY,40101015,4
OZRK,40101015,4
PACW,40101015,4
PB,40101015,4
PBCT,40101015,4
PBHC,40102010,4
PBIP,40102010,4
PCBK,40101015,4
PEBK,40101015,4
PEBO,40101015,4
PFBC,40101015,4
PFBI,40101015,4
PFBX,40101015,4
PFIS,40101015,4
PFS,40102010,4
PGC,40101015,4
PKBK,40101015,4
PLBC,40101015,4
PMBC,40101015,4
PNC,40101015,4
PNFP,40101015,4
PPBI,40101015,4
PRK,40101015,4
PROV,40102010,4
PSTB,40101015,4
PVTB,40101015,4
PWOD,40101015,4
QCRH,40101015,4
RBCAA,40101015,4
RBPAA,40101015,4
RF,40101015,4
RNST,40101015,4
RVSB,40102010,4
SAL,40101015,4
SASR,40101015,4
SBCF,40101015,4
SBCP,40101015,4
SBFG,40101015,4
SBNY,40101015,4
SBSI,40101015,4
SFBS,40101015,4
SFNC,40101015,4
SFST,40101015,4
SGBK,40101015,4
SHBI,40101015,4
SIFI,40102010,4
SIVB,40101015,4
SLCT,40101015,4
SLM,40202010,4
SMMF,40101015,4
SNBC,40101015,4
