symbol,gics8,hier.text_024
ESTE,10102020,2
ESXB,40101015,12
ETE,10102040,4
ETFC,40203020,6
ETH,25201020,14
ETM,25401020,8
ETR,55101010,0
ETRM,35101010,22
ETSY,25502020,1
EV,40203010,6
EVA,10102050,1
EVBS,40101015,12
EVC,25401020,8
EVEP,10102020,2
EVER,40102010,19
EVHC,35102015,5
EVI,20107010,3
EVLV,25502020,14
EVOK,35202010,9
EVOL,45103010,15
EVR,40203020,6
EVTC,45102020,15
EW,35101010,22
EWBC,40101015,12
EXA,45103010,10
EXAC,35101010,22
EXAS,35201010,22
EXC,55101010,13
EXEL,35201010,9
EXLS,45102020,15
EXP,15102010,1
EXPD,20301010,16
EXPE,25502020,1
EXPO,20202020,0
EXPR,25504010,14
EXR,60101080,7
EXTR,45201020,23
EXXI,10102020,2
EYES,35101010,22
EZPW,40202010,1
F,25102010,3
FAC,40301040,11
FAF,40301040,11
FALC,45103020,15
FANG,10102020,2
FARM,30202030,1
FARO,45203010,10
FAST,20107010,3
FATE,35201010,9
FB,45101010,1
FBC,40102010,19
FBHS,20102010,15
FBIO,35201010,9
FBIZ,40101015,12
FBMS,40101015,12
FBNC,40101015,12
FBNK,40101015,12
FBP,40101015,19
FBRC,40203020,6
FC,20202020,15
FCBC,40101015,19
FCCO,40101015,12
FCCY,40101015,12
FCEL,20104010,3
FCF,40101015,12
FCFS,40202010,1
FCH,60101030,18
FCN,20202020,15
FCNCA,40101015,12
FCSC,35201010,9
FCX,15104025,0
FDEF,40102010,19
FDP,30202010,1
FDS,40203040,15
FDUS,40203010,17
FDX,20301010,16
FE,55101010,13
FEIM,45203010,10
FELE,20106020,3
FELP,10102050,0
FENX,25501010,3
FET,10101020,0
FEYE,45103020,15
FF,15101050,1
FFBC,40101015,19
FFG,40301020,11
FFIC,40101015,12
FFIN,40101015,12
FFIV,45201020,23
FFKT,40101015,12
FFNW,40101015,12
FGEN,35201010,9
FGL,40301020,1
FGP,55102010,0
FHCO,30302010,9
FHN,40101015,19
FIBK,40101015,19
FICO,45103010,15
FIG,40203010,6
FII,40203010,6
FINL,25504010,14
FIS,45102020,15
FISI,40101015,19
FISV,45102020,15
FITB,40101015,19
FIVE,25504040,14
FIVN,45101010,23
FIX,20103010,0
FIZZ,30201030,1
FL,25504010,14
FLIC,40101015,12
FLIR,45203010,22
FLKS,35202010,9
FLL,25301010,1
FLO,30202030,1
FLR,20103010,0
FLS,20106020,3
FLT,45102020,3
FLWS,25502020,1
FLXN,35201010,9
FLXS,25201020,1
FMBI,40101015,19
FMC,15101030,1
FMI,35201010,22
FMNB,40101015,12
FMSA,10101020,3
FNB,40101015,19
FNF,40301040,11
FNFV,40201030,11
FNGN,40203010,6
FNHC,40301040,11
FNJN,45103020,15
FNLC,40101015,12
FNSR,45201020,10
FNWB,40101015,12
FOE,15101050,1
FOLD,35201010,9
FONR,35101010,22
FOR,60102030,7
FORD,25203010,3
FORM,45301010,10
FORR,45102010,15
FOSL,25203010,14
FOXA,25401030,8
FOXF,25101010,3
FPI,60101080,1
FPO,60101010,7
FPP,10102020,2
FPRX,35201010,9
FR,60101020,7
FRAN,25504010,14
FRBA,40101015,12
FRBK,40101015,12
FRC,40101015,19
FRD,15104050,3
FRED,25503020,14
FRGI,25301040,1
FRME,40101015,12
FRP,50101020,23
FRPH,60102020,7
FRPT,30202030,1
FRT,60101070,7
FSAM,40203010,6
FSB,40101015,12
FSBK,40101015,12
FSC,40203010,17
FSFR,40203010,17
FSIC,40203010,17
FSLR,45301020,0
FSNN,50101010,23
FSP,60101040,7
FSS,20106010,3
FSTR,20106020,3
FTAI,20107010,0
FTD,25502020,1
FTEK,20201050,3
FTK,15101050,3
FTNT,45103020,15
FTR,50101020,23
FUEL,45101010,8
FUL,15101050,1
FULT,40101015,12
FUN,25301030,1
FUNC,40101015,12
FVE,35102020,5
FWRD,20301010,16
GABC,40101015,19
GAIA,25502020,8
GAIN,40203010,17
GALE,35201010,9
GALT,35201010,9
GBCI,40101015,12
GBDC,40203010,17
GBL,40203010,6
GBNK,40101015,12
GBR,10102020,2
GBX,20106010,3
GCAP,40203020,6
GCI,25401040,8
GCO,25504010,14
GD,20101010,15
GDDY,45101010,1
GDOT,40202010,1
GE,20105010,3
GEF,15103010,1
GEL,10102040,4
GEN,35102020,5
GENC,20106020,3
GEO,60101080,3
GEOS,10101020,10
GERN,35201010,9
GES,25504010,14
GEVO,10102030,0
GFF,20102010,1
GFN,20107010,7
GGG,20106020,3
GGP,60101070,7
GHDX,35201010,9
GHL,40203020,1
GHM,20106020,3
GIFI,10101020,0
GIGA,45203010,10
GIII,25203010,14
GILD,35201010,9
GIMO,45103020,23
GIS,30202030,1
GLAD,40203010,17
GLDD,20103010,1
GLP,10102040,0
GLPI,60101080,1
GLT,15105020,1
GLUU,45103010,1
GLW,45203015,1
GM,25102010,9
GME,25504020,8
GMED,35101010,22
GMO,15104020,0
GNBC,40101015,12
GNC,25504040,1
GNCA,35201010,9
GNCMA,50101020,23
GNE,55101010,2
GNMK,35101010,22
GNRC,20104010,3
GNTX,25101010,3
GNVC,35201010,9
GNW,40301020,21
GOGO,45101010,10
GOOD,60101010,7
GOOGL,45101010,1
GORO,15104030,0
GOV,60101040,7
GPC,25501010,3
GPI,25504050,3
GPIC,25301010,1
GPK,15103020,1
GPN,45102020,15
GPOR,10102020,2
GPRE,10102030,1
GPRO,25201010,10
GPS,25504010,14
GPT,60101010,7
GPX,20202010,15
GRA,15101050,1
GRBK,25201030,20
GRC,20106020,3
GROW,40203010,6
GRPN,25502020,1
GRUB,45101010,1
GS,40203020,6
GSAT,50101010,23
GSB,45103020,15
GSBC,40101015,12
GSBD,40203010,17
GSIT,45301020,10
GST,10102020,2
GSVC,40203010,17
GT,25101020,3
GTIM,25301040,1
GTLS,20106020,3
GTN,25401020,8
GTS,35102030,11
GTT,45101010,23
GTXI,35201010,9
GTY,60101070,7
GUID,45103010,15
GV,20103010,0
GVA,20103010,0
GVP,45103010,3
GWB,40101015,12
GWGH,40201040,11
GWR,20304010,3
GWRE,45103010,15
GWW,20107010,3
GXP,55101010,13
H,25301020,18
HA,20302010,1
HABT,25301040,1
HAE,35101020,22
HAFC,40101015,12
HAIN,30202030,1
HAL,10101020,0
HALL,40301040,11
HALO,35201010,9
HAS,25202010,1
HASI,40204010,0
HAWK,45102020,1
HAYN,15104050,3
HBAN,40101015,19
HBCP,40102010,12
HBHC,40101015,19
HBI,25203010,14
HBIO,35203010,22
HBMD,40101015,12
HBNC,40101015,12
HBP,20107010,1
HCA,35102020,5
HCAP,40203010,17
HCC,15104050,0
HCCI,20201050,0
HCHC,20103010,1
HCI,40301040,11
