symbol,gics8,textgics_005
NMFC,40203010,0
NNN,60101070,0
NRZ,40204010,0
NSA,60101080,0
NSM,40102010,0
NTRS,40203010,0
NXRT,60101060,0
NYMT,40204010,0
NYRT,60101040,0
O,60101070,0
OAK,40203010,0
OAKS,40204010,0
OCN,40102010,0
OFC,60101040,0
OFS,40203010,0
OHAI,40203010,0
OHI,60101050,0
OLP,60101010,0
OPY,40203020,0
ORM,40204010,0
PCH,60101080,0
PDM,60101040,0
PEB,60101030,0
PEI,60101070,0
PFLT,40203010,0
PFSI,40102010,0
PGRE,60101040,0
PHH,40102010,0
PJC,40203020,0
PKY,60101040,0
PLD,60101020,0
PMT,40204010,0
PNNT,40203010,0
PSA,60101080,0
PSB,60101010,0
PSEC,40203010,0
PW,60101080,0
PZN,40203010,0
RAND,40203010,0
RAS,60101010,0
RDI,25401030,0
RDN,40102010,0
REG,60101070,0
REIS,45101010,0
RESI,40204010,0
REXR,60101020,0
RHP,60101030,0
RJF,40203020,0
RLGY,60102040,0
RLJ,60101030,0
ROIC,60101070,0
RPT,60101070,0
RSO,40204010,0
RWT,40204010,0
RYN,60101080,0
SAMG,40203010,0
SAR,40203010,0
SBAC,60101080,0
SBRA,60101050,0
SCM,40203010,0
SEIC,40203010,0
SHO,60101030,0
SIR,60101010,0
SKT,60101070,0
SLG,60101040,0
SLRC,40203010,0
SNH,60101050,0
SNR,60101050,0
SOHO,60101030,0
SPG,60101070,0
SRC,60101010,0
STAG,60101020,0
STAR,60101010,0
STOR,60101010,0
STRS,60102030,0
STT,40203010,0
STWD,40204010,0
SUI,60101060,0
SUNS,40203010,0
SVVC,40203010,0
TCAP,40203010,0
TCI,60102020,0
TCO,60101070,0
TCPC,40203010,0
TCRD,40203010,0
TICC,40203010,0
TPVG,40203010,0
TRC,60102010,0
TRNO,60101020,0
TROW,40203010,0
TSLX,40203010,0
TWO,40204010,0
UBA,60101070,0
UDR,60101060,0
UE,60101070,0
UHT,60101050,0
UMH,60101060,0
VGR,30203010,0
VNO,60101040,0
VTR,60101050,0
WAC,40102010,0
WD,40102010,0
WDR,40203010,0
WHF,40203010,0
WHG,40203010,0
WHLR,60101070,0
WMC,40204010,0
WPC,60101010,0
WRE,60101010,0
WRI,60101070,0
WSR,60101070,0
XHR,60101030,0
ZAIS,40203010,0
OZM,40203010,0
AE,10102030,1
AEE,55103010,1
ALDW,10102030,1
ALE,55101010,1
ALJ,10102030,1
AM,10102040,1
AMID,10102040,1
APA,10102020,1
APC,10102020,1
AR,10102020,1
ARCX,10102040,1
AREX,10102020,1
ATO,55102010,1
AVA,55103010,1
AXAS,10102020,1
BBG,10102020,1
BCEI,10102020,1
BKEP,10102040,1
BKH,55103010,1
BPL,10102040,1
BRN,10102020,1
BRS,10101020,1
BSM,10102020,1
BWP,10102040,1
CELP,20201050,1
CEQP,10102040,1
CHK,10102020,1
CHKR,10102020,1
CIE,10102020,1
CLNE,10102030,1
CLR,10102020,1
CMS,55103010,1
CNNX,10102040,1
CNP,55103010,1
CNX,10102050,1
COG,10102020,1
COP,10102020,1
CPE,10102020,1
CPK,55102010,1
CPN,55105010,1
CQH,10102040,1
CRC,10102020,1
CRK,10102020,1
CRR,10101020,1
CRZO,10102020,1
CVI,10102030,1
CVRR,10102030,1
CVX,10102010,1
CXO,10102020,1
D,55103010,1
DGAS,55102010,1
DK,10102030,1
DKL,10102040,1
DM,10102040,1
DNR,10102020,1
DTE,55103010,1
DUK,55101010,1
DVN,10102020,1
ECR,10102020,1
ECT,10102020,1
ED,55103010,1
EEP,10102040,1
EEQ,10102040,1
EGAS,55102010,1
EGN,10102020,1
EGY,10102020,1
EMES,10102030,1
ENBL,10102040,1
ENLC,10102040,1
ENLK,10102030,1
ENRJ,10102020,1
EOG,10102020,1
EPD,10102040,1
EPE,10102020,1
EPM,10102020,1
EQGP,10102040,1
EQM,10102040,1
EQT,10102020,1
ERI,25301010,1
ERII,20106020,1
ERN,10102020,1
ES,55101010,1
ESTE,10102020,1
ETE,10102040,1
ETR,55101010,1
EVEP,10102020,1
EXC,55101010,1
EXXI,10102020,1
FANG,10102020,1
FCX,15104025,1
FGP,55102010,1
FPP,10102020,1
GBR,10102020,1
GEL,10102040,1
GLP,10102040,1
GNE,55101010,1
GPOR,10102020,1
GST,10102020,1
HCLP,10101020,1
HEP,10102040,1
HES,10102020,1
HGT,10102020,1
HUSA,10102020,1
ICD,10101010,1
JONE,10102020,1
KMI,10102040,1
L,40301030,1
LGCY,10102020,1
LNG,10102040,1
LNT,55101010,1
LPI,10102020,1
MARPS,10102020,1
MCEP,10102020,1
MCF,10102020,1
MDU,55103010,1
MGEE,55101010,1
MIC,20305010,1
MMLP,10102040,1
MMP,10102040,1
MPC,10102030,1
MPLX,10102040,1
MRO,10102020,1
MTDR,10102020,1
MTR,10102020,1
MTRX,10101020,1
MTZ,20103010,1
MUR,10102020,1
MVO,10102020,1
MXC,10102020,1
NBL,10102020,1
NDRO,10102020,1
NEE,55101010,1
NEP,55105020,1
NFG,55102010,1
NFX,10102020,1
NGL,10102040,1
NGS,10101020,1
NI,55103010,1
NJR,55102010,1
NOG,10102020,1
NRP,10102050,1
NRT,10102020,1
NS,10102030,1
NWE,55103010,1
NWN,55102010,1
OAS,10102020,1
OGE,55101010,1
OGS,55102010,1
OIS,10101020,1
OKE,10102040,1
OKS,10102040,1
OXY,10102010,1
PAA,10102040,1
PAGP,10102040,1
PBF,10102030,1
PBFX,10102040,1
PBT,10102020,1
PCG,55101010,1
PDCE,10102020,1
PE,10102020,1
PED,10102020,1
PEG,55103010,1
PER,10102020,1
PES,10101010,1
PHIIK,10101020,1
PHX,10102020,1
POR,55101010,1
PPL,55101010,1
PQ,10102020,1
PSX,10102030,1
PSXP,10102040,1
PWR,20103010,1
PXD,10102020,1
QEP,10102020,1
REI,10102020,1
REN,10102020,1
RES,10101020,1
REXX,10102020,1
RGCO,55102010,1
RICE,10102020,1
RMP,10102040,1
ROYT,10102020,1
RRC,10102020,1
RSPP,10102020,1
SBR,10102020,1
SCG,55103010,1
SDR,10102020,1
SDT,10102020,1
SEMG,10102040,1
SEP,10102040,1
SGU,55102010,1
SHLX,10102040,1
SJI,55102010,1
SJT,10102020,1
SLCA,10101020,1
SM,10102020,1
SMLP,10102040,1
SN,10102020,1
SO,55101010,1
SPH,55102010,1
SPKE,55101010,1
SPP,10102020,1
SRE,55103010,1
SRLP,10102040,1
SWN,10102020,1
SWX,55102010,1
SXE,10102040,1
SYMX,10101020,1
TAT,10102020,1
TCP,10102040,1
TEGP,10102040,1
TEP,10102040,1
TGC,10102020,1
TLLP,10102040,1
TLP,10102040,1
TPL,40201030,1
TRCH,10102020,1
TRGP,10102040,1
TSO,10102030,1
TTI,10101020,1
UGI,55102010,1
UNT,10101010,1
UPL,10102020,1
USAC,10101020,1
USEG,10102020,1
USLM,15102010,1
UTL,55103010,1
VLP,10102040,1
VNOM,10102020,1
VOC,10102020,1
VVC,55103010,1
WEC,55103010,1
WES,10102040,1
WG,10101020,1
WGL,55102010,1
WGP,10102040,1
WLL,10102020,1
WMB,10102040,1
WNRL,10102040,1
WPT,10102040,1
WPX,10102020,1
WPZ,10102040,1
WTI,10102020,1
XCO,10102020,1
XEC,10102020,1
XEL,55101010,1
XOM,10102010,1
YUMA,10102020,1
ZN,10102020,1
MPO,10102020,1
PTEN,10101010,1
A,35203010,2
AA,15104010,2
AAC,35102020,2
AAME,40301030,2
AAN,25504060,2
AAOI,45201020,2
AAON,20102010,2
AAP,25504050,2
AAPL,45202030,2
AAWW,20301010,2
ABAX,35101010,2
ABC,35102010,2
ABCD,25302010,2
ABCO,20202020,2
ABG,25504050,2
ABM,20201050,2
ABMD,35101010,2
ABT,35101010,2
ABTL,45101010,2
ACCO,20201060,2
ACET,35102010,2
ACHC,35102020,2
ACIW,45103010,2
ACLS,45301010,2
ACM,20103010,2
ACTA,45101010,2
ACTG,20202020,2
ACU,20201060,2
ACXM,45102010,2
ADBE,45103010,2
ADGE,55105010,2
ADI,45301020,2
ADM,30202010,2
ADP,45102020,2
ADS,45102020,2
ADSK,45103010,2
ADTN,45201020,2
ADUS,35102015,2
AEGN,20103010,2
AEHR,45301010,2
AEIS,45301010,2
AEL,40301020,2
AEO,25504010,2
AEP,55101010,2
AES,55105010,2
AET,35102030,2
AETI,20104010,2
AEY,45203030,2
AFG,40301030,2
AFH,40301040,2
AFL,40301020,2
AFSI,40301040,2
AGCO,20106015,2
AGM,40102010,2
AGX,20103010,2
AGYS,45203030,2
AHC,25401040,2
AHGP,10102050,2
AHPI,35101010,2
AIG,40301030,2
AIMC,20106020,2
AIN,20106020,2
AIQ,35102015,2
AIR,20101010,2
AIRI,20101010,2
AIT,20107010,2
AIZ,40301030,2
AJG,40301010,2
AJRD,20101010,2
AKAM,45101010,2
AKRX,35202010,2
AKS,15104050,2
AL,20107010,2
ALB,15101050,2
ALCO,30202010,2
ALG,20106010,2
ALGN,35101020,2
ALGT,20302010,2
ALK,20302010,2
ALL,40301040,2
ALLY,40202010,2
ALOG,35101010,2
ALOT,45202030,2
ALQA,35101020,2
ALR,35101020,2
ALSK,50101020,2
ALSN,20106010,2
AMAT,45301010,2
AMBA,45301020,2
AMBR,45101010,2
AMC,25401030,2
AMCX,25401020,2
AMD,45301020,2
AME,20104010,2
AMED,35102015,2
AMKR,45301010,2
AMOT,20104010,2
AMP,40203010,2
AMRC,20103010,2
AMRK,40201040,2
AMRS,10102030,2
AMS,35102015,2
AMSC,20104010,2
AMSF,40301040,2
AMSWA,45103010,2
AMT,60101080,2
AMTD,40203020,2
AMTX,10102030,2
AMWD,20102010,2
AMZN,25502020,2
AN,25504050,2
ANAT,40301030,2
ANDE,30101020,2
ANET,45201020,2
ANF,25504010,2
ANGI,45101010,2
ANGO,35101010,2
ANSS,45103010,2
ANTM,35102030,2
AOI,30203010,2
AOS,20102010,2
AOSL,45301020,2
AP,15104050,2
APD,15101040,2
APDN,45203010,2
APEI,25302010,2
APH,45203015,2
APOG,20102010,2
APPS,45103010,2
APU,55102010,2
ARC,20201060,2
ARCB,20304020,2
ARCI,25504040,2
ARCW,20106020,2
ARII,20106010,2
ARIS,45101010,2
ARKR,25301040,2
ARLP,10102050,2
ARMK,25301040,2
ARRS,45201020,2
ARTNA,55104010,2
ARTW,20106015,2
ARTX,20101010,2
ARW,45203030,2
ASCMA,25302020,2
ASFI,40202010,2
ASGN,20202010,2
ASH,15101050,2
ASH,15101050,2
ASNA,25504010,2
ASPN,10101020,2
ASTC,20101010,2
ASTE,20106010,2
ASUR,45103010,2
ASYS,45301010,2
AT,55105010,2
ATEC,35101010,2
ATEN,45103020,2
ATHN,35103010,2
ATI,15104050,2
ATLC,40202010,2
ATNI,50101020,2
ATR,15103010,2
ATRC,35101010,2
ATRI,35101020,2
ATRO,20101010,2
ATSG,20301010,2
ATVI,45103030,2
ATW,10101010,2
AUMN,15104040,2
AVAV,20101010,2
AVD,15101030,2
AVGR,35101010,2
AVHI,25201030,2
AVID,45202030,2
AVNW,45201020,2
AVT,45203030,2
AVX,45203015,2
AVY,15103020,2
AWI,20102010,2
AWK,55104010,2
AWR,55104010,2
AWRE,45103010,2
AWX,20201050,2
AXDX,35203010,2
AXE,45203030,2
AXGN,35101010,2
AXL,25101010,2
AXP,40202010,2
AXR,20201070,2
AXTA,15101050,2
AXTI,45301010,2
AYI,20104010,2
AYR,20107010,2
AZO,25504050,2
AZPN,45103010,2
AZZ,20104020,2
B,20106020,2
BA,20101010,2
BABY,35101010,2
BAH,45102010,2
BASI,35203010,2
BBBY,25504060,2
BBGI,25401020,2
BBOX,45201020,2
BBRG,25301040,2
BBSI,20202010,2
BBW,25504040,2
BBY,25504020,2
BC,25202010,2
BCC,15105010,2
BCO,20201080,2
BCOR,45101010,2
BCOV,45101010,2
BCPC,15101050,2
BCR,35101010,2
BDC,45203015,2
BDL,25301040,2
BDR,45201020,2
BDX,35101010,2
BEAT,35102015,2
BEBE,25504010,2
BECN,20107010,2
BELFB,45201020,2
BERY,15103010,2
BFAM,25302010,2
BG,30202010,2
BGC,20104010,2
BGFV,25504040,2
BGG,20106020,2
BGS,30202030,2
BH,25301040,2
BHE,45203020,2
BHI,10101020,2
BID,25302020,2
BIG,25503020,2
BIO,35203010,2
BIOL,35101010,2
BIOS,35102015,2
BJRI,25301040,2
BKD,35102020,2
BKE,25504010,2
BKS,25504040,2
BLBD,20106010,2
BLDR,20102010,2
BLFS,35101020,2
BLIN,45101010,2
BLKB,45103010,2
BLL,15103010,2
BLMN,25301040,2
BMI,45203010,2
BMS,15103020,2
BNFT,45101010,2
BOBE,25301040,2
BOJA,25301040,2
BONT,25503010,2
BOOM,20106020,2
BOOT,25504010,2
BOX,45101010,2
BPI,25302010,2
BPT,10102020,2
BR,45102020,2
BRC,20201010,2
BRCD,45201020,2
BREW,30201010,2
BRKR,35203010,2
BRKS,45301010,2
BRO,40301010,2
BRSS,20106020,2
BSET,25201020,2
BSFT,45103010,2
BSQR,45103010,2
BSX,35101010,2
BTN,25401030,2
BTU,10102050,2
BURL,25504010,2
BV,45101010,2
BVSN,45101010,2
BVX,35101010,2
BWA,25101010,2
BWEN,20104020,2
BWINB,40301040,2
BWLD,25301040,2
BXC,20107010,2
BYD,25301010,2
BZH,25201030,2
CA,45103020,2
CAB,25504040,2
CACC,40202010,2
CACI,45102010,2
CACQ,25301010,2
CAG,30202030,2
CAH,35102010,2
CAKE,25301040,2
CALD,45103010,2
CALM,30202030,2
CALX,45201020,2
CAMP,45201020,2
CAPL,10102040,2
CAR,20304020,2
CARB,45101010,2
CASM,35101010,2
CASS,45102020,2
CASY,30101030,2
CAT,20106010,2
CATM,45102020,2
CATO,25504010,2
CAVM,45301020,2
CAW,30302010,2
CBB,50101020,2
CBK,25504010,2
CBM,35203010,2
CBMX,35203010,2
CBOE,40203040,2
CBPX,20102010,2
CBRL,25301040,2
CBS,25401020,2
CBT,15101010,2
CBZ,20202020,2
CCC,15101010,2
CCF,15101050,2
CCI,60101080,2
CCK,15103010,2
CCL,25301020,2
CCMP,45301010,2
CCO,25401010,2
CCOI,50101010,2
CCRN,35102015,2
CCS,25201030,2
CCUR,45202030,2
CDE,15104045,2
CDI,20202010,2
CDK,45103010,2
CDNS,45103010,2
CDTI,25101010,2
CDW,45203030,2
CDXS,15101050,2
CDZI,55104010,2
CE,15101050,2
CECE,20201050,2
CECO,25302010,2
CEMI,35101020,2
CENTA,30301010,2
CENX,15104010,2
CERN,35103010,2
CERS,35101020,2
CEVA,45301020,2
CF,15101030,2
CFI,25203030,2
CFX,20106020,2
CGI,20304020,2
CGNT,35101010,2
CGNX,45203010,2
CHD,30301010,2
CHDN,25301010,2
CHE,35102015,2
CHEF,30101020,2
CHGG,25302010,2
CHH,25301020,2
CHKE,25203010,2
CHRW,20301010,2
CHS,25504010,2
CHTR,25401025,2
CHUY,25301040,2
CI,35102030,2
CIA,40301020,2
CIDM,25401030,2
CIEN,45201020,2
CINF,40301040,2
CIR,20106020,2
CIVI,35102015,2
CIX,20201060,2
CKH,10101020,2
CL,30301010,2
CLCT,25302020,2
CLD,10102050,2
CLF,15104050,2
CLFD,45201020,2
CLGX,45102020,2
CLH,20201050,2
CLIR,45203010,2
CLMT,10102030,2
CLRO,45201020,2
CLUB,25301030,2
CLW,15105020,2
CLX,30301010,2
CMC,15104050,2
CMCO,20106020,2
CMCSA,25401025,2
CME,40203040,2
CMG,25301040,2
CMI,20106010,2
CMLS,25401020,2
CMP,15104020,2
CMT,15101010,2
CMTL,45201020,2
CNA,40301040,2
CNC,35102030,2
CNK,25401030,2
CNMD,35101010,2
CNO,40301020,2
CNSL,50101020,2
CNTY,25301010,2
CNXR,35103010,2
COH,25203010,2
COHR,45203010,2
COHU,45301010,2
COKE,30201030,2
COL,20101010,2
COLM,25203010,2
COMM,45201020,2
CONN,25504020,2
COO,35101020,2
COOL,45103030,2
CORE,25501010,2
COST,30101040,2
COT,30201030,2
COTY,30302010,2
COUP,45101010,2
COVS,45103020,2
CPB,30202030,2
CPHC,25301010,2
CPLA,25302010,2
CPRT,20201070,2
CPS,25101010,2
CPSI,35103010,2
CPSS,40202010,2
CPST,20104020,2
CQP,10102040,2
CR,20106020,2
CRAI,20202020,2
CRAY,45202030,2
CRCM,45101010,2
CRDS,45202030,2
CREE,45301020,2
CRI,25203010,2
CRL,35203010,2
CRM,45103010,2
CRMT,25504050,2
CROX,25203020,2
CRS,15104050,2
CRTN,45102010,2
CRUS,45301020,2
CRVL,35102015,2
CRWS,25203030,2
CRY,35101010,2
CSCO,45201020,2
CSGP,45101010,2
CSGS,45102020,2
CSII,35101010,2
CSL,20105010,2
CSLT,35103010,2
CSOD,45101010,2
CSPI,45102010,2
CSS,25201050,2
CST,25504050,2
CSU,35102020,2
CSV,25302020,2
CSX,20304010,2
CTAS,20201070,2
CTB,25101020,2
CTG,45102010,2
CTHR,25203010,2
CTL,50101020,2
CTRL,45203010,2
CTRN,25504010,2
CTS,45203020,2
CTSH,45102010,2
CTWS,55104010,2
CTXS,45103010,2
CUB,20101010,2
CUDA,45103020,2
CUI,45203010,2
CUO,20102010,2
CUTR,35101010,2
CVA,20201050,2
CVCO,25201030,2
CVEO,20201070,2
CVG,45102020,2
CVGI,20106010,2
CVGW,30202030,2
CVLT,45103020,2
CVO,20201010,2
CVS,30101010,2
CVTI,20304020,2
CVU,20101010,2
CVV,45301010,2
CW,20101010,2
CWST,20201050,2
CWT,55104010,2
CXW,60101080,2
CY,45301020,2
CYBE,45301010,2
CYH,35102020,2
CZR,25301010,2
DAIO,45203020,2
DAKT,45203010,2
DAL,20302010,2
DAN,25101010,2
DAR,30202010,2
DATA,45103020,2
DAVE,25301040,2
DBD,45202030,2
DCI,20106020,2
DCO,20101010,2
DD,15101020,2
DDD,45202030,2
DDE,25301010,2
DDS,25503010,2
DE,20106015,2
DECK,25203020,2
DEL,15105010,2
DENN,25301040,2
DEST,25504010,2
DF,30202030,2
DG,25503020,2
DGI,20101010,2
DGICA,40301040,2
DGII,45201020,2
DGLY,45203010,2
DGX,35102015,2
DHI,25201030,2
DHR,35101010,2
DHX,45101010,2
DIN,25301040,2
DIOD,45301020,2
DIS,25401030,2
DISCA,25401020,2
DISH,25401025,2
DJCO,25401040,2
DKS,25504040,2
DLA,25203010,2
DLB,45203015,2
DLHC,20202010,2
DLTR,25503020,2
DLX,20201010,2
DMLP,10102020,2
DMRC,45103010,2
DNB,20202020,2
DNKN,25301040,2
DNOW,20107010,2
DO,10101010,2
DOOR,20102010,2
DOV,20106020,2
DOW,15101020,2
DPLO,35102015,2
DPS,30201030,2
DPW,20104010,2
DPZ,25301040,2
DRAD,35102015,2
DRAM,45202030,2
DRI,25301040,2
DRQ,10101020,2
DSPG,45301020,2
DSS,45103020,2
DST,45102020,2
DSW,25504010,2
DV,25302010,2
DVA,35102015,2
DVCR,35102020,2
DVD,25301030,2
DWCH,45103010,2
DWSN,10101020,2
DXCM,35101010,2
DXLG,25504010,2
DXPE,20107010,2
DXYN,25201020,2
DY,20103010,2
DYNT,35101010,2
DYSL,45203010,2
EA,45103030,2
EAT,25301040,2
EBAY,45101010,2
EBF,20201010,2
EBIX,45103010,2
ECHO,20301010,2
ECL,15101050,2
ECOL,20201050,2
ECOM,45101010,2
ECPG,40202010,2
EDGW,45102010,2
EDUC,25501010,2
EE,55101010,2
EEFT,45102020,2
EEI,20201050,2
EFII,45202030,2
EFOI,20104010,2
EFX,20202020,2
EGAN,45101010,2
EGHT,45103010,2
EGL,20101010,2
EGOV,45101010,2
EHTH,40301010,2
EIG,40301040,2
EIGI,45101010,2
EIX,55101010,2
EL,30302010,2
ELGX,35101020,2
ELLI,45103010,2
ELMD,35101010,2
ELON,45203020,2
ELY,25202010,2
EMAN,45203020,2
EMCI,40301040,2
EME,20103010,2
EMKR,45201020,2
EML,20106020,2
EMMS,25401020,2
EMN,15101020,2
EMR,20104010,2
ENG,10101020,2
ENOC,45103010,2
ENPH,20104010,2
ENR,30301010,2
ENS,20104010,2
ENSG,35102020,2
ENSV,10101020,2
ENT,25401030,2
ENTG,45301010,2
ENTL,35101010,2
ENV,45101010,2
EPAM,45102010,2
EPAY,45103010,2
EQIX,60101080,2
ERA,10101020,2
ERIE,40301040,2
ESCA,25202010,2
ESE,20106020,2
ESIO,45203010,2
ESL,20101010,2
ESP,20104010,2
ESRX,35102015,2
ETFC,40203020,2
ETH,25201020,2
ETM,25401020,2
ETRM,35101010,2
ETSY,25502020,2
EVA,10102050,2
EVC,25401020,2
EVHC,35102015,2
EVI,20107010,2
EVLV,25502020,2
EVOL,45103010,2
EVTC,45102020,2
EW,35101010,2
EXA,45103010,2
EXAC,35101010,2
EXLS,45102020,2
EXP,15102010,2
EXPD,20301010,2
EXPE,25502020,2
EXPO,20202020,2
EXPR,25504010,2
EXTR,45201020,2
EYES,35101010,2
EZPW,40202010,2
F,25102010,2
FAC,40301040,2
FAF,40301040,2
FALC,45103020,2
FARM,30202030,2
FARO,45203010,2
FAST,20107010,2
FB,45101010,2
FBHS,20102010,2
FC,20202020,2
FCEL,20104010,2
FCFS,40202010,2
FCN,20202020,2
FDP,30202010,2
FDS,40203040,2
FDX,20301010,2
FE,55101010,2
FEIM,45203010,2
FELE,20106020,2
FELP,10102050,2
FENX,25501010,2
FET,10101020,2
FEYE,45103020,2
FF,15101050,2
FFG,40301020,2
FFIV,45201020,2
FGL,40301020,2
FICO,45103010,2
FINL,25504010,2
FIS,45102020,2
FISV,45102020,2
FIVE,25504040,2
FIVN,45101010,2
FIX,20103010,2
FIZZ,30201030,2
FL,25504010,2
FLIR,45203010,2
FLL,25301010,2
FLO,30202030,2
FLR,20103010,2
FLS,20106020,2
FLT,45102020,2
FLWS,25502020,2
FLXS,25201020,2
FMC,15101030,2
FMSA,10101020,2
FNF,40301040,2
FNFV,40201030,2
FNGN,40203010,2
FNHC,40301040,2
FNJN,45103020,2
FNSR,45201020,2
FOE,15101050,2
FONR,35101010,2
FORD,25203010,2
FORM,45301010,2
FORR,45102010,2
FOSL,25203010,2
FOXA,25401030,2
FOXF,25101010,2
FRAN,25504010,2
FRD,15104050,2
FRED,25503020,2
FRGI,25301040,2
FRP,50101020,2
FRPT,30202030,2
FSLR,45301020,2
FSNN,50101010,2
FSS,20106010,2
FSTR,20106020,2
FTAI,20107010,2
FTD,25502020,2
FTEK,20201050,2
FTK,15101050,2
FTNT,45103020,2
FTR,50101020,2
FUEL,45101010,2
FUL,15101050,2
FUN,25301030,2
FVE,35102020,2
FWRD,20301010,2
GAIA,25502020,2
GBX,20106010,2
GCAP,40203020,2
GCI,25401040,2
GCO,25504010,2
GD,20101010,2
GDDY,45101010,2
GDOT,40202010,2
GE,20105010,2
GEF,15103010,2
GEN,35102020,2
GENC,20106020,2
GEO,60101080,2
GEOS,10101020,2
GES,25504010,2
GEVO,10102030,2
GFF,20102010,2
GFN,20107010,2
GGG,20106020,2
GHL,40203020,2
GHM,20106020,2
GIFI,10101020,2
GIGA,45203010,2
GIII,25203010,2
GIMO,45103020,2
GIS,30202030,2
GLDD,20103010,2
GLT,15105020,2
GLUU,45103010,2
GLW,45203015,2
GM,25102010,2
GME,25504020,2
GMO,15104020,2
GNC,25504040,2
GNCMA,50101020,2
GNMK,35101010,2
GNRC,20104010,2
GNTX,25101010,2
GNW,40301020,2
GOGO,45101010,2
GOOGL,45101010,2
GORO,15104030,2
GPC,25501010,2
GPI,25504050,2
GPIC,25301010,2
GPK,15103020,2
GPN,45102020,2
GPRE,10102030,2
GPRO,25201010,2
GPS,25504010,2
GPX,20202010,2
GRA,15101050,2
GRBK,25201030,2
GRC,20106020,2
GRPN,25502020,2
GRUB,45101010,2
GSAT,50101010,2
GSB,45103020,2
GSIT,45301020,2
