symbol,gics8,kmeans.text_011
AL,20107010,1
ALCO,30202010,1
ALGN,35101020,1
ALGT,20302010,1
ALK,20302010,1
ALQA,35101020,1
AMC,25401030,1
AMCX,25401020,1
AMD,45301020,1
AMRK,40201040,1
AMS,35102015,1
AMTX,10102030,1
AMWD,20102010,1
AMZN,25502020,1
AN,25504050,1
ANDE,30101020,1
ANGI,45101010,1
ANGO,35101010,1
AOI,30203010,1
APDN,45203010,1
APEI,25302010,1
APU,55102010,1
ARCB,20304020,1
ARII,20106010,1
ARKR,25301040,1
ARLP,10102050,1
ARMK,25301040,1
ASCMA,25302020,1
ASFI,40202010,1
ASGN,20202010,1
ASTC,20101010,1
ATEC,35101010,1
ATLC,40202010,1
ATRC,35101010,1
ATSG,20301010,1
ATVI,45103030,1
ATW,10101010,1
AUMN,15104040,1
AVD,15101030,1
AVGR,35101010,1
AVHI,25201030,1
AWX,20201050,1
AXDX,35203010,1
AXGN,35101010,1
AYR,20107010,1
BBGI,25401020,1
BBRG,25301040,1
BBY,25504020,1
BC,25202010,1
BDL,25301040,1
BDR,45201020,1
BG,30202010,1
BGS,30202030,1
BH,25301040,1
BID,25302020,1
BJRI,25301040,1
BKD,35102020,1
BKS,25504040,1
BLBD,20106010,1
BLFS,35101020,1
BLMN,25301040,1
BOBE,25301040,1
BOJA,25301040,1
BPI,25302010,1
BPOP,40101015,1
BPT,10102020,1
BREW,30201010,1
BSTC,35201010,1
BSX,35101010,1
BTU,10102050,1
BWLD,25301040,1
BYD,25301010,1
BZH,25201030,1
CACC,40202010,1
CACQ,25301010,1
CAKE,25301040,1
CALM,30202030,1
CAR,20304020,1
CBM,35203010,1
CBMX,35203010,1
CBOE,40203040,1
CBRL,25301040,1
CBS,25401020,1
CCI,60101080,1
CCK,15103010,1
CCL,25301020,1
CCO,25401010,1
CCRN,35102015,1
CCS,25201030,1
CDE,15104045,1
CDXS,15101050,1
CDZI,55104010,1
CECO,25302010,1
CEMI,35101020,1
CENX,15104010,1
CERS,35101020,1
CF,15101030,1
CFI,25203030,1
CGI,20304020,1
CGNT,35101010,1
CHDN,25301010,1
CHE,35102015,1
CHEF,30101020,1
CHGG,25302010,1
CHH,25301020,1
CHRW,20301010,1
CHUY,25301040,1
CIDM,25401030,1
CKH,10101020,1
CLCT,25302020,1
CLD,10102050,1
CLF,15104050,1
CLUB,25301030,1
CLW,15105020,1
CMCSA,25401025,1
CME,40203040,1
CMG,25301040,1
CMLS,25401020,1
CMP,15104020,1
CMT,15101010,1
CNK,25401030,1
CNTY,25301010,1
COKE,30201030,1
COO,35101020,1
COOL,45103030,1
COT,30201030,1
CPB,30202030,1
CPHC,25301010,1
CPLA,25302010,1
CPRT,20201070,1
CPSS,40202010,1
CQH,10102040,1
CQP,10102040,1
CRDS,45202030,1
CRL,35203010,1
CRMT,25504050,1
CRY,35101010,1
CSGP,45101010,1
CSII,35101010,1
CSLT,35103010,1
CSS,25201050,1
CSV,25302020,1
CSX,20304010,1
CTAS,20201070,1
CTB,25101020,1
CTHR,25203010,1
CUTR,35101010,1
CVCO,25201030,1
CVEO,20201070,1
CVGW,30202030,1
CVI,10102030,1
CVO,20201010,1
CVTI,20304020,1
CVU,20101010,1
CWST,20201050,1
CXW,60101080,1
CZR,25301010,1
DAL,20302010,1
DAR,30202010,1
DAVE,25301040,1
DDE,25301010,1
DEA,60101040,1
DEL,15105010,1
DENN,25301040,1
DF,30202030,1
DGLY,45203010,1
DHI,25201030,1
DIN,25301040,1
DIS,25401030,1
DISCA,25401020,1
DISH,25401025,1
DJCO,25401040,1
DLB,45203015,1
DMLP,10102020,1
DMRC,45103010,1
DNKN,25301040,1
DO,10101010,1
DOOR,20102010,1
DPS,30201030,1
DRAD,35102015,1
DRI,25301040,1
DV,25302010,1
DVD,25301030,1
DWSN,10101020,1
DXCM,35101010,1
DXYN,25201020,1
EA,45103030,1
EAT,25301040,1
EBAY,45101010,1
EBF,20201010,1
ECOL,20201050,1
ECPG,40202010,1
EDUC,25501010,1
EGAN,45101010,1
ELGX,35101020,1
ELLI,45103010,1
ELY,25202010,1
EMAN,45203020,1
EMES,10102030,1
EMMS,25401020,1
ENTL,35101010,1
EQGP,10102040,1
ERA,10101020,1
ERI,25301010,1
ERN,10102020,1
ESCA,25202010,1
ETM,25401020,1
ETRM,35101010,1
ETSY,25502020,1
EVA,10102050,1
EVC,25401020,1
EW,35101010,1
EXA,45103010,1
EXAC,35101010,1
EXPD,20301010,1
EXPE,25502020,1
EYES,35101010,1
EZPW,40202010,1
F,25102010,1
FARM,30202030,1
FB,45101010,1
FC,20202020,1
FCX,15104025,1
FDP,30202010,1
FDX,20301010,1
FELP,10102050,1
FGP,55102010,1
FIZZ,30201030,1
FLL,25301010,1
FLO,30202030,1
FLWS,25502020,1
FLXS,25201020,1
FMC,15101030,1
FMSA,10101020,1
FNGN,40203010,1
FONR,35101010,1
FOXA,25401030,1
FOXF,25101010,1
FPI,60101080,1
FPP,10102020,1
FRGI,25301040,1
FRPT,30202030,1
FTAI,20107010,1
FTD,25502020,1
FUN,25301030,1
FVE,35102020,1
FWRD,20301010,1
GAIA,25502020,1
GBX,20106010,1
GCAP,40203020,1
GCI,25401040,1
GDOT,40202010,1
GEO,60101080,1
GEVO,10102030,1
GHL,40203020,1
GIFI,10101020,1
GLDD,20103010,1
GLUU,45103010,1
GM,25102010,1
GMO,15104020,1
GNMK,35101010,1
GOGO,45101010,1
GOOGL,45101010,1
GORO,15104030,1
GPI,25504050,1
GPIC,25301010,1
GPK,15103020,1
GPRE,10102030,1
GPRO,25201010,1
GRBK,25201030,1
GRPN,25502020,1
GRUB,45101010,1
GTIM,25301040,1
GTN,25401020,1
GWR,20304010,1
GWRE,45103010,1
H,25301020,1
HA,20302010,1
HABT,25301040,1
HAE,35101020,1
HAWK,45102020,1
HCC,15104050,1
HCCI,20201050,1
HCLP,10101020,1
HCSG,20201070,1
HEAR,25201010,1
HFC,10102030,1
HII,20101010,1
HL,15104045,1
HLT,25301020,1
HLX,10101020,1
HMHC,25302010,1
HMTV,25401020,1
HNI,20201060,1
HNRG,10102050,1
HOG,25102020,1
HOS,10101020,1
HOV,25201030,1
HP,10101010,1
HQY,35102030,1
HRB,25302020,1
HSII,20202010,1
HSON,20202010,1
HTGM,35103010,1
HTLD,20304020,1
HTZ,20304020,1
HUBG,20301010,1
HZO,25504040,1
IBKR,40203020,1
IBP,25201030,1
ICCC,35201010,1
ICE,40203040,1
IEP,20105010,1
IFON,45201020,1
ILMN,35203010,1
IMI,45301020,1
INGN,35101010,1
INGR,30202010,1
INUV,45101010,1
INVT,45201020,1
IPAR,30302010,1
IPDN,45101010,1
IPG,25401010,1
IPHS,15101050,1
IPI,15101030,1
IRBT,25201040,1
IRIX,35101010,1
IRMD,35101010,1
ISCA,25301030,1
ISIG,25401010,1
ISRG,35101010,1
JACK,25301040,1
JBHT,20304020,1
JBLU,20302010,1
JBSS,30202030,1
JIVE,45103010,1
JVA,30202030,1
JYNT,35102020,1
K,30202030,1
KAR,20201070,1
KBAL,20201060,1
KBAL,20201060,1
KBH,25201030,1
KCG,40203020,1
KEX,20303010,1
KMX,25504050,1
KNL,20201060,1
KNX,20304020,1
KO,30201030,1
KONA,25301040,1
KSU,20304010,1
KTWO,35101010,1
LABL,20201010,1
LAD,25504050,1
LAMR,60101080,1
LANC,30202030,1
LBY,25201050,1
LC,40202010,1
LCI,35202010,1
LDR,35102015,1
LEE,25401040,1
LEU,10102050,1
LGIH,25201030,1
LINC,25302010,1
LL,25504030,1
LMAT,35101010,1
LMRK,60102020,1
LNCE,30202030,1
LNDC,30202030,1
LNG,10102040,1
LOCO,25301040,1
LOGM,45101010,1
LOPE,25302010,1
LOV,45101010,1
LPG,10102040,1
LQ,25301020,1
LQDT,45101010,1
LRAD,45203010,1
LRN,25302010,1
LSTR,20304020,1
LTBR,20202020,1
LTRPA,25502020,1
LUB,25301040,1
LUK,40201030,1
LUV,20302010,1
LVNTA,25502020,1
LVS,25301010,1
LWAY,30202030,1
LYV,25401030,1
MAR,25301020,1
MARA,20202020,1
MARK,45101010,1
MASI,35101010,1
MAT,25202010,1
MATX,20303010,1
MBII,15101030,1
MBUU,25202010,1
MC,40203020,1
MCD,25301040,1
MCHX,45101010,1
MCRI,25301010,1
MCS,25301020,1
MDC,25201030,1
MDP,25401040,1
MDR,10101020,1
MDVX,35101010,1
MDXG,35201010,1
MED,30302010,1
MEET,45101010,1
MGCD,35101010,1
MGM,25301010,1
MGPI,30201020,1
MHK,25201020,1
MHO,25201030,1
MINI,20201070,1
MJN,30202030,1
MKC,30202030,1
MKTX,40203040,1
MLHR,20201060,1
MLP,60102030,1
MLR,20106010,1
MMSI,35101020,1
MNGA,20201050,1
MNI,25401040,1
MNRO,25504050,1
MNST,30201030,1
MO,30203010,1
MON,15101030,1
MOS,15101030,1
MPX,25202010,1
MRLN,40201040,1
MRTN,20304020,1
MSB,15104050,1
MSCI,40203040,1
MSG,25401030,1
MSN,25201010,1
MSON,35101010,1
MTH,25201030,1
MTW,20106010,1
MYCC,25301030,1
MYOS,30302010,1
NAII,30302010,1
NAME,45101010,1
NATH,25301040,1
NAUH,25302010,1
NAV,20106010,1
NAVI,40202010,1
NBY,35202010,1
NCLH,25301020,1
NCMI,25401010,1
NDLS,25301040,1
NEM,15104030,1
NEO,35203010,1
NEU,15101050,1
NEWM,25401040,1
NFLX,25502020,1
NICK,40202010,1
NSC,20304010,1
NSH,10102040,1
NSM,40102010,1
NSTG,35203010,1
NTIP,45201020,1
NTN,25401030,1
NTRI,25502020,1
NURO,35101010,1
NUVA,35101010,1
NVDA,45301020,1
NVEC,45301020,1
NVFY,25201020,1
NVR,25201030,1
NWHM,25201030,1
NWSA,25401040,1
NXST,25401020,1
NYNY,25301010,1
NYT,25401040,1
OCIP,15101010,1
OCN,40102010,1
ODFL,20304020,1
OI,15103010,1
OMCL,35103010,1
OME,30202030,1
OMEX,20201070,1
ONDK,40201040,1
OPGN,35201010,1
ORN,20103010,1
OSUR,35101020,1
OUT,60101080,1
P,45101010,1
PACB,35203010,1
PANL,20303010,1
PARR,10102030,1
PBF,10102030,1
PBPB,25301040,1
PCAR,20106010,1
PCLN,25502020,1
PCO,20202020,1
PDLI,35201010,1
PEIX,10102030,1
PENN,25301010,1
PEP,30201030,1
PES,10101010,1
PGEM,20102010,1
PGTI,20102010,1
PHH,40102010,1
PHM,25201030,1
PHMD,35101010,1
PII,25202010,1
PKD,10101010,1
PLOW,20106010,1
PM,30203010,1
PMD,35102015,1
PNK,25301010,1
PNRA,25301040,1
PODD,35101010,1
PPC,30202030,1
PRAA,40202010,1
PRMW,30201030,1
PRSS,25502020,1
PRTS,25502020,1
PSMT,30101040,1
PTSI,20304020,1
PZN,40203010,1
PZZA,25301040,1
QDEL,35101020,1
QNST,45101010,1
QRHC,20201050,1
RAI,30203010,1
RAIL,20106010,1
RATE,45101010,1
RAVE,25301040,1
RCL,25301020,1
RDC,10101010,1
RDNT,35102015,1
REED,30201030,1
REGI,10102030,1
RELV,30302010,1
RESN,45201020,1
REX,10102030,1
RGC,25401030,1
RGLD,15104030,1
RGR,25202010,1
RGS,25302020,1
RHP,60101030,1
RHT,45103020,1
RIBT,30202030,1
RICK,25301030,1
RKDA,30202010,1
RLGT,20301010,1
RLH,25301020,1
RLJE,25401030,1
RLOG,20303010,1
RMAX,60102040,1
RMD,35101010,1
ROKA,35101010,1
ROL,20201050,1
ROX,30201020,1
RRGB,25301040,1
RRTS,20304020,1
RSG,20201050,1
RT,25301040,1
RTIX,35101020,1
RTK,15105010,1
RUBI,45103020,1
RUSHA,20107010,1
RUTH,25301040,1
RVP,35101020,1
RWC,45201020,1
SAEX,10101020,1
SAFM,30202030,1
SAH,25504050,1
SAIA,20304020,1
SALE,45101010,1
SALM,25401020,1
SAM,30201010,1
SANW,30202010,1
SAVE,20302010,1
SBGI,25401020,1
SBUX,25301040,1
SC,40202010,1
SCCO,15104025,1
SCHL,25401040,1
SCI,25302020,1
SCON,45203015,1
SCS,20201060,1
SCSS,25504060,1
SDPI,10101020,1
SDT,10102020,1
SEAS,25301030,1
SEB,30202030,1
SENEA,30202030,1
SERV,25302020,1
SFLY,25502020,1
SGA,25401020,1
SGM,40102010,1
SGMS,25301010,1
SHAK,25301040,1
SHW,15101050,1
SIEN,35101020,1
SINO,20305030,1
SIRI,25401025,1
SIX,25301030,1
SKY,25201030,1
SKYW,20302010,1
SLM,40202010,1
SLP,35103010,1
SMED,35102015,1
SNI,25401020,1
SNMX,15101050,1
SNOW,25301030,1
SONC,25301040,1
SP,20201050,1
SPEX,20202020,1
SPNC,35101020,1
SRDX,35101010,1
SSP,25401020,1
STAA,35101020,1
STAY,25301020,1
STKS,25301040,1
STMP,45101010,1
STON,25302020,1
STRA,25302010,1
STRP,50101010,1
STS,20106010,1
STZ,30201020,1
SUM,15102010,1
SWFT,20304020,1
SXC,15104050,1
SXCP,15104050,1
TACO,25301040,1
TACT,45202030,1
TAHO,15104030,1
TAP,30201010,1
TAST,25301040,1
TAX,25302020,1
TDW,10101020,1
TEAR,35101020,1
THO,25102010,1
THS,30202030,1
THST,30201020,1
TILE,20201060,1
TIME,25401040,1
TMHC,25201030,1
TNC,20106020,1
TNDM,35101010,1
TNH,15101030,1
TOL,25201030,1
TPH,25201030,1
TPX,25201020,1
TRCO,25401020,1
TREC,15101010,1
TREX,20102010,1
TRIP,25502020,1
TRK,25301030,1
TRMR,45101010,1
TROX,15101010,1
TRUE,45101010,1
TRUP,40301020,1
TRXC,35101010,1
TSN,30202030,1
TSQ,25401020,1
TST,40203040,1
TTOO,35201010,1
TTS,25504030,1
TTWO,45103030,1
TWTR,45101010,1
TWX,25401030,1
TXRH,25301040,1
TZOO,45101010,1
UAL,20302010,1
UAMY,15104020,1
UAN,15101030,1
UCP,25201030,1
UEC,10102050,1
UFI,25203030,1
UNF,20201070,1
UNP,20304010,1
UPS,20301010,1
URG,10102050,1
URRE,10102050,1
USAK,20304020,1
USCR,15102010,1
USDP,10102040,1
UTI,25302010,1
UUU,45203010,1
UVV,30203010,1
UWN,25301010,1
VAC,25301020,1
VALU,40203040,1
VGZ,15104030,1
VIAB,25401030,1
VIRC,20201060,1
VIRT,40203020,1
VIVO,35101020,1
VLO,10102030,1
VMC,15102010,1
VSTO,25202010,1
VTNR,10102030,1
VUZI,25201010,1
VVI,20201070,1
W,25502020,1
WAC,40102010,1
WAGE,20202010,1
WATT,20104010,1
WEN,25301040,1
WERN,20304020,1
WGO,25102010,1
WHG,40203010,1
WHR,25201040,1
WLB,10102050,1
WLH,25201030,1
WLKP,15101010,1
WM,20201050,1
WMLP,10102050,1
WPG,60101070,1
WRLD,40202010,1
WTW,25302020,1
WVVI,30201020,1
WWE,25401030,1
WYN,25301020,1
WYNN,25301010,1
XON,35201010,1
XOXO,45101010,1
XPL,15104040,1
XPLR,45202030,1
XPO,20301010,1
XXII,30203010,1
YHOO,45101010,1
YRCW,20304020,1
YUM,25301040,1
YUME,45101010,1
Z,45101010,1
ZAGG,25201010,1
ZAIS,40203010,1
ZEN,45103010,1
ZIXI,45103010,1
ZNGA,45103030,1
ZOES,25301040,1
ZTS,35202010,1
BDE,25202010,1
GHC,25302010,1
LIVE,25201020,1
NYLD,55105010,1
AAN,25504060,2
ABC,35102010,2
ABT,35101010,2
ACHC,35102020,2
ACU,20201060,2
ADK,35102020,2
ADUS,35102015,2
AEO,25504010,2
AHPI,35101010,2
AKRX,35202010,2
ALR,35101020,2
AMED,35102015,2
ANF,25504010,2
ARCI,25504040,2
ASNA,25504010,2
ATR,15103010,2
AZO,25504050,2
BABY,35101010,2
BBBY,25504060,2
BBW,25504040,2
BCR,35101010,2
BEBE,25504010,2
BFAM,25302010,2
BGFV,25504040,2
BIG,25503020,2
BIOS,35102015,2
BKE,25504010,2
BONT,25503010,2
BOOT,25504010,2
BSET,25201020,2
BURL,25504010,2
CAB,25504040,2
CAG,30202030,2
CAH,35102010,2
CAPL,10102040,2
CASY,30101030,2
CATO,25504010,2
CAW,30302010,2
CBK,25504010,2
CENTA,30301010,2
CHD,30301010,2
CHKE,25203010,2
CHS,25504010,2
CIVI,35102015,2
CL,30301010,2
CLX,30301010,2
CNC,35102030,2
COH,25203010,2
COLM,25203010,2
CONN,25504020,2
CORE,25501010,2
COST,30101040,2
COTY,30302010,2
CRCM,45101010,2
CRI,25203010,2
CROX,25203020,2
CRWS,25203030,2
CST,25504050,2
CSU,35102020,2
CTRN,25504010,2
CVS,30101010,2
CYH,35102020,2
DDS,25503010,2
DECK,25203020,2
DEST,25504010,2
DG,25503020,2
DKS,25504040,2
DLA,25203010,2
DLTR,25503020,2
DPLO,35102015,2
DPZ,25301040,2
DSW,25504010,2
DVA,35102015,2
DVCR,35102020,2
DXLG,25504010,2
DYNT,35101010,2
EL,30302010,2
ELMD,35101010,2
ENR,30301010,2
ENSG,35102020,2
ESRX,35102015,2
ETH,25201020,2
EVHC,35102015,2
EVLV,25502020,2
EXPR,25504010,2
FCFS,40202010,2
FINL,25504010,2
FIVE,25504040,2
FL,25504010,2
FOSL,25203010,2
FRAN,25504010,2
FRED,25503020,2
GCO,25504010,2
GEN,35102020,2
GES,25504010,2
GIII,25203010,2
GIS,30202030,2
GME,25504020,2
GNC,25504040,2
GPS,25504010,2
HAIN,30202030,2
HAS,25202010,2
HBI,25203010,2
HCA,35102020,2
HD,25504030,2
HELE,25201040,2
HIBB,25504040,2
HLS,35102020,2
HLTH,35102015,2
HMSY,35103010,2
HOFT,25201020,2
HRC,35101010,2
HRL,30202030,2
HSIC,35102010,2
HSKA,35202010,2
HSNI,25502020,2
HSY,30202030,2
HVT,25504060,2
HYH,35101020,2
ICON,25203010,2
IDXX,35101010,2
IFF,15101050,2
IMKTA,30101030,2
IVC,35101010,2
JAKK,25202010,2
JCP,25503010,2
JJSF,30202030,2
JMBA,25301040,2
JNJ,35202010,2
JWN,25503010,2
KATE,25203010,2
KIRK,25504060,2
KMB,30301010,2
KND,35102020,2
KOSS,25201010,2
KR,30101030,2
KSS,25503010,2
LB,25504010,2
LCUT,25201050,2
LE,25502020,2
LFVN,30302010,2
LHCG,35102015,2
LLY,35202010,2
LOW,25504030,2
LPNT,35102020,2
LZB,25201020,2
M,25503010,2
MD,35102015,2
MDLZ,30202030,2
MIK,25504040,2
MOH,35102030,2
MOV,25203010,2
MRK,35202010,2
MTEX,30302010,2
MUSA,25504050,2
NC,25201040,2
NGVC,30101030,2
NHC,35102020,2
NHTC,30302010,2
NKE,25203020,2
NLS,25202010,2
NUS,30302010,2
NUTR,30302010,2
NWY,25504010,2
NXTM,35101010,2
ODC,30301010,2
ODP,25504040,2
OSTK,25502020,2
OXM,25203010,2
PAHC,35202010,2
PBH,35202010,2
PDCO,35102010,2
PERF,25504040,2
PERY,25203010,2
PETS,25502020,2
PF,30202030,2
PG,30301010,2
PIR,25504060,2
PLCE,25504010,2
PMC,35102010,2
POST,30202030,2
PRPH,35202010,2
PVH,25203010,2
QVCA,25502020,2
RAD,30101010,2
RCII,25504020,2
RCKY,25203020,2
REV,30302010,2
RH,25504060,2
RL,25203010,2
RMCF,30202030,2
ROST,25504010,2
SBH,25504040,2
SCVL,25504010,2
SEE,15103020,2
SEM,35102020,2
SFM,30101030,2
SFS,30101030,2
SGC,25203010,2
SGRP,25401010,2
SHLD,25503010,2
SHOO,25203020,2
SHOS,25504030,2
SJM,30202030,2
SKX,25203020,2
SMG,15101030,2
SMRT,25504010,2
SNAK,30202030,2
SPB,30301010,2
SPLS,25504040,2
SPTN,30101020,2
SPWH,25504040,2
SQBG,25203010,2
SSI,25504010,2
SSY,35102020,2
STLY,25201020,2
SUMR,25202010,2
SUN,10102040,2
SVU,30101030,2
SYY,30101020,2
TA,25504050,2
TFX,35101010,2
TGT,25503020,2
THC,35102020,2
TIF,25504040,2
TIS,30301010,2
TJX,25504010,2
TLF,25504010,2
TLYS,25504010,2
TMUS,50102010,2
TR,30202030,2
TSCO,25504040,2
TUES,25503020,2
TUP,25201050,2
TWMC,25504040,2
UG,30302010,2
UHS,35102020,2
ULTA,25504040,2
UNFI,30101020,2
UNH,35102030,2
URBN,25504010,2
USNA,30302010,2
USPH,35102020,2
UTMD,35101020,2
VFC,25203010,2
VLGEA,30101030,2
VNCE,25203010,2
VRA,25203010,2
VSI,25504040,2
WBA,30101010,2
WBMD,45101010,2
WCG,35102030,2
WDFC,30301010,2
WEYS,25501010,2
WFM,30101030,2
WINA,25504040,2
WMAR,25504040,2
WMK,30101030,2
WMT,30101040,2
WNR,10102030,2
WOOF,35102020,2
WSM,25504060,2
WWW,25203020,2
ZUMZ,25504010,2
AFAM,35102015,2
FRSH,25301040,2
INFU,35102015,2
AE,10102030,3
ALDW,10102030,3
ALJ,10102030,3
AM,10102040,3
AMID,10102040,3
APA,10102020,3
APC,10102020,3
AR,10102020,3
ARCX,10102040,3
AREX,10102020,3
AXAS,10102020,3
BBG,10102020,3
BCEI,10102020,3
BKEP,10102040,3
BPL,10102040,3
BRN,10102020,3
BRS,10101020,3
BSM,10102020,3
BWP,10102040,3
CELP,20201050,3
CEQP,10102040,3
CHK,10102020,3
CHKR,10102020,3
CIE,10102020,3
CLNE,10102030,3
CLR,10102020,3
CNNX,10102040,3
CNX,10102050,3
COG,10102020,3
COP,10102020,3
CPE,10102020,3
CRC,10102020,3
CRK,10102020,3
CRZO,10102020,3
CVRR,10102030,3
CVX,10102010,3
CXO,10102020,3
DGAS,55102010,3
DK,10102030,3
DKL,10102040,3
DM,10102040,3
DNR,10102020,3
DVN,10102020,3
ECR,10102020,3
ECT,10102020,3
EEP,10102040,3
EEQ,10102040,3
EGAS,55102010,3
EGN,10102020,3
EGY,10102020,3
ENBL,10102040,3
ENLC,10102040,3
ENLK,10102030,3
ENRJ,10102020,3
EOG,10102020,3
EPD,10102040,3
EPE,10102020,3
EPM,10102020,3
EQM,10102040,3
EQT,10102020,3
ESTE,10102020,3
ETE,10102040,3
EVEP,10102020,3
EXXI,10102020,3
FANG,10102020,3
GBR,10102020,3
GEL,10102040,3
GLP,10102040,3
GNE,55101010,3
GPOR,10102020,3
GST,10102020,3
HEP,10102040,3
HES,10102020,3
HGT,10102020,3
HUSA,10102020,3
ICD,10101010,3
JONE,10102020,3
KMI,10102040,3
LGCY,10102020,3
LPI,10102020,3
MARPS,10102020,3
MCEP,10102020,3
MCF,10102020,3
MMLP,10102040,3
MMP,10102040,3
MPC,10102030,3
MPLX,10102040,3
MRO,10102020,3
MTDR,10102020,3
MTR,10102020,3
MUR,10102020,3
MVO,10102020,3
MXC,10102020,3
NBL,10102020,3
NDRO,10102020,3
NFG,55102010,3
NFX,10102020,3
NGL,10102040,3
NGS,10101020,3
NOG,10102020,3
NRP,10102050,3
NRT,10102020,3
NS,10102030,3
NWN,55102010,3
OAS,10102020,3
OGS,55102010,3
OKE,10102040,3
OKS,10102040,3
OXY,10102010,3
PAA,10102040,3
PAGP,10102040,3
PBFX,10102040,3
PBT,10102020,3
PDCE,10102020,3
PE,10102020,3
PED,10102020,3
PER,10102020,3
PHIIK,10101020,3
PHX,10102020,3
PQ,10102020,3
PSX,10102030,3
PSXP,10102040,3
PXD,10102020,3
QEP,10102020,3
REI,10102020,3
REN,10102020,3
RES,10101020,3
REXX,10102020,3
RICE,10102020,3
RMP,10102040,3
ROYT,10102020,3
RRC,10102020,3
RSPP,10102020,3
SBR,10102020,3
SDR,10102020,3
SEMG,10102040,3
SEP,10102040,3
SHLX,10102040,3
SJT,10102020,3
SM,10102020,3
SMLP,10102040,3
SN,10102020,3
SPP,10102020,3
SRLP,10102040,3
SWN,10102020,3
SWX,55102010,3
SXE,10102040,3
TAT,10102020,3
TCP,10102040,3
TEGP,10102040,3
TEP,10102040,3
TGC,10102020,3
TLLP,10102040,3
TLP,10102040,3
TPL,40201030,3
TRCH,10102020,3
TRGP,10102040,3
TSO,10102030,3
TTI,10101020,3
UNT,10101010,3
UPL,10102020,3
USAC,10101020,3
USEG,10102020,3
USLM,15102010,3
VLP,10102040,3
VNOM,10102020,3
VOC,10102020,3
WES,10102040,3
WGP,10102040,3
WLL,10102020,3
WMB,10102040,3
WNRL,10102040,3
WPT,10102040,3
WPX,10102020,3
WPZ,10102040,3
WTI,10102020,3
XCO,10102020,3
XEC,10102020,3
XOM,10102010,3
YUMA,10102020,3
ZN,10102020,3
MPO,10102020,3
PTEN,10101010,3
AAPL,45202030,4
ABCO,20202020,4
ABM,20201050,4
ACIW,45103010,4
ACM,20103010,4
ACTA,45101010,4
ACXM,45102010,4
ADBE,45103010,4
ADP,45102020,4
ADS,45102020,4
ADSK,45103010,4
ADTN,45201020,4
AGYS,45203030,4
AKAM,45101010,4
ALSK,50101020,4
AMBA,45301020,4
AMBR,45101010,4
AMSWA,45103010,4
AMT,60101080,4
AMTD,40203020,4
ANET,45201020,4
APPS,45103010,4
ARC,20201060,4
ARIS,45101010,4
ARRS,45201020,4
ARW,45203030,4
ASUR,45103010,4
ATEN,45103020,4
ATHN,35103010,4
ATNI,50101020,4
AVID,45202030,4
AVNW,45201020,4
AVT,45203030,4
AWRE,45103010,4
AXP,40202010,4
AXR,20201070,4
