n,r2,w
144,0.159119762812,0.0442532267978
111,0.232404202751,0.0341118623233
88,0.556879208009,0.0270436385986
78,0.563177882448,0.0239704978488
74,0.166844175309,0.0227412415489
64,0.11600589499,0.019668100799
63,0.183134580902,0.019360786724
63,0.300213877792,0.019360786724
58,0.601048711666,0.0178242163491
53,0.227589432527,0.0162876459742
47,0.288693672302,0.0144437615243
44,0.253027798036,0.0135218192993
44,0.194102326496,0.0135218192993
43,0.236093376289,0.0132145052243
42,0.198012630167,0.0129071911494
41,0.139769301057,0.0125998770744
41,0.136456967433,0.0125998770744
38,0.112262679499,0.0116779348494
38,0.19257428998,0.0116779348494
38,0.204532186954,0.0116779348494
37,0.130023926776,0.0113706207744
37,0.158147576516,0.0113706207744
36,0.249250652959,0.0110633066994
36,0.164962451398,0.0110633066994
34,0.187181566214,0.0104486785495
34,0.25344522414,0.0104486785495
33,0.469172381626,0.0101413644745
31,0.210210890085,0.00952673632452
29,0.246257436547,0.00891210817455
28,0.306100202133,0.00860479409957
28,0.127480177157,0.00860479409957
27,0.182443087926,0.00829748002459
27,0.124634195147,0.00829748002459
27,0.0535897246586,0.00829748002459
26,0.191223392298,0.0079901659496
26,0.141731704431,0.0079901659496
25,0.178520896129,0.00768285187462
25,0.186676634355,0.00768285187462
25,0.240594743373,0.00768285187462
24,0.23018627782,0.00737553779963
24,0.265083463534,0.00737553779963
24,0.174263027225,0.00737553779963
24,0.263082724786,0.00737553779963
23,0.259423547191,0.00706822372465
22,0.181876255678,0.00676090964966
22,0.212837949069,0.00676090964966
22,0.269644213927,0.00676090964966
22,0.129591129375,0.00676090964966
22,0.128655998961,0.00676090964966
22,0.197369528797,0.00676090964966
21,0.350954923539,0.00645359557468
21,0.315995976944,0.00645359557468
21,0.239058975506,0.00645359557468
21,0.142491558925,0.00645359557468
21,0.211542679415,0.00645359557468
21,0.17375942439,0.00645359557468
20,0.117467968857,0.00614628149969
20,0.0731043888398,0.00614628149969
20,0.17876935086,0.00614628149969
19,0.309857176838,0.00583896742471
19,0.373662921488,0.00583896742471
18,0.148197130558,0.00553165334972
18,0.0794556947316,0.00553165334972
17,0.303953975198,0.00522433927474
17,0.225538475054,0.00522433927474
17,0.367668874353,0.00522433927474
17,0.248322652956,0.00522433927474
16,0.129960593607,0.00491702519975
16,0.192876608973,0.00491702519975
16,0.156025429107,0.00491702519975
16,0.298999178656,0.00491702519975
16,0.195646428648,0.00491702519975
15,0.125830087527,0.00460971112477
15,0.135697222395,0.00460971112477
15,0.167179980661,0.00460971112477
15,0.121771193346,0.00460971112477
15,0.268195401614,0.00460971112477
15,0.229819168264,0.00460971112477
15,0.1156012687,0.00460971112477
14,0.133052977012,0.00430239704978
14,0.124095910796,0.00430239704978
14,0.209101779739,0.00430239704978
14,0.289121618549,0.00430239704978
14,0.0482557958659,0.00430239704978
14,0.177348526995,0.00430239704978
14,0.167471297966,0.00430239704978
14,0.347995631783,0.00430239704978
13,0.146466755931,0.0039950829748
13,0.0661006560195,0.0039950829748
13,0.246061843156,0.0039950829748
13,0.0957682382534,0.0039950829748
13,0.351367596134,0.0039950829748
13,0.263049129182,0.0039950829748
13,0.18219957741,0.0039950829748
13,0.250635690114,0.0039950829748
13,0.194361083837,0.0039950829748
12,0.283489824616,0.00368776889982
12,0.242144771329,0.00368776889982
12,0.230925179404,0.00368776889982
12,0.266015086636,0.00368776889982
12,0.32020638192,0.00368776889982
12,0.18213959834,0.00368776889982
11,0.0772857328678,0.00338045482483
11,0.208898114545,0.00338045482483
11,0.142511714882,0.00338045482483
11,0.135661456026,0.00338045482483
11,0.0949055967094,0.00338045482483
11,0.278852591428,0.00338045482483
11,0.365633287348,0.00338045482483
11,0.272354424193,0.00338045482483
10,0.117348052251,0.00307314074985
10,0.271190456047,0.00307314074985
10,0.204387600539,0.00307314074985
10,0.332569906285,0.00307314074985
10,0.0736798005013,0.00307314074985
10,0.0987685111487,0.00307314074985
9,0.0755211459844,0.00276582667486
9,0.0399363292989,0.00276582667486
9,0.157241022448,0.00276582667486
9,0.103588081133,0.00276582667486
9,0.233868661689,0.00276582667486
9,0.20755048318,0.00276582667486
9,0.129941490508,0.00276582667486
9,0.0941531146238,0.00276582667486
9,0.102606097053,0.00276582667486
8,0.224149761588,0.00245851259988
8,0.397881971906,0.00245851259988
8,0.206017712566,0.00245851259988
8,0.234964816697,0.00245851259988
7,0.23098140141,0.00215119852489
7,0.132565376469,0.00215119852489
7,0.211490974906,0.00215119852489
7,0.133446731302,0.00215119852489
7,0.2820249723,0.00215119852489
6,0.0993005092784,0.00184388444991
6,0.134057374553,0.00184388444991
6,0.154858894587,0.00184388444991
6,0.0566256387249,0.00184388444991
6,0.088559981354,0.00184388444991
6,0.172164450276,0.00184388444991
5,0.551185733926,0.00153657037492
5,0.133114824785,0.00153657037492
5,0.0990738476666,0.00153657037492
5,0.143601199996,0.00153657037492
5,0.239497752947,0.00153657037492
5,0.106996910077,0.00153657037492
5,0.154426010376,0.00153657037492
5,0.201496282708,0.00153657037492
5,0.230983920641,0.00153657037492
4,0.29758177749,0.00122925629994
4,0.248184670667,0.00122925629994
4,0.218643309666,0.00122925629994
4,0.298274436804,0.00122925629994
4,0.0188729044445,0.00122925629994
3,0.0975395975555,0.000921942224954
3,0.42984516625,0.000921942224954
3,0.362541620304,0.000921942224954
