n,r2,w
217,0.153771991115,0.0666871542717
175,0.0312729731573,0.0537799631223
143,0.109717301273,0.0439459127228
108,0.117299084499,0.0331899200983
103,0.737014798328,0.0316533497234
91,0.0839096556497,0.0279655808236
87,0.0805307111697,0.0267363245237
84,0.0393412967529,0.0258143822987
83,0.251803663595,0.0255070682237
78,0.67215226751,0.0239704978488
77,0.145593261476,0.0236631837738
66,0.149384248939,0.020282728949
65,0.790885254965,0.019975414874
64,0.700079225365,0.019668100799
61,0.210019957512,0.0187461585741
58,0.06389028908,0.0178242163491
54,0.226433699049,0.0165949600492
54,0.223929543511,0.0165949600492
52,0.267589615444,0.0159803318992
52,0.151070134372,0.0159803318992
50,0.257061462116,0.0153657037492
50,0.0725130604111,0.0153657037492
49,0.191051870455,0.0150583896742
48,0.370179602379,0.0147510755993
48,0.260609568653,0.0147510755993
46,0.409164419911,0.0141364474493
46,0.241323051594,0.0141364474493
45,0.0477587524401,0.0138291333743
44,0.150340082962,0.0135218192993
43,0.106874646418,0.0132145052243
41,0.161688627941,0.0125998770744
40,0.441467468186,0.0122925629994
40,0.355057852028,0.0122925629994
38,0.183615704251,0.0116779348494
38,0.324501174303,0.0116779348494
36,0.244770047187,0.0110633066994
35,0.115934792862,0.0107559926245
35,0.172573193257,0.0107559926245
34,0.164287690895,0.0104486785495
33,0.444043572683,0.0101413644745
32,0.153302743387,0.00983405039951
32,0.238859162319,0.00983405039951
32,0.100885762962,0.00983405039951
29,0.279340557782,0.00891210817455
28,0.460726603532,0.00860479409957
28,0.29658571267,0.00860479409957
27,0.28777982965,0.00829748002459
26,0.189239577091,0.0079901659496
26,0.0404731688356,0.0079901659496
25,0.271035532328,0.00768285187462
25,0.338952616026,0.00768285187462
25,0.252501409079,0.00768285187462
25,0.224488539508,0.00768285187462
22,0.303176493818,0.00676090964966
22,0.125214126793,0.00676090964966
22,0.18343905502,0.00676090964966
21,0.452611496796,0.00645359557468
21,0.103529495964,0.00645359557468
21,0.112613466143,0.00645359557468
21,0.309524462848,0.00645359557468
20,0.299836261812,0.00614628149969
20,0.0372967810403,0.00614628149969
18,0.179981536495,0.00553165334972
18,0.120969849422,0.00553165334972
17,0.0691316439558,0.00522433927474
17,0.430914437633,0.00522433927474
14,0.201504629325,0.00430239704978
9,0.0578060384655,0.00276582667486
