n,r2,w
111,0.686397381786,0.0341118623233
87,0.168022568174,0.0267363245237
82,0.0623103049119,0.0251997541487
76,0.039622044321,0.0233558696988
70,0.805858004094,0.0215119852489
55,0.729797302905,0.0169022741242
50,0.100255496564,0.0153657037492
49,0.0301718523654,0.0150583896742
48,0.0409493381867,0.0147510755993
47,0.115079919788,0.0144437615243
46,0.12754175053,0.0141364474493
45,0.181131043664,0.0138291333743
42,0.047006447628,0.0129071911494
40,0.147475870849,0.0122925629994
40,0.3419550645,0.0122925629994
39,0.253064719637,0.0119852489244
38,0.164907481442,0.0116779348494
37,0.108605057399,0.0113706207744
36,0.280233231761,0.0110633066994
36,0.0248773650749,0.0110633066994
36,0.740495600664,0.0110633066994
35,0.0687904213466,0.0107559926245
35,0.277210224542,0.0107559926245
35,0.706615214118,0.0107559926245
34,0.182245200977,0.0104486785495
34,0.187331476927,0.0104486785495
33,0.144681481031,0.0101413644745
32,0.318183135177,0.00983405039951
32,0.0473028621815,0.00983405039951
31,0.166657687613,0.00952673632452
30,0.272905263621,0.00921942224954
29,0.131937204598,0.00891210817455
29,0.162467699778,0.00891210817455
28,0.178109326763,0.00860479409957
28,0.0926368103661,0.00860479409957
28,0.0701308662307,0.00860479409957
28,0.273633193333,0.00860479409957
27,0.377012914863,0.00829748002459
27,0.307289944207,0.00829748002459
27,0.243552784481,0.00829748002459
27,0.324112936241,0.00829748002459
27,0.188187080944,0.00829748002459
26,0.339831502121,0.0079901659496
26,0.274006223002,0.0079901659496
25,0.296528777922,0.00768285187462
25,0.247275601144,0.00768285187462
24,0.0329009785098,0.00737553779963
23,0.486493550225,0.00706822372465
23,0.122643488185,0.00706822372465
22,0.0460102003038,0.00676090964966
22,0.31295332528,0.00676090964966
22,0.0949496952001,0.00676090964966
21,0.331223666628,0.00645359557468
21,0.335461999661,0.00645359557468
21,0.122914326089,0.00645359557468
20,0.308507537413,0.00614628149969
20,0.155226365146,0.00614628149969
20,0.187388523259,0.00614628149969
20,0.0878565405778,0.00614628149969
20,0.259080721393,0.00614628149969
19,0.306786243471,0.00583896742471
18,0.331533273574,0.00553165334972
18,0.305789948608,0.00553165334972
18,0.277887734195,0.00553165334972
18,0.365720916,0.00553165334972
18,0.255401029821,0.00553165334972
18,0.183620586893,0.00553165334972
18,0.206802220613,0.00553165334972
17,0.179508892968,0.00522433927474
17,0.0702987805628,0.00522433927474
17,0.289190167291,0.00522433927474
17,0.23038029927,0.00522433927474
17,0.507576787351,0.00522433927474
17,0.136762044119,0.00522433927474
17,0.029974176625,0.00522433927474
17,0.136155712264,0.00522433927474
17,0.300953740127,0.00522433927474
17,0.0972232243337,0.00522433927474
16,0.0524671589726,0.00491702519975
16,0.242616898332,0.00491702519975
16,0.158248203709,0.00491702519975
16,0.207055997123,0.00491702519975
16,0.14506950688,0.00491702519975
15,0.13150702934,0.00460971112477
15,0.109270650687,0.00460971112477
15,0.0742276823786,0.00460971112477
15,0.172853623976,0.00460971112477
15,0.16173988488,0.00460971112477
15,0.45077332145,0.00460971112477
15,0.133827334139,0.00460971112477
15,0.322199317167,0.00460971112477
15,0.115023180991,0.00460971112477
14,0.159422704241,0.00430239704978
14,0.135329543994,0.00430239704978
13,0.05754948845,0.0039950829748
13,0.124111175783,0.0039950829748
13,0.327363754043,0.0039950829748
13,0.332884712705,0.0039950829748
13,0.28458884789,0.0039950829748
12,0.323012773674,0.00368776889982
12,0.161680648418,0.00368776889982
12,0.497910118607,0.00368776889982
12,0.317301889872,0.00368776889982
12,0.0940765435087,0.00368776889982
12,0.126911711615,0.00368776889982
12,0.219065052069,0.00368776889982
12,0.0956871403152,0.00368776889982
12,0.100578630136,0.00368776889982
12,0.138391474158,0.00368776889982
11,0.240848277056,0.00338045482483
11,0.213204588434,0.00338045482483
11,0.456869262549,0.00338045482483
11,0.405563595895,0.00338045482483
11,0.287786218864,0.00338045482483
11,0.163203396957,0.00338045482483
10,0.0571092527601,0.00307314074985
10,0.110178380648,0.00307314074985
10,0.221101147579,0.00307314074985
10,0.193786646844,0.00307314074985
10,0.273754433058,0.00307314074985
10,0.0460199427307,0.00307314074985
9,0.0900848853159,0.00276582667486
9,0.239496149451,0.00276582667486
9,0.380706147541,0.00276582667486
9,0.0742639669572,0.00276582667486
9,0.254348505845,0.00276582667486
9,0.141565444527,0.00276582667486
9,0.192914757697,0.00276582667486
8,0.0761861355232,0.00245851259988
8,0.194262896705,0.00245851259988
8,0.282808831491,0.00245851259988
8,0.264742913172,0.00245851259988
8,0.400973733798,0.00245851259988
8,0.22353008465,0.00245851259988
8,0.232491230787,0.00245851259988
8,0.357639260001,0.00245851259988
7,0.156959072341,0.00215119852489
7,0.131611293845,0.00215119852489
7,0.200468696116,0.00215119852489
6,0.516902920087,0.00184388444991
6,0.791738268848,0.00184388444991
6,0.173216842632,0.00184388444991
6,0.580699688668,0.00184388444991
6,0.443573865211,0.00184388444991
6,0.327147373154,0.00184388444991
6,0.512312980838,0.00184388444991
5,0.234367339288,0.00153657037492
5,0.265791369252,0.00153657037492
5,0.163823666406,0.00153657037492
5,0.325290540269,0.00153657037492
5,0.515189331988,0.00153657037492
5,0.313656186726,0.00153657037492
5,0.461820939109,0.00153657037492
4,0.297561703486,0.00122925629994
4,0.0422024796982,0.00122925629994
3,0.0892163591027,0.000921942224954
2,0.338527048013,0.000614628149969
